3
D4 E-4 F4 BAR ||| E-4 ||| 0.249999999875
E4 D4 D4 ||| C#4 ||| 0.333333333256
B4 BAR C5 D5 ||| E5 ||| 0.749999999575
B4 BAR C5 D5 ||| C5 ||| 0.249999999875
B4 BAR C5 D5 ||| <UNK> ||| 2.4999999985e-11
BAR G4 BAR G4 G4 BAR ||| G4 ||| 0.749999999575
BAR G4 BAR G4 G4 BAR ||| A4 ||| 0.249999999875
BAR G4 BAR G4 G4 BAR ||| <UNK> ||| 2.4999999985e-11
BAR G4 F#4 G4 ||| G4 ||| 0.272727272702
BAR G4 F#4 G4 ||| F#4 ||| 0.318181818152
BAR G4 F#4 G4 ||| B4 ||| 0.0454545454541
BAR G4 F#4 G4 ||| A4 ||| 0.0909090909037
BAR G4 F#4 G4 ||| D4 ||| 0.227272727252
BAR G4 F#4 G4 ||| <UNK> ||| 4.54545454496e-12
BAR G4 F#4 G4 ||| G#4 ||| 0.0454545454541
A4 B4 C5 ||| G4 ||| 0.0465116279067
A4 B4 C5 ||| B4 ||| 0.348837209285
A4 B4 C5 ||| A4 ||| 0.0465116279067
A4 B4 C5 ||| B-4 ||| 0.0697674418589
A4 B4 C5 ||| D5 ||| 0.279069767429
A4 B4 C5 ||| C5 ||| 0.209302325572
A4 B4 C5 ||| <UNK> ||| 2.32558139522e-12
B4 A4 A4 BAR ||| B4 ||| 0.199999999924
B4 A4 A4 BAR ||| G4 ||| 0.399999999828
B4 A4 A4 BAR ||| A4 ||| 0.399999999828
B4 A4 A4 BAR ||| <UNK> ||| 1.99999999904e-11
BAR B4 A4 G4 ||| G4 ||| 0.187499999978
BAR B4 A4 G4 ||| F#4 ||| 0.0624999999969
BAR B4 A4 G4 ||| A4 ||| 0.499999999931
BAR B4 A4 G4 ||| F4 ||| 0.0624999999969
BAR B4 A4 G4 ||| D4 ||| 0.0624999999969
BAR B4 A4 G4 ||| C5 ||| 0.124999999987
BAR B4 A4 G4 ||| <UNK> ||| 6.24999999906e-12
BAR E4 C4 C4 ||| <UNK> ||| 4.999999994e-11
BAR E4 C4 C4 ||| F4 ||| 0.49999999945
BAR E4 C4 C4 ||| C4 ||| 0.49999999945
E4 BAR E4 D4 ||| G4 ||| 0.0322580645169
E4 BAR E4 D4 ||| F4 ||| 0.0645161290305
E4 BAR E4 D4 ||| C#4 ||| 0.0645161290305
E4 BAR E4 D4 ||| E4 ||| 0.0967741935441
E4 BAR E4 D4 ||| D4 ||| 0.354838709653
E4 BAR E4 D4 ||| <UNK> ||| 3.22580645136e-12
E4 BAR E4 D4 ||| C4 ||| 0.387096774167
E4 E4 F4 BAR ||| E4 ||| 0.49999999945
E4 E4 F4 BAR ||| G4 ||| 0.49999999945
E4 E4 F4 BAR ||| <UNK> ||| 4.999999994e-11
G4 F4 G4 ||| F#4 ||| 0.181818181788
G4 F4 G4 ||| F4 ||| 0.181818181788
G4 F4 G4 ||| END ||| 0.0909090908983
G4 F4 G4 ||| A4 ||| 0.272727272677
G4 F4 G4 ||| E4 ||| 0.181818181788
G4 F4 G4 ||| A-4 ||| 0.0909090908983
G4 F4 G4 ||| <UNK> ||| 9.09090908893e-12
BAR C#4 D4 BAR G4 ||| D4 ||| 0.49999999945
BAR C#4 D4 BAR G4 ||| <UNK> ||| 4.999999994e-11
BAR C#4 D4 BAR G4 ||| C4 ||| 0.49999999945
A4 BAR B-4 A4 ||| G4 ||| 0.87499999975
A4 BAR B-4 A4 ||| F4 ||| 0.124999999975
A4 BAR B-4 A4 ||| <UNK> ||| 1.24999999962e-11
E4 D4 BAR C#4 ||| C#4 ||| 0.49999999945
E4 D4 BAR C#4 ||| <UNK> ||| 4.999999994e-11
E4 D4 BAR C#4 ||| B3 ||| 0.49999999945
C5 BAR B4 B4 ||| A4 ||| 0.3333333331
C5 BAR B4 B4 ||| C5 ||| 0.666666666167
C5 BAR B4 B4 ||| <UNK> ||| 3.33333333067e-11
D4 G4 E4 ||| E4 ||| 0.3333333331
D4 G4 E4 ||| D4 ||| 0.3333333331
D4 G4 E4 ||| END ||| 0.3333333331
D4 G4 E4 ||| <UNK> ||| 3.33333333067e-11
A4 G4 G4 BAR ||| G4 ||| 0.399999999943
A4 G4 G4 BAR ||| F4 ||| 0.0666666666627
A4 G4 G4 BAR ||| R ||| 0.0666666666627
A4 G4 G4 BAR ||| A4 ||| 0.266666666631
A4 G4 G4 BAR ||| C5 ||| 0.199999999975
A4 G4 G4 BAR ||| <UNK> ||| 6.6666666656e-12
C4 F4 E4 BAR ||| E4 ||| 0.249999999875
C4 F4 E4 BAR ||| D4 ||| 0.749999999575
C4 F4 E4 BAR ||| <UNK> ||| 2.4999999985e-11
BAR E4 A4 BAR G4 ||| G4 ||| 0.49999999945
BAR E4 A4 BAR G4 ||| A4 ||| 0.49999999945
BAR E4 A4 BAR G4 ||| <UNK> ||| 4.999999994e-11
A4 F#4 G4 BAR ||| G4 ||| 0.666666666167
A4 F#4 G4 BAR ||| R ||| 0.3333333331
A4 F#4 G4 BAR ||| <UNK> ||| 3.33333333067e-11
G4 F#4 BAR D4 BAR ||| E4 ||| 0.49999999945
G4 F#4 BAR D4 BAR ||| G4 ||| 0.49999999945
G4 F#4 BAR D4 BAR ||| <UNK> ||| 4.999999994e-11
G4 G4 BAR C5 ||| <UNK> ||| 1.24999999962e-11
G4 G4 BAR C5 ||| D5 ||| 0.249999999937
G4 G4 BAR C5 ||| C5 ||| 0.624999999825
G4 G4 BAR C5 ||| C4 ||| 0.124999999975
G4 BAR F#4 G4 ||| F4 ||| 0.3333333331
G4 BAR F#4 G4 ||| F#4 ||| 0.3333333331
G4 BAR F#4 G4 ||| A4 ||| 0.3333333331
G4 BAR F#4 G4 ||| <UNK> ||| 3.33333333067e-11
BAR F4 E4 D4 ||| <UNK> ||| 6.24999999906e-12
BAR F4 E4 D4 ||| E4 ||| 0.687499999903
BAR F4 E4 D4 ||| G4 ||| 0.0624999999969
BAR F4 E4 D4 ||| END ||| 0.0624999999969
BAR F4 E4 D4 ||| C4 ||| 0.187499999978
BAR C4 D4 E4 ||| F4 ||| 0.291666666642
BAR C4 D4 E4 ||| A3 ||| 0.208333333317
BAR C4 D4 E4 ||| R ||| 0.0416666666667
BAR C4 D4 E4 ||| A4 ||| 0.0416666666667
BAR C4 D4 E4 ||| E4 ||| 0.208333333317
BAR C4 D4 E4 ||| D4 ||| 0.208333333317
BAR C4 D4 E4 ||| <UNK> ||| 4.16666666625e-12
E4 F4 E4 BAR ||| G4 ||| 0.0909090908983
E4 F4 E4 BAR ||| F4 ||| 0.0909090908983
E4 F4 E4 BAR ||| R ||| 0.0909090908983
E4 F4 E4 BAR ||| E4 ||| 0.363636363566
E4 F4 E4 BAR ||| D4 ||| 0.363636363566
E4 F4 E4 BAR ||| <UNK> ||| 9.09090908893e-12
BAR A4 G4 G4 BAR ||| B4 ||| 0.083333333325
BAR A4 G4 G4 BAR ||| G4 ||| 0.833333333175
BAR A4 G4 G4 BAR ||| C5 ||| 0.083333333325
BAR A4 G4 G4 BAR ||| <UNK> ||| 8.33333333167e-12
BAR C4 C4 BAR D4 ||| E4 ||| 0.3333333331
BAR C4 C4 BAR D4 ||| <UNK> ||| 3.33333333067e-11
BAR C4 C4 BAR D4 ||| C4 ||| 0.666666666167
BAR G4 F#4 D4 ||| E4 ||| 0.399999999914
BAR G4 F#4 D4 ||| D4 ||| 0.299999999938
BAR G4 F#4 D4 ||| G4 ||| 0.199999999962
BAR G4 F#4 D4 ||| G3 ||| 0.099999999986
BAR G4 F#4 D4 ||| <UNK> ||| 9.9999999976e-12
BAR G4 F4 G4 ||| G4 ||| 0.166666666642
BAR G4 F4 G4 ||| F4 ||| 0.166666666642
BAR G4 F4 G4 ||| A4 ||| 0.666666666542
BAR G4 F4 G4 ||| <UNK> ||| 8.33333333167e-12
E4 BAR E4 C4 ||| <UNK> ||| 4.999999994e-11
E4 BAR E4 C4 ||| G4 ||| 0.49999999945
E4 BAR E4 C4 ||| C4 ||| 0.49999999945
E4 BAR E4 F#4 ||| D4 ||| 0.249999999937
E4 BAR E4 F#4 ||| G4 ||| 0.749999999787
E4 BAR E4 F#4 ||| <UNK> ||| 1.24999999962e-11
B4 BAR G4 F4 ||| E4 ||| 0.49999999945
B4 BAR G4 F4 ||| F4 ||| 0.49999999945
B4 BAR G4 F4 ||| <UNK> ||| 4.999999994e-11
G4 F4 E4 ||| G4 ||| 0.0571428571418
G4 F4 E4 ||| F4 ||| 0.485714285684
G4 F4 E4 ||| END ||| 0.0571428571418
G4 F4 E4 ||| A4 ||| 0.0571428571418
G4 F4 E4 ||| E4 ||| 0.0857142857113
G4 F4 E4 ||| F#4 ||| 0.0571428571418
G4 F4 E4 ||| D4 ||| 0.17142857142
G4 F4 E4 ||| <UNK> ||| 2.85714285695e-12
G4 F4 E4 ||| C4 ||| 0.0285714285723
C4 D4 B3 BAR ||| <UNK> ||| 1.99999999904e-11
C4 D4 B3 BAR ||| G3 ||| 0.399999999828
C4 D4 B3 BAR ||| C4 ||| 0.599999999732
G4 A4 BAR G4 ||| G4 ||| 0.749999999858
G4 A4 BAR G4 ||| F4 ||| 0.166666666642
G4 A4 BAR G4 ||| A4 ||| 0.083333333325
G4 A4 BAR G4 ||| <UNK> ||| 8.33333333167e-12
F4 E4 G4 ||| A4 ||| 0.666666666167
F4 E4 G4 ||| C5 ||| 0.3333333331
F4 E4 G4 ||| <UNK> ||| 3.33333333067e-11
F#4 E4 D4 BAR ||| D4 ||| 0.49999999945
F#4 E4 D4 BAR ||| G4 ||| 0.49999999945
F#4 E4 D4 BAR ||| <UNK> ||| 4.999999994e-11
BAR C5 B4 C5 BAR ||| B4 ||| 0.49999999945
BAR C5 B4 C5 BAR ||| A4 ||| 0.49999999945
BAR C5 B4 C5 BAR ||| <UNK> ||| 4.999999994e-11
A4 B4 BAR B4 ||| A4 ||| 0.777777777581
A4 B4 BAR B4 ||| C5 ||| 0.222222222174
A4 B4 BAR B4 ||| <UNK> ||| 1.11111111081e-11
BAR C4 B3 ||| A3 ||| 0.49999999945
BAR C4 B3 ||| <UNK> ||| 4.999999994e-11
BAR C4 B3 ||| B3 ||| 0.49999999945
B3 C4 D4 BAR ||| E4 ||| 0.428571428527
B3 C4 D4 BAR ||| D4 ||| 0.238095238073
B3 C4 D4 BAR ||| <UNK> ||| 4.76190476136e-12
B3 C4 D4 BAR ||| C4 ||| 0.3333333333
G#4 BAR A4 F4 ||| E4 ||| 0.49999999945
G#4 BAR A4 F4 ||| G4 ||| 0.49999999945
G#4 BAR A4 F4 ||| <UNK> ||| 4.999999994e-11
C4 B3 C4 ||| G3 ||| 0.136363636353
C4 B3 C4 ||| A3 ||| 0.136363636353
C4 B3 C4 ||| B3 ||| 0.181818181803
C4 B3 C4 ||| D4 ||| 0.4545454545
C4 B3 C4 ||| C4 ||| 0.0909090909037
C4 B3 C4 ||| <UNK> ||| 4.54545454496e-12
D4 BAR E4 E4 ||| E4 ||| 0.111111111093
D4 BAR E4 E4 ||| D4 ||| 0.333333333256
D4 BAR E4 E4 ||| F4 ||| 0.222222222174
D4 BAR E4 E4 ||| A4 ||| 0.333333333256
D4 BAR E4 E4 ||| <UNK> ||| 1.11111111081e-11
E5 D5 BAR C5 ||| B4 ||| 0.3333333331
E5 D5 BAR C5 ||| G5 ||| 0.3333333331
E5 D5 BAR C5 ||| C5 ||| 0.3333333331
E5 D5 BAR C5 ||| <UNK> ||| 3.33333333067e-11
A4 B4 A4 ||| G4 ||| 0.466666666599
A4 B4 A4 ||| B4 ||| 0.333333333287
A4 B4 A4 ||| G#4 ||| 0.0666666666627
A4 B4 A4 ||| A4 ||| 0.0666666666627
A4 B4 A4 ||| C5 ||| 0.0666666666627
A4 B4 A4 ||| <UNK> ||| 6.6666666656e-12
F#4 BAR G4 A4 ||| B4 ||| 0.454545454455
F#4 BAR G4 A4 ||| G4 ||| 0.272727272677
F#4 BAR G4 A4 ||| A4 ||| 0.272727272677
F#4 BAR G4 A4 ||| <UNK> ||| 9.09090908893e-12
A4 G4 BAR E4 ||| G4 ||| 0.166666666617
A4 G4 BAR E4 ||| F#4 ||| 0.333333333217
A4 G4 BAR E4 ||| END ||| 0.166666666617
A4 G4 BAR E4 ||| E4 ||| 0.166666666617
A4 G4 BAR E4 ||| C5 ||| 0.166666666617
A4 G4 BAR E4 ||| <UNK> ||| 1.666666666e-11
F4 G4 G4 BAR ||| G4 ||| 0.666666666417
F4 G4 G4 BAR ||| A4 ||| 0.333333333217
F4 G4 G4 BAR ||| <UNK> ||| 1.666666666e-11
E4 A4 G4 ||| G4 ||| 0.49999999945
E4 A4 G4 ||| A4 ||| 0.49999999945
E4 A4 G4 ||| <UNK> ||| 4.999999994e-11
A4 G#4 A4 ||| B4 ||| 0.199999999924
A4 G#4 A4 ||| E4 ||| 0.199999999924
A4 G#4 A4 ||| G#4 ||| 0.599999999732
A4 G#4 A4 ||| <UNK> ||| 1.99999999904e-11
BAR E4 G4 A4 ||| B4 ||| 0.49999999945
BAR E4 G4 A4 ||| B-4 ||| 0.49999999945
BAR E4 G4 A4 ||| <UNK> ||| 4.999999994e-11
C4 F4 E4 ||| E4 ||| 0.49999999945
C4 F4 E4 ||| F4 ||| 0.49999999945
C4 F4 E4 ||| <UNK> ||| 4.999999994e-11
BAR D4 E4 F#4 ||| E4 ||| 0.249999999875
BAR D4 E4 F#4 ||| G4 ||| 0.749999999575
BAR D4 E4 F#4 ||| <UNK> ||| 2.4999999985e-11
BAR R C5 BAR C5 ||| E5 ||| 0.666666666167
BAR R C5 BAR C5 ||| C5 ||| 0.3333333331
BAR R C5 BAR C5 ||| <UNK> ||| 3.33333333067e-11
G4 F#4 BAR E4 ||| D4 ||| 0.666666666167
G4 F#4 BAR E4 ||| F#4 ||| 0.3333333331
G4 F#4 BAR E4 ||| <UNK> ||| 3.33333333067e-11
BAR A4 G4 F4 ||| G4 ||| 0.0555555555537
BAR A4 G4 F4 ||| F4 ||| 0.111111111102
BAR A4 G4 F4 ||| A4 ||| 0.0555555555537
BAR A4 G4 F4 ||| B-4 ||| 0.111111111102
BAR A4 G4 F4 ||| E4 ||| 0.611111111035
BAR A4 G4 F4 ||| D5 ||| 0.0555555555537
BAR A4 G4 F4 ||| <UNK> ||| 5.55555555481e-12
G4 G4 BAR F#4 ||| R ||| 0.49999999945
G4 G4 BAR F#4 ||| G4 ||| 0.49999999945
G4 G4 BAR F#4 ||| <UNK> ||| 4.999999994e-11
B4 BAR C5 BAR C5 ||| A4 ||| 0.666666666167
B4 BAR C5 BAR C5 ||| C5 ||| 0.3333333331
B4 BAR C5 BAR C5 ||| <UNK> ||| 3.33333333067e-11
BAR G4 G4 BAR A4 ||| B4 ||| 0.333333333256
BAR G4 G4 BAR A4 ||| G4 ||| 0.6666666665
BAR G4 G4 BAR A4 ||| <UNK> ||| 1.11111111081e-11
G4 BAR C5 D5 ||| E-5 ||| 0.49999999945
G4 BAR C5 D5 ||| C5 ||| 0.49999999945
G4 BAR C5 D5 ||| <UNK> ||| 4.999999994e-11
BAR A3 G3 G3 ||| A3 ||| 0.666666666167
BAR A3 G3 G3 ||| F#3 ||| 0.3333333331
BAR A3 G3 G3 ||| <UNK> ||| 3.33333333067e-11
E4 D4 C#4 ||| E4 ||| 0.3333333331
E4 D4 C#4 ||| D4 ||| 0.3333333331
E4 D4 C#4 ||| <UNK> ||| 3.33333333067e-11
E4 D4 C#4 ||| B3 ||| 0.3333333331
E4 F#4 E4 ||| D#4 ||| 0.49999999945
E4 F#4 E4 ||| G4 ||| 0.49999999945
E4 F#4 E4 ||| <UNK> ||| 4.999999994e-11
A4 BAR A4 G4 BAR ||| E4 ||| 0.249999999875
A4 BAR A4 G4 BAR ||| G4 ||| 0.749999999575
A4 BAR A4 G4 BAR ||| <UNK> ||| 2.4999999985e-11
C5 B4 B4 BAR ||| B4 ||| 0.199999999975
C5 B4 B4 BAR ||| A4 ||| 0.199999999975
C5 B4 B4 BAR ||| C5 ||| 0.599999999911
C5 B4 B4 BAR ||| <UNK> ||| 6.6666666656e-12
D#4 BAR E4 D4 ||| <UNK> ||| 3.33333333067e-11
D#4 BAR E4 D4 ||| G4 ||| 0.3333333331
D#4 BAR E4 D4 ||| C4 ||| 0.666666666167
B4 C5 C5 ||| B4 ||| 0.923076922914
B4 C5 C5 ||| B-4 ||| 0.0769230769166
B4 C5 C5 ||| <UNK> ||| 7.69230769089e-12
A3 B3 C4 ||| B-3 ||| 0.124999999975
A3 B3 C4 ||| D4 ||| 0.499999999862
A3 B3 C4 ||| <UNK> ||| 1.24999999962e-11
A3 B3 C4 ||| C4 ||| 0.3749999999
R C4 BAR C4 ||| B-3 ||| 0.199999999924
R C4 BAR C4 ||| D4 ||| 0.199999999924
R C4 BAR C4 ||| <UNK> ||| 1.99999999904e-11
R C4 BAR C4 ||| F4 ||| 0.199999999924
R C4 BAR C4 ||| B3 ||| 0.399999999828
BAR F4 B-4 A4 ||| G4 ||| 0.749999999575
BAR F4 B-4 A4 ||| A4 ||| 0.249999999875
BAR F4 B-4 A4 ||| <UNK> ||| 2.4999999985e-11
BAR B4 R B4 BAR ||| B4 ||| 0.49999999945
BAR B4 R B4 BAR ||| A4 ||| 0.49999999945
BAR B4 R B4 BAR ||| <UNK> ||| 4.999999994e-11
C#4 D4 D4 ||| C#4 ||| 0.666666666167
C#4 D4 D4 ||| <UNK> ||| 3.33333333067e-11
C#4 D4 D4 ||| C4 ||| 0.3333333331
BAR C4 C4 D4 ||| E4 ||| 0.571428571247
BAR C4 C4 D4 ||| <UNK> ||| 1.42857142808e-11
BAR C4 C4 D4 ||| C4 ||| 0.428571428439
B-4 A4 G4 BAR ||| F4 ||| 0.285714285631
B-4 A4 G4 BAR ||| G4 ||| 0.142857142822
B-4 A4 G4 BAR ||| F#4 ||| 0.142857142822
B-4 A4 G4 BAR ||| A4 ||| 0.428571428439
B-4 A4 G4 BAR ||| <UNK> ||| 1.42857142808e-11
G4 G4 F#4 ||| E4 ||| 0.416666666592
G4 G4 F#4 ||| D4 ||| 0.166666666642
G4 G4 F#4 ||| G4 ||| 0.416666666592
G4 G4 F#4 ||| <UNK> ||| 8.33333333167e-12
BAR G4 BAR G4 ||| G4 ||| 0.49999999945
BAR G4 BAR G4 ||| F#4 ||| 0.49999999945
BAR G4 BAR G4 ||| <UNK> ||| 4.999999994e-11
A3 B3 BAR A3 ||| <UNK> ||| 4.999999994e-11
A3 B3 BAR A3 ||| G3 ||| 0.49999999945
A3 B3 BAR A3 ||| C4 ||| 0.49999999945
BAR E4 BAR ||| G4 ||| 0.399999999943
BAR E4 BAR ||| A4 ||| 0.133333333319
BAR E4 BAR ||| E4 ||| 0.199999999975
BAR E4 BAR ||| D4 ||| 0.0666666666627
BAR E4 BAR ||| C4 ||| 0.199999999975
BAR E4 BAR ||| <UNK> ||| 6.6666666656e-12
B4 C5 C5 BAR ||| G4 ||| 0.0666666666627
B4 C5 C5 BAR ||| B4 ||| 0.266666666631
B4 C5 C5 BAR ||| B-4 ||| 0.0666666666627
B4 C5 C5 BAR ||| D5 ||| 0.0666666666627
B4 C5 C5 BAR ||| C5 ||| 0.533333333255
B4 C5 C5 BAR ||| <UNK> ||| 6.6666666656e-12
BAR G4 BAR ||| G4 ||| 0.249999999937
BAR G4 BAR ||| A4 ||| 0.249999999937
BAR G4 BAR ||| C5 ||| 0.499999999862
BAR G4 BAR ||| <UNK> ||| 1.24999999962e-11
A4 BAR A4 A4 BAR ||| G4 ||| 0.399999999828
A4 BAR A4 A4 BAR ||| A4 ||| 0.399999999828
A4 BAR A4 A4 BAR ||| B-4 ||| 0.199999999924
A4 BAR A4 A4 BAR ||| <UNK> ||| 1.99999999904e-11
D4 G4 BAR A4 ||| G4 ||| 0.49999999945
D4 G4 BAR A4 ||| A4 ||| 0.49999999945
D4 G4 BAR A4 ||| <UNK> ||| 4.999999994e-11
B4 C5 BAR A4 ||| <UNK> ||| 3.33333333067e-11
B4 C5 BAR A4 ||| G4 ||| 0.3333333331
B4 C5 BAR A4 ||| C5 ||| 0.3333333331
B4 C5 BAR A4 ||| D5 ||| 0.3333333331
C5 B-4 BAR B-4 ||| A4 ||| 0.49999999945
C5 B-4 BAR B-4 ||| B-4 ||| 0.49999999945
C5 B-4 BAR B-4 ||| <UNK> ||| 4.999999994e-11
E4 BAR F4 R ||| D4 ||| 0.3333333331
E4 BAR F4 R ||| G4 ||| 0.3333333331
E4 BAR F4 R ||| F4 ||| 0.3333333331
E4 BAR F4 R ||| <UNK> ||| 3.33333333067e-11
F4 BAR E4 E4 BAR ||| G4 ||| 0.49999999945
F4 BAR E4 E4 BAR ||| F4 ||| 0.49999999945
F4 BAR E4 E4 BAR ||| <UNK> ||| 4.999999994e-11
C4 D4 B-3 ||| E-4 ||| 0.49999999945
C4 D4 B-3 ||| <UNK> ||| 4.999999994e-11
C4 D4 B-3 ||| C4 ||| 0.49999999945
D4 C4 G4 BAR ||| G4 ||| 0.3333333331
D4 C4 G4 BAR ||| F4 ||| 0.666666666167
D4 C4 G4 BAR ||| <UNK> ||| 3.33333333067e-11
B4 B4 A4 ||| G4 ||| 0.666666666167
B4 B4 A4 ||| A4 ||| 0.3333333331
B4 B4 A4 ||| <UNK> ||| 3.33333333067e-11
F4 G4 F4 BAR ||| E4 ||| 0.499999999817
F4 G4 F4 BAR ||| <UNK> ||| 1.666666666e-11
F4 G4 F4 BAR ||| F4 ||| 0.166666666617
F4 G4 F4 BAR ||| E-4 ||| 0.333333333217
E4 BAR E4 A4 BAR ||| G4 ||| 0.49999999945
E4 BAR E4 A4 BAR ||| A4 ||| 0.49999999945
E4 BAR E4 A4 BAR ||| <UNK> ||| 4.999999994e-11
C5 A4 B4 BAR ||| R ||| 0.499999999725
C5 A4 B4 BAR ||| C5 ||| 0.499999999725
C5 A4 B4 BAR ||| <UNK> ||| 2.4999999985e-11
BAR C4 B3 BAR B3 ||| A3 ||| 0.49999999945
BAR C4 B3 BAR B3 ||| E3 ||| 0.49999999945
BAR C4 B3 BAR B3 ||| <UNK> ||| 4.999999994e-11
E-4 E-4 D4 BAR ||| <UNK> ||| 3.33333333067e-11
E-4 E-4 D4 BAR ||| E-4 ||| 0.3333333331
E-4 E-4 D4 BAR ||| C4 ||| 0.3333333331
E-4 E-4 D4 BAR ||| B-3 ||| 0.3333333331
C4 BAR D4 D4 ||| E4 ||| 0.3333333331
C4 BAR D4 D4 ||| D4 ||| 0.3333333331
C4 BAR D4 D4 ||| <UNK> ||| 3.33333333067e-11
C4 BAR D4 D4 ||| C4 ||| 0.3333333331
D4 BAR G4 A4 ||| B4 ||| 0.571428571247
D4 BAR G4 A4 ||| G4 ||| 0.285714285631
D4 BAR G4 A4 ||| F4 ||| 0.142857142822
D4 BAR G4 A4 ||| <UNK> ||| 1.42857142808e-11
F4 E-4 D4 ||| E-4 ||| 0.099999999986
F4 E-4 D4 ||| D4 ||| 0.299999999938
F4 E-4 D4 ||| F4 ||| 0.599999999866
F4 E-4 D4 ||| <UNK> ||| 9.9999999976e-12
BAR B4 A4 G#4 ||| G4 ||| 0.49999999945
BAR B4 A4 G#4 ||| A4 ||| 0.49999999945
BAR B4 A4 G#4 ||| <UNK> ||| 4.999999994e-11
G#4 A4 A4 ||| B4 ||| 0.666666666167
G#4 A4 A4 ||| G#4 ||| 0.3333333331
G#4 A4 A4 ||| <UNK> ||| 3.33333333067e-11
D4 E4 E4 BAR ||| E4 ||| 0.166666666617
D4 E4 E4 BAR ||| D4 ||| 0.166666666617
D4 E4 E4 BAR ||| <UNK> ||| 1.666666666e-11
D4 E4 E4 BAR ||| F4 ||| 0.499999999817
D4 E4 E4 BAR ||| C4 ||| 0.166666666617
BAR A4 G4 F4 BAR ||| B4 ||| 0.199999999924
BAR A4 G4 F4 BAR ||| E4 ||| 0.599999999732
BAR A4 G4 F4 BAR ||| F4 ||| 0.199999999924
BAR A4 G4 F4 BAR ||| <UNK> ||| 1.99999999904e-11
C4 BAR B3 BAR D4 ||| E4 ||| 0.49999999945
C4 BAR B3 BAR D4 ||| <UNK> ||| 4.999999994e-11
C4 BAR B3 BAR D4 ||| C4 ||| 0.49999999945
G4 F4 A4 ||| <UNK> ||| 4.999999994e-11
G4 F4 A4 ||| G4 ||| 0.49999999945
G4 F4 A4 ||| D5 ||| 0.49999999945
BAR D4 BAR C4 D4 ||| E4 ||| 0.49999999945
BAR D4 BAR C4 D4 ||| <UNK> ||| 4.999999994e-11
BAR D4 BAR C4 D4 ||| C4 ||| 0.49999999945
B3 C4 D4 ||| <UNK> ||| 7.69230769089e-12
B3 C4 D4 ||| E4 ||| 0.53846153837
B3 C4 D4 ||| B3 ||| 0.230769230734
B3 C4 D4 ||| E-4 ||| 0.153846153825
B3 C4 D4 ||| C4 ||| 0.0769230769166
B3 BAR C4 C4 ||| <UNK> ||| 9.09090908893e-12
B3 BAR C4 C4 ||| C4 ||| 0.272727272677
B3 BAR C4 C4 ||| B3 ||| 0.727272727123
E5 BAR D5 C5 ||| B4 ||| 0.49999999945
E5 BAR D5 C5 ||| D5 ||| 0.49999999945
E5 BAR D5 C5 ||| <UNK> ||| 4.999999994e-11
A4 BAR A4 G#4 ||| E4 ||| 0.111111111093
A4 BAR A4 G#4 ||| F#4 ||| 0.111111111093
A4 BAR A4 G#4 ||| A4 ||| 0.777777777581
A4 BAR A4 G#4 ||| <UNK> ||| 1.11111111081e-11
C4 BAR C4 F4 ||| E4 ||| 0.499999999862
C4 BAR C4 F4 ||| F4 ||| 0.499999999862
C4 BAR C4 F4 ||| <UNK> ||| 1.24999999962e-11
A4 G4 A4 ||| G4 ||| 0.257142857128
A4 G4 A4 ||| F#4 ||| 0.0571428571418
A4 G4 A4 ||| B4 ||| 0.17142857142
A4 G4 A4 ||| A4 ||| 0.0571428571418
A4 G4 A4 ||| B-4 ||| 0.199999999989
A4 G4 A4 ||| F4 ||| 0.17142857142
A4 G4 A4 ||| C5 ||| 0.0857142857113
A4 G4 A4 ||| <UNK> ||| 2.85714285695e-12
A4 G4 F#4 BAR ||| B4 ||| 0.199999999924
A4 G4 F#4 BAR ||| D4 ||| 0.199999999924
A4 G4 F#4 BAR ||| G4 ||| 0.599999999732
A4 G4 F#4 BAR ||| <UNK> ||| 1.99999999904e-11
C4 BAR D4 C4 ||| D4 ||| 0.142857142822
C4 BAR D4 C4 ||| <UNK> ||| 1.42857142808e-11
C4 BAR D4 C4 ||| B3 ||| 0.857142856863
R D4 BAR C4 ||| <UNK> ||| 4.999999994e-11
R D4 BAR C4 ||| C4 ||| 0.49999999945
R D4 BAR C4 ||| B3 ||| 0.49999999945
BAR C5 C5 ||| B4 ||| 0.666666666167
BAR C5 C5 ||| D5 ||| 0.3333333331
BAR C5 C5 ||| <UNK> ||| 3.33333333067e-11
F4 E4 BAR D4 ||| G4 ||| 0.227272727252
F4 E4 BAR D4 ||| A4 ||| 0.181818181803
F4 E4 BAR D4 ||| E4 ||| 0.0909090909037
F4 E4 BAR D4 ||| D4 ||| 0.136363636353
F4 E4 BAR D4 ||| C4 ||| 0.363636363601
F4 E4 BAR D4 ||| <UNK> ||| 4.54545454496e-12
BAR F4 F4 E4 ||| E4 ||| 0.333333333287
BAR F4 F4 E4 ||| D4 ||| 0.466666666599
BAR F4 F4 E4 ||| G4 ||| 0.133333333319
BAR F4 F4 E4 ||| F4 ||| 0.0666666666627
BAR F4 F4 E4 ||| <UNK> ||| 6.6666666656e-12
E4 F#4 BAR G4 ||| G4 ||| 0.285714285631
E4 F#4 BAR G4 ||| F4 ||| 0.285714285631
E4 F#4 BAR G4 ||| A4 ||| 0.142857142822
E4 F#4 BAR G4 ||| B-4 ||| 0.285714285631
E4 F#4 BAR G4 ||| <UNK> ||| 1.42857142808e-11
