3
R C5 BAR C5 ||| B4 ||| 0.666666666167
B4 A4 G4 ||| C5 ||| 0.388888888843
B4 A4 G4 ||| <UNK> ||| 5.55555555481e-12
BAR C5 B-4 C5 ||| E-5 ||| 0.149999999987
BAR C5 B-4 C5 ||| D5 ||| 0.849999999903
BAR C5 B-4 C5 ||| <UNK> ||| 4.9999999994e-12
BAR D5 D5 E5 ||| E5 ||| 0.14285714284
BAR D5 D5 E5 ||| D5 ||| 0.428571428505
BAR D5 D5 E5 ||| F#5 ||| 0.14285714284
BAR D5 D5 E5 ||| C5 ||| 0.285714285672
BAR D5 D5 E5 ||| <UNK> ||| 7.14285714163e-12
BAR G4 BAR ||| G4 ||| 0.285714285631
BAR G4 BAR ||| E-4 ||| 0.142857142822
BAR G4 BAR ||| A4 ||| 0.142857142822
BAR G4 BAR ||| B-4 ||| 0.142857142822
BAR G4 BAR ||| E4 ||| 0.142857142822
BAR G4 BAR ||| C5 ||| 0.142857142822
BAR G4 BAR ||| <UNK> ||| 1.42857142808e-11
BAR D5 F5 E5 BAR ||| <UNK> ||| 3.33333333067e-11
BAR D5 F5 E5 BAR ||| R ||| 0.3333333331
BAR D5 F5 E5 BAR ||| D5 ||| 0.666666666167
BAR R D4 E4 ||| F#4 ||| 0.49999999945
BAR R D4 E4 ||| F4 ||| 0.49999999945
BAR R D4 E4 ||| <UNK> ||| 4.999999994e-11
BAR F5 D5 E5 ||| D5 ||| 0.599999999732
BAR F5 D5 E5 ||| F5 ||| 0.399999999828
BAR F5 D5 E5 ||| <UNK> ||| 1.99999999904e-11
C5 BAR B4 R ||| B4 ||| 0.249999999875
C5 BAR B4 R ||| <UNK> ||| 2.4999999985e-11
C5 BAR B4 R ||| G4 ||| 0.249999999875
C5 BAR B4 R ||| D5 ||| 0.499999999725
D5 BAR E5 R ||| E5 ||| 0.499999999817
D5 BAR E5 R ||| G5 ||| 0.166666666617
D5 BAR E5 R ||| F5 ||| 0.333333333217
D5 BAR E5 R ||| <UNK> ||| 1.666666666e-11
BAR G4 G4 BAR E4 ||| G4 ||| 0.3333333331
BAR G4 G4 BAR E4 ||| F4 ||| 0.666666666167
BAR G4 G4 BAR E4 ||| <UNK> ||| 3.33333333067e-11
D5 C5 BAR E5 ||| E5 ||| 0.249999999875
D5 C5 BAR E5 ||| F5 ||| 0.749999999575
D5 C5 BAR E5 ||| <UNK> ||| 2.4999999985e-11
A4 BAR D5 C5 ||| B4 ||| 0.749999999575
A4 BAR D5 C5 ||| F5 ||| 0.249999999875
A4 BAR D5 C5 ||| <UNK> ||| 2.4999999985e-11
C5 BAR B4 BAR E4 BAR ||| R ||| 0.49999999945
C5 BAR B4 BAR E4 BAR ||| A4 ||| 0.49999999945
C5 BAR B4 BAR E4 BAR ||| <UNK> ||| 4.999999994e-11
BAR G4 BAR G4 F4 ||| E4 ||| 0.49999999945
BAR G4 BAR G4 F4 ||| G4 ||| 0.49999999945
BAR G4 BAR G4 F4 ||| <UNK> ||| 4.999999994e-11
E4 B4 BAR C5 ||| B4 ||| 0.3333333331
E4 B4 BAR C5 ||| C5 ||| 0.666666666167
E4 B4 BAR C5 ||| <UNK> ||| 3.33333333067e-11
BAR D5 C5 D5 BAR ||| D5 ||| 0.49999999945
BAR D5 C5 D5 BAR ||| C5 ||| 0.49999999945
BAR D5 C5 D5 BAR ||| <UNK> ||| 4.999999994e-11
E5 BAR D5 C5 ||| G5 ||| 0.0444444444443
E5 BAR D5 C5 ||| G4 ||| 0.0222222222233
E5 BAR D5 C5 ||| END ||| 0.222222222213
E5 BAR D5 C5 ||| B4 ||| 0.355555555539
E5 BAR D5 C5 ||| E5 ||| 0.0222222222233
E5 BAR D5 C5 ||| D5 ||| 0.222222222213
E5 BAR D5 C5 ||| C5 ||| 0.111111111107
E5 BAR D5 C5 ||| <UNK> ||| 2.2222222221e-12
BAR G4 E4 F4 ||| E4 ||| 0.199999999924
BAR G4 E4 F4 ||| G4 ||| 0.799999999636
BAR G4 E4 F4 ||| <UNK> ||| 1.99999999904e-11
A4 G4 A4 ||| B4 ||| 0.307692307643
A4 G4 A4 ||| G4 ||| 0.53846153837
A4 G4 A4 ||| A4 ||| 0.0769230769166
A4 G4 A4 ||| B-4 ||| 0.0769230769166
A4 G4 A4 ||| <UNK> ||| 7.69230769089e-12
BAR C5 C5 BAR C5 ||| B4 ||| 0.333333333275
BAR C5 C5 BAR C5 ||| G5 ||| 0.083333333325
BAR C5 C5 BAR C5 ||| D5 ||| 0.583333333225
BAR C5 C5 BAR C5 ||| <UNK> ||| 8.33333333167e-12
BAR C5 C5 ||| G5 ||| 0.399999999828
BAR C5 C5 ||| D5 ||| 0.399999999828
BAR C5 C5 ||| C5 ||| 0.199999999924
BAR C5 C5 ||| <UNK> ||| 1.99999999904e-11
F4 E4 BAR D4 ||| E4 ||| 0.249999999969
F4 E4 BAR D4 ||| D4 ||| 0.187499999978
F4 E4 BAR D4 ||| <UNK> ||| 6.24999999906e-12
F4 E4 BAR D4 ||| C4 ||| 0.562499999922
E4 F#4 BAR G4 ||| B4 ||| 0.142857142822
E4 F#4 BAR G4 ||| A4 ||| 0.857142856863
E4 F#4 BAR G4 ||| <UNK> ||| 1.42857142808e-11
R G4 BAR A4 ||| B4 ||| 0.222222222174
R G4 BAR A4 ||| G4 ||| 0.6666666665
R G4 BAR A4 ||| A4 ||| 0.111111111093
R G4 BAR A4 ||| <UNK> ||| 1.11111111081e-11
F4 BAR E4 A4 ||| G4 ||| 0.499999999725
F4 BAR E4 A4 ||| F4 ||| 0.499999999725
F4 BAR E4 A4 ||| <UNK> ||| 2.4999999985e-11
F4 E4 F4 BAR ||| D4 ||| 0.749999999575
F4 E4 F4 BAR ||| G4 ||| 0.249999999875
F4 E4 F4 BAR ||| <UNK> ||| 2.4999999985e-11
BAR F5 E5 BAR D5 ||| E5 ||| 0.454545454455
BAR F5 E5 BAR D5 ||| D5 ||| 0.0909090908983
BAR F5 E5 BAR D5 ||| C5 ||| 0.454545454455
BAR F5 E5 BAR D5 ||| <UNK> ||| 9.09090908893e-12
G4 BAR G4 G4 ||| G4 ||| 0.210526315768
G4 BAR G4 G4 ||| F4 ||| 0.157894736827
G4 BAR G4 G4 ||| A4 ||| 0.31578947365
G4 BAR G4 G4 ||| E4 ||| 0.052631578946
G4 BAR G4 G4 ||| C5 ||| 0.263157894709
G4 BAR G4 G4 ||| <UNK> ||| 5.26315789407e-12
G5 F5 BAR E5 ||| <UNK> ||| 4.16666666625e-12
G5 F5 BAR E5 ||| D5 ||| 0.791666666592
G5 F5 BAR E5 ||| F5 ||| 0.166666666654
G5 F5 BAR E5 ||| F#5 ||| 0.0416666666667
G5 E5 BAR E5 ||| E5 ||| 0.49999999945
G5 E5 BAR E5 ||| F5 ||| 0.49999999945
G5 E5 BAR E5 ||| <UNK> ||| 4.999999994e-11
D5 E5 BAR E5 ||| E5 ||| 0.333333333217
D5 E5 BAR E5 ||| D5 ||| 0.666666666417
D5 E5 BAR E5 ||| <UNK> ||| 1.666666666e-11
A4 BAR G4 A4 ||| B4 ||| 0.428571428439
A4 BAR G4 A4 ||| G4 ||| 0.142857142822
A4 BAR G4 A4 ||| A4 ||| 0.428571428439
A4 BAR G4 A4 ||| <UNK> ||| 1.42857142808e-11
D5 BAR G5 G5 ||| F5 ||| 0.249999999875
D5 BAR G5 G5 ||| C5 ||| 0.749999999575
D5 BAR G5 G5 ||| <UNK> ||| 2.4999999985e-11
D5 E5 F5 BAR ||| E5 ||| 0.527272727252
D5 E5 F5 BAR ||| G5 ||| 0.199999999993
D5 E5 F5 BAR ||| D5 ||| 0.254545454536
D5 E5 F5 BAR ||| F5 ||| 0.0181818181828
D5 E5 F5 BAR ||| <UNK> ||| 1.8181818181e-12
A4 G4 E4 BAR ||| F4 ||| 0.3333333331
A4 G4 E4 BAR ||| A4 ||| 0.666666666167
A4 G4 E4 BAR ||| <UNK> ||| 3.33333333067e-11
D5 BAR C5 R ||| E5 ||| 0.499999999725
D5 BAR C5 R ||| D5 ||| 0.249999999875
D5 BAR C5 R ||| C5 ||| 0.249999999875
D5 BAR C5 R ||| <UNK> ||| 2.4999999985e-11
E4 C5 BAR B4 ||| A4 ||| 0.499999999725
E4 C5 BAR B4 ||| C5 ||| 0.499999999725
E4 C5 BAR B4 ||| <UNK> ||| 2.4999999985e-11
G4 G4 BAR F4 ||| E4 ||| 0.666666666583
G4 G4 BAR F4 ||| <UNK> ||| 5.55555555481e-12
G4 G4 BAR F4 ||| F4 ||| 0.277777777746
G4 G4 BAR F4 ||| E-4 ||| 0.0555555555537
F4 E4 E4 ||| R ||| 0.49999999945
F4 E4 E4 ||| G4 ||| 0.49999999945
F4 E4 E4 ||| <UNK> ||| 4.999999994e-11
F5 E5 BAR D5 ||| C#5 ||| 0.020000000001
F5 E5 BAR D5 ||| R ||| 0.0799999999982
F5 E5 BAR D5 ||| E5 ||| 0.199999999992
F5 E5 BAR D5 ||| D5 ||| 0.179999999993
F5 E5 BAR D5 ||| C5 ||| 0.519999999977
F5 E5 BAR D5 ||| <UNK> ||| 1.9999999999e-12
BAR G4 A4 G4 ||| <UNK> ||| 1.24999999962e-11
BAR G4 A4 G4 ||| F4 ||| 0.124999999975
BAR G4 A4 G4 ||| G4 ||| 0.499999999862
BAR G4 A4 G4 ||| F#4 ||| 0.249999999937
BAR G4 A4 G4 ||| E4 ||| 0.124999999975
BAR E5 F5 G5 ||| G5 ||| 0.216216216205
BAR E5 F5 G5 ||| F5 ||| 0.540540540508
BAR E5 F5 G5 ||| A5 ||| 0.0540540540533
BAR E5 F5 G5 ||| E5 ||| 0.0810810810785
BAR E5 F5 G5 ||| D5 ||| 0.0810810810785
BAR E5 F5 G5 ||| C5 ||| 0.027027027028
BAR E5 F5 G5 ||| <UNK> ||| 2.70270270253e-12
D4 BAR E4 D4 BAR ||| E4 ||| 0.3333333331
D4 BAR E4 D4 BAR ||| <UNK> ||| 3.33333333067e-11
D4 BAR E4 D4 BAR ||| C4 ||| 0.666666666167
BAR G4 A4 B4 ||| B4 ||| 0.124999999975
BAR G4 A4 B4 ||| C5 ||| 0.87499999975
BAR G4 A4 B4 ||| <UNK> ||| 1.24999999962e-11
E5 F#5 BAR G5 ||| <UNK> ||| 1.666666666e-11
E5 F#5 BAR G5 ||| G5 ||| 0.333333333217
E5 F#5 BAR G5 ||| R ||| 0.166666666617
E5 F#5 BAR G5 ||| A5 ||| 0.333333333217
E5 F#5 BAR G5 ||| D5 ||| 0.166666666617
E4 D4 C4 BAR ||| E4 ||| 0.49999999945
E4 D4 C4 BAR ||| <UNK> ||| 4.999999994e-11
E4 D4 C4 BAR ||| B3 ||| 0.49999999945
BAR C5 B4 BAR A4 ||| B4 ||| 0.0714285714235
BAR C5 B4 BAR A4 ||| <UNK> ||| 7.14285714163e-12
BAR C5 B4 BAR A4 ||| G4 ||| 0.857142857003
BAR C5 B4 BAR A4 ||| D5 ||| 0.0714285714235
BAR D5 BAR C5 ||| B4 ||| 0.499999999817
BAR D5 BAR C5 ||| D5 ||| 0.499999999817
BAR D5 BAR C5 ||| <UNK> ||| 1.666666666e-11
G4 G4 BAR A4 ||| G4 ||| 0.124999999994
G4 G4 BAR A4 ||| F4 ||| 0.0312500000008
G4 G4 BAR A4 ||| B4 ||| 0.499999999966
G4 G4 BAR A4 ||| R ||| 0.0937499999961
G4 G4 BAR A4 ||| A4 ||| 0.249999999984
G4 G4 BAR A4 ||| <UNK> ||| 3.12499999977e-12
BAR G4 G4 F4 ||| <UNK> ||| 9.9999999976e-12
BAR G4 G4 F4 ||| E4 ||| 0.49999999989
BAR G4 G4 F4 ||| G4 ||| 0.299999999938
BAR G4 G4 F4 ||| F4 ||| 0.099999999986
BAR G4 G4 F4 ||| E-4 ||| 0.099999999986
BAR D5 E5 BAR D5 BAR ||| D5 ||| 0.285714285631
BAR D5 E5 BAR D5 BAR ||| C5 ||| 0.714285714055
BAR D5 E5 BAR D5 BAR ||| <UNK> ||| 1.42857142808e-11
G5 F#5 BAR G5 ||| E5 ||| 0.399999999828
G5 F#5 BAR G5 ||| G5 ||| 0.399999999828
G5 F#5 BAR G5 ||| R ||| 0.199999999924
G5 F#5 BAR G5 ||| <UNK> ||| 1.99999999904e-11
D5 BAR C5 E5 ||| E5 ||| 0.3333333331
D5 BAR C5 E5 ||| F5 ||| 0.666666666167
D5 BAR C5 E5 ||| <UNK> ||| 3.33333333067e-11
G4 BAR F4 E4 ||| B4 ||| 0.0312500000008
G4 BAR F4 E4 ||| E4 ||| 0.0937499999961
G4 BAR F4 E4 ||| D4 ||| 0.84374999994
G4 BAR F4 E4 ||| F4 ||| 0.0312500000008
G4 BAR F4 E4 ||| <UNK> ||| 3.12499999977e-12
G4 BAR F4 F4 ||| E4 ||| 0.87499999975
G4 BAR F4 F4 ||| F4 ||| 0.124999999975
G4 BAR F4 F4 ||| <UNK> ||| 1.24999999962e-11
A4 A4 BAR B4 ||| B4 ||| 0.833333333175
A4 A4 BAR B4 ||| G4 ||| 0.083333333325
A4 A4 BAR B4 ||| C5 ||| 0.083333333325
A4 A4 BAR B4 ||| <UNK> ||| 8.33333333167e-12
BAR C5 D5 C5 ||| B4 ||| 0.363636363566
BAR C5 D5 C5 ||| END ||| 0.181818181788
BAR C5 D5 C5 ||| A4 ||| 0.181818181788
BAR C5 D5 C5 ||| C5 ||| 0.272727272677
BAR C5 D5 C5 ||| <UNK> ||| 9.09090908893e-12
D5 E5 F5 ||| E5 ||| 0.133333333328
D5 E5 F5 ||| G5 ||| 0.822222222181
D5 E5 F5 ||| D5 ||| 0.0444444444443
D5 E5 F5 ||| <UNK> ||| 2.2222222221e-12
F#5 G5 E5 BAR ||| E5 ||| 0.249999999875
F#5 G5 E5 BAR ||| F5 ||| 0.749999999575
F#5 G5 E5 BAR ||| <UNK> ||| 2.4999999985e-11
D5 C5 A4 ||| B4 ||| 0.666666666167
D5 C5 A4 ||| G4 ||| 0.3333333331
D5 C5 A4 ||| <UNK> ||| 3.33333333067e-11
B4 A4 G4 BAR ||| G5 ||| 0.199999999924
B4 A4 G4 BAR ||| G4 ||| 0.599999999732
B4 A4 G4 BAR ||| F4 ||| 0.199999999924
B4 A4 G4 BAR ||| <UNK> ||| 1.99999999904e-11
BAR G4 G4 G4 ||| G4 ||| 0.399999999943
BAR G4 G4 G4 ||| END ||| 0.0666666666627
BAR G4 G4 G4 ||| A4 ||| 0.266666666631
BAR G4 G4 G4 ||| B-4 ||| 0.133333333319
BAR G4 G4 G4 ||| C5 ||| 0.133333333319
BAR G4 G4 G4 ||| <UNK> ||| 6.6666666656e-12
D5 C5 D5 ||| E5 ||| 0.571428571338
D5 C5 D5 ||| G5 ||| 0.14285714284
D5 C5 D5 ||| G4 ||| 0.14285714284
D5 C5 D5 ||| C5 ||| 0.14285714284
D5 C5 D5 ||| <UNK> ||| 7.14285714163e-12
D5 C#5 BAR D5 ||| E5 ||| 0.333333333217
D5 C#5 BAR D5 ||| C#5 ||| 0.166666666617
D5 C#5 BAR D5 ||| G4 ||| 0.499999999817
D5 C#5 BAR D5 ||| <UNK> ||| 1.666666666e-11
BAR E4 F#4 G4 ||| G4 ||| 0.285714285672
BAR E4 F#4 G4 ||| F4 ||| 0.0714285714235
BAR E4 F#4 G4 ||| A4 ||| 0.571428571338
BAR E4 F#4 G4 ||| C5 ||| 0.0714285714235
BAR E4 F#4 G4 ||| <UNK> ||| 7.14285714163e-12
BAR C5 G4 G4 BAR ||| F4 ||| 0.249999999875
BAR C5 G4 G4 BAR ||| A4 ||| 0.749999999575
BAR C5 G4 G4 BAR ||| <UNK> ||| 2.4999999985e-11
G4 A4 A4 BAR ||| B4 ||| 0.87499999975
G4 A4 A4 BAR ||| G4 ||| 0.124999999975
G4 A4 A4 BAR ||| <UNK> ||| 1.24999999962e-11
C5 BAR C5 D5 ||| E5 ||| 0.818181818097
C5 BAR C5 D5 ||| D5 ||| 0.0454545454541
C5 BAR C5 D5 ||| C5 ||| 0.136363636353
C5 BAR C5 D5 ||| <UNK> ||| 4.54545454496e-12
BAR C5 C5 C5 ||| <UNK> ||| 6.6666666656e-12
BAR C5 C5 C5 ||| G4 ||| 0.133333333319
BAR C5 C5 C5 ||| C5 ||| 0.266666666631
BAR C5 C5 C5 ||| D5 ||| 0.599999999911
B4 C5 B4 ||| A4 ||| 0.857142856863
B4 C5 B4 ||| C5 ||| 0.142857142822
B4 C5 B4 ||| <UNK> ||| 1.42857142808e-11
BAR C5 D5 B4 ||| E5 ||| 0.249999999875
BAR C5 D5 B4 ||| G4 ||| 0.749999999575
BAR C5 D5 B4 ||| <UNK> ||| 2.4999999985e-11
BAR C4 D4 BAR E4 BAR ||| A3 ||| 0.49999999945
BAR C4 D4 BAR E4 BAR ||| G4 ||| 0.49999999945
BAR C4 D4 BAR E4 BAR ||| <UNK> ||| 4.999999994e-11
F4 E4 E4 BAR ||| D4 ||| 0.571428571247
F4 E4 E4 BAR ||| G4 ||| 0.285714285631
F4 E4 E4 BAR ||| A4 ||| 0.142857142822
F4 E4 E4 BAR ||| <UNK> ||| 1.42857142808e-11
G4 F4 BAR G4 ||| F4 ||| 0.666666666167
G4 F4 BAR G4 ||| A4 ||| 0.3333333331
G4 F4 BAR G4 ||| <UNK> ||| 3.33333333067e-11
G5 BAR F5 F5 ||| E-5 ||| 0.3333333331
G5 BAR F5 F5 ||| E5 ||| 0.666666666167
G5 BAR F5 F5 ||| <UNK> ||| 3.33333333067e-11
E5 BAR D5 D5 BAR ||| E5 ||| 0.666666666417
E5 BAR D5 D5 BAR ||| D5 ||| 0.166666666617
E5 BAR D5 D5 BAR ||| C5 ||| 0.166666666617
E5 BAR D5 D5 BAR ||| <UNK> ||| 1.666666666e-11
A4 G4 A4 BAR ||| B4 ||| 0.142857142822
A4 G4 A4 BAR ||| G4 ||| 0.285714285631
A4 G4 A4 BAR ||| F4 ||| 0.142857142822
A4 G4 A4 BAR ||| A4 ||| 0.428571428439
A4 G4 A4 BAR ||| <UNK> ||| 1.42857142808e-11
E5 F5 BAR E5 ||| D5 ||| 0.933333333262
E5 F5 BAR E5 ||| F5 ||| 0.0666666666647
E5 F5 BAR E5 ||| <UNK> ||| 3.33333333307e-12
F5 E5 F5 ||| E5 ||| 0.0714285714235
F5 E5 F5 ||| G5 ||| 0.928571428419
F5 E5 F5 ||| <UNK> ||| 7.14285714163e-12
A4 BAR B-4 B-4 BAR ||| G4 ||| 0.49999999945
A4 BAR B-4 B-4 BAR ||| B-4 ||| 0.49999999945
A4 BAR B-4 B-4 BAR ||| <UNK> ||| 4.999999994e-11
D5 E5 BAR F5 ||| E5 ||| 0.906249999935
D5 E5 BAR F5 ||| G5 ||| 0.0312500000008
D5 E5 BAR F5 ||| D5 ||| 0.0312500000008
D5 E5 BAR F5 ||| F5 ||| 0.0312500000008
D5 E5 BAR F5 ||| <UNK> ||| 3.12499999977e-12
A4 B4 BAR C5 ||| G4 ||| 0.10714285714
A4 B4 BAR C5 ||| B4 ||| 0.321428571417
A4 B4 BAR C5 ||| R ||| 0.0535714285709
A4 B4 BAR C5 ||| E5 ||| 0.0714285714273
A4 B4 BAR C5 ||| D5 ||| 0.214285714278
A4 B4 BAR C5 ||| C5 ||| 0.232142857135
A4 B4 BAR C5 ||| <UNK> ||| 1.78571428564e-12
BAR F4 F4 F4 ||| B-3 ||| 0.199999999924
BAR F4 F4 F4 ||| <UNK> ||| 1.99999999904e-11
BAR F4 F4 F4 ||| F4 ||| 0.599999999732
BAR F4 F4 F4 ||| E4 ||| 0.199999999924
C5 D5 BAR C5 ||| END ||| 0.117647058813
C5 D5 BAR C5 ||| B4 ||| 0.176470588216
C5 D5 BAR C5 ||| B-4 ||| 0.117647058813
C5 D5 BAR C5 ||| E5 ||| 0.294117647023
C5 D5 BAR C5 ||| D5 ||| 0.0588235294093
C5 D5 BAR C5 ||| C5 ||| 0.23529411762
C5 D5 BAR C5 ||| <UNK> ||| 5.88235294035e-12
F5 D5 C5 BAR ||| E5 ||| 0.3333333331
F5 D5 C5 BAR ||| C5 ||| 0.666666666167
F5 D5 C5 BAR ||| <UNK> ||| 3.33333333067e-11
BAR F4 R F4 BAR ||| G4 ||| 0.49999999945
BAR F4 R F4 BAR ||| F4 ||| 0.49999999945
BAR F4 R F4 BAR ||| <UNK> ||| 4.999999994e-11
F4 BAR G4 F4 ||| <UNK> ||| 9.09090908893e-12
F4 BAR G4 F4 ||| E4 ||| 0.727272727123
F4 BAR G4 F4 ||| G4 ||| 0.0909090908983
F4 BAR G4 F4 ||| F4 ||| 0.0909090908983
F4 BAR G4 F4 ||| E-4 ||| 0.0909090908983
BAR E5 D5 E5 ||| E5 ||| 0.307692307643
BAR E5 D5 E5 ||| D5 ||| 0.230769230734
BAR E5 D5 E5 ||| F5 ||| 0.307692307643
BAR E5 D5 E5 ||| C5 ||| 0.153846153825
BAR E5 D5 E5 ||| <UNK> ||| 7.69230769089e-12
E5 F5 BAR D5 ||| R ||| 0.0588235294093
E5 F5 BAR D5 ||| C5 ||| 0.941176470461
E5 F5 BAR D5 ||| <UNK> ||| 5.88235294035e-12
E5 BAR C5 B4 ||| G4 ||| 0.846153846005
E5 BAR C5 B4 ||| A4 ||| 0.153846153825
E5 BAR C5 B4 ||| <UNK> ||| 7.69230769089e-12
BAR R BAR R BAR A4 ||| B4 ||| 0.3333333331
BAR R BAR R BAR A4 ||| F4 ||| 0.666666666167
BAR R BAR R BAR A4 ||| <UNK> ||| 3.33333333067e-11
BAR G4 ||| G4 ||| 0.499999999931
BAR G4 ||| F4 ||| 0.0624999999969
BAR G4 ||| G#4 ||| 0.0624999999969
BAR G4 ||| B-4 ||| 0.0624999999969
BAR G4 ||| E4 ||| 0.187499999978
BAR G4 ||| <UNK> ||| 6.24999999906e-12
BAR G4 ||| C5 ||| 0.0624999999969
BAR G4 ||| A4 ||| 0.0624999999969
B4 A4 BAR B4 ||| G4 ||| 0.111111111093
B4 A4 BAR B4 ||| A4 ||| 0.6666666665
B4 A4 BAR B4 ||| C5 ||| 0.222222222174
B4 A4 BAR B4 ||| <UNK> ||| 1.11111111081e-11
F4 BAR E4 G4 ||| E4 ||| 0.249999999937
F4 BAR E4 G4 ||| G4 ||| 0.624999999825
F4 BAR E4 G4 ||| F4 ||| 0.124999999975
F4 BAR E4 G4 ||| <UNK> ||| 1.24999999962e-11
G5 F5 E5 BAR ||| D5 ||| 0.789473684116
G5 F5 E5 BAR ||| F5 ||| 0.157894736827
G5 F5 E5 BAR ||| C5 ||| 0.052631578946
G5 F5 E5 BAR ||| <UNK> ||| 5.26315789407e-12
E5 D5 BAR D5 ||| E5 ||| 0.3749999999
E5 D5 BAR D5 ||| C5 ||| 0.624999999825
E5 D5 BAR D5 ||| <UNK> ||| 1.24999999962e-11
BAR E5 F#5 G5 ||| E5 ||| 0.111111111093
BAR E5 F#5 G5 ||| G5 ||| 0.6666666665
BAR E5 F#5 G5 ||| A5 ||| 0.222222222174
BAR E5 F#5 G5 ||| <UNK> ||| 1.11111111081e-11
BAR F5 E5 E5 BAR ||| G5 ||| 0.166666666642
BAR F5 E5 E5 BAR ||| D5 ||| 0.083333333325
BAR F5 E5 E5 BAR ||| F5 ||| 0.749999999858
BAR F5 E5 E5 BAR ||| <UNK> ||| 8.33333333167e-12
B-4 C5 D5 BAR ||| E-5 ||| 0.833333333175
B-4 C5 D5 BAR ||| C5 ||| 0.166666666642
B-4 C5 D5 BAR ||| <UNK> ||| 8.33333333167e-12
BAR G5 G5 F5 ||| E5 ||| 0.499999999725
BAR G5 G5 F5 ||| F5 ||| 0.499999999725
BAR G5 G5 F5 ||| <UNK> ||| 2.4999999985e-11
BAR G4 R G4 BAR ||| G4 ||| 0.499999999725
BAR G4 R G4 BAR ||| A4 ||| 0.499999999725
BAR G4 R G4 BAR ||| <UNK> ||| 2.4999999985e-11
D5 BAR E5 D5 ||| E5 ||| 0.095238095232
D5 BAR E5 D5 ||| F5 ||| 0.095238095232
D5 BAR E5 D5 ||| C5 ||| 0.809523809436
D5 BAR E5 D5 ||| <UNK> ||| 4.76190476136e-12
G4 G4 BAR G4 ||| G4 ||| 0.615384615279
G4 G4 BAR G4 ||| END ||| 0.0769230769166
G4 G4 BAR G4 ||| A4 ||| 0.0769230769166
G4 G4 BAR G4 ||| E4 ||| 0.0769230769166
G4 G4 BAR G4 ||| C5 ||| 0.153846153825
G4 G4 BAR G4 ||| <UNK> ||| 7.69230769089e-12
A4 BAR B4 C5 ||| D5 ||| 0.749999999575
A4 BAR B4 C5 ||| A4 ||| 0.249999999875
A4 BAR B4 C5 ||| <UNK> ||| 2.4999999985e-11
A4 D5 BAR D5 ||| C#5 ||| 0.49999999945
A4 D5 BAR D5 ||| C5 ||| 0.49999999945
A4 D5 BAR D5 ||| <UNK> ||| 4.999999994e-11
A4 BAR G4 G4 ||| END ||| 0.083333333325
A4 BAR G4 G4 ||| G4 ||| 0.499999999908
A4 BAR G4 G4 ||| F4 ||| 0.249999999958
A4 BAR G4 G4 ||| A4 ||| 0.166666666642
A4 BAR G4 G4 ||| <UNK> ||| 8.33333333167e-12
BAR E5 C5 D5 ||| E5 ||| 0.923076922914
BAR E5 C5 D5 ||| D5 ||| 0.0769230769166
BAR E5 C5 D5 ||| <UNK> ||| 7.69230769089e-12
E4 F4 G4 BAR ||| F4 ||| 0.666666666167
E4 F4 G4 BAR ||| A4 ||| 0.3333333331
E4 F4 G4 BAR ||| <UNK> ||| 3.33333333067e-11
B4 A4 BAR G4 ||| G4 ||| 0.285714285672
B4 A4 BAR G4 ||| F#4 ||| 0.0714285714235
B4 A4 BAR G4 ||| B4 ||| 0.14285714284
B4 A4 BAR G4 ||| A4 ||| 0.428571428505
B4 A4 BAR G4 ||| C5 ||| 0.0714285714235
B4 A4 BAR G4 ||| <UNK> ||| 7.14285714163e-12
E-5 D5 C5 BAR ||| E-5 ||| 0.099999999986
E-5 D5 C5 BAR ||| D5 ||| 0.899999999794
E-5 D5 C5 BAR ||| <UNK> ||| 9.9999999976e-12
BAR E5 R BAR R ||| E5 ||| 0.49999999945
BAR E5 R BAR R ||| R ||| 0.49999999945
BAR E5 R BAR R ||| <UNK> ||| 4.999999994e-11
E5 G5 BAR F5 ||| E5 ||| 0.399999999828
E5 G5 BAR F5 ||| D5 ||| 0.199999999924
E5 G5 BAR F5 ||| F5 ||| 0.399999999828
E5 G5 BAR F5 ||| <UNK> ||| 1.99999999904e-11
F#4 G4 G4 BAR ||| E4 ||| 0.399999999828
F#4 G4 G4 BAR ||| F4 ||| 0.399999999828
F#4 G4 G4 BAR ||| A4 ||| 0.199999999924
F#4 G4 G4 BAR ||| <UNK> ||| 1.99999999904e-11
G4 BAR G4 E4 ||| F4 ||| 0.49999999945
G4 BAR G4 E4 ||| A4 ||| 0.49999999945
G4 BAR G4 E4 ||| <UNK> ||| 4.999999994e-11
F4 BAR E4 D4 BAR ||| E4 ||| 0.599999999732
F4 BAR E4 D4 BAR ||| <UNK> ||| 1.99999999904e-11
F4 BAR E4 D4 BAR ||| C4 ||| 0.399999999828
BAR B-4 BAR ||| B4 ||| 0.142857142822
BAR B-4 BAR ||| C5 ||| 0.857142856863
BAR B-4 BAR ||| <UNK> ||| 1.42857142808e-11
E5 BAR E5 E5 ||| D5 ||| 0.571428571247
E5 BAR E5 E5 ||| A5 ||| 0.142857142822
E5 BAR E5 E5 ||| F5 ||| 0.285714285631
E5 BAR E5 E5 ||| <UNK> ||| 1.42857142808e-11
BAR D5 BAR ||| G5 ||| 0.153846153825
BAR D5 BAR ||| B4 ||| 0.0769230769166
BAR D5 BAR ||| A5 ||| 0.230769230734
BAR D5 BAR ||| E5 ||| 0.0769230769166
BAR D5 BAR ||| C5 ||| 0.461538461461
