3
F2 BAR E2 F2 ||| C2 ||| 0.333283341332
BAR C3 B2 A2 ||| E3 ||| 0.0909075620168
BAR C3 B2 A2 ||| <UNK> ||| 4.54535537406e-07
BAR G3 G2 C3 ||| C3 ||| 0.166655000933
BAR G3 G2 C3 ||| <UNK> ||| 1.666533344e-06
BAR G3 G2 C3 ||| END ||| 0.499961669733
BAR G3 G2 C3 ||| D3 ||| 0.166655000933
BAR G3 G2 C3 ||| C4 ||| 0.166655000933
E3 D3 BAR C3 ||| R ||| 0.0606054821021
E3 D3 BAR C3 ||| B2 ||| 0.272723608869
E3 D3 BAR C3 ||| C3 ||| 0.0606054821021
E3 D3 BAR C3 ||| <UNK> ||| 3.03025895381e-07
E3 D3 BAR C3 ||| D3 ||| 0.484841735635
E3 D3 BAR C3 ||| E3 ||| 0.030302892564
E3 D3 BAR C3 ||| A2 ||| 0.0909080716402
G3 C3 E3 BAR ||| A3 ||| 0.499942506899
G3 C3 E3 BAR ||| F3 ||| 0.2499725033
G3 C3 E3 BAR ||| D3 ||| 0.2499725033
G3 C3 E3 BAR ||| <UNK> ||| 2.499700036e-06
A3 B3 C4 ||| F3 ||| 0.222216851995
A3 B3 C4 ||| A3 ||| 0.166662777881
A3 B3 C4 ||| B3 ||| 0.111108703768
A3 B3 C4 ||| C3 ||| 0.0555546296543
A3 B3 C4 ||| D4 ||| 0.388879074336
A3 B3 C4 ||| E3 ||| 0.0555546296543
A3 B3 C4 ||| <UNK> ||| 5.55540741136e-07
B2 A2 G2 ||| F2 ||| 0.399981800874
B2 A2 G2 ||| F#2 ||| 0.0999962001824
B2 A2 G2 ||| A2 ||| 0.199991400413
B2 A2 G2 ||| C3 ||| 0.0999962001824
B2 A2 G2 ||| D3 ||| 0.199991400413
B2 A2 G2 ||| <UNK> ||| 9.99952002304e-07
BAR C3 BAR G3 ||| A3 ||| 0.333308335333
BAR C3 BAR G3 ||| G3 ||| 0.333308335333
BAR C3 BAR G3 ||| D3 ||| 0.333308335333
BAR C3 BAR G3 ||| <UNK> ||| 1.666533344e-06
A3 G3 BAR C4 ||| C3 ||| 0.0833308334333
A3 G3 BAR C4 ||| <UNK> ||| 8.33300001333e-07
A3 G3 BAR C4 ||| D4 ||| 0.416650833967
A3 G3 BAR C4 ||| R ||| 0.166660833567
A3 G3 BAR C4 ||| B3 ||| 0.333320833833
B2 E3 BAR A2 ||| C3 ||| 0.2499725033
B2 E3 BAR A2 ||| R ||| 0.499942506899
B2 E3 BAR A2 ||| G3 ||| 0.2499725033
B2 E3 BAR A2 ||| <UNK> ||| 2.499700036e-06
A2 B2 C3 ||| F2 ||| 0.0512816765332
A2 B2 C3 ||| G2 ||| 0.0256409664702
A2 B2 C3 ||| C#3 ||| 0.0256409664702
A2 B2 C3 ||| A2 ||| 0.128203806722
A2 B2 C3 ||| B2 ||| 0.230766646975
A2 B2 C3 ||| C3 ||| 0.0256409664702
A2 B2 C3 ||| <UNK> ||| 2.56407100631e-07
A2 B2 C3 ||| D3 ||| 0.435892327479
A2 B2 C3 ||| E3 ||| 0.0512816765332
A2 B2 C3 ||| E2 ||| 0.0256409664702
G2 F2 G2 BAR ||| C3 ||| 0.124993750375
G2 F2 G2 BAR ||| C2 ||| 0.624963752175
G2 F2 G2 BAR ||| A2 ||| 0.249986250825
G2 F2 G2 BAR ||| <UNK> ||| 1.2499250045e-06
B2 A2 BAR G2 ||| G3 ||| 0.199991400413
B2 A2 BAR G2 ||| R ||| 0.299986600643
B2 A2 BAR G2 ||| B2 ||| 0.0999962001824
B2 A2 BAR G2 ||| C3 ||| 0.0999962001824
B2 A2 BAR G2 ||| D2 ||| 0.199991400413
B2 A2 BAR G2 ||| A2 ||| 0.0999962001824
B2 A2 BAR G2 ||| <UNK> ||| 9.99952002304e-07
B-2 A2 G2 ||| <UNK> ||| 1.4284734761e-06
B-2 A2 G2 ||| F2 ||| 0.714238166526
B-2 A2 G2 ||| A2 ||| 0.142848776084
B-2 A2 G2 ||| E-2 ||| 0.142848776084
D3 BAR C3 C3 ||| <UNK> ||| 3.33280008532e-06
D3 BAR C3 C3 ||| D3 ||| 0.333283341332
D3 BAR C3 C3 ||| B2 ||| 0.333283341332
D3 BAR C3 C3 ||| C4 ||| 0.333283341332
C3 F3 BAR E3 ||| A3 ||| 0.399963603494
C3 F3 BAR E3 ||| D3 ||| 0.199982801651
C3 F3 BAR E3 ||| E3 ||| 0.399963603494
C3 F3 BAR E3 ||| <UNK> ||| 1.99980801843e-06
G3 BAR C3 C3 BAR ||| C3 ||| 0.0909060331913
G3 BAR C3 C3 BAR ||| <UNK> ||| 9.090512414e-07
G3 BAR C3 C3 BAR ||| F3 ||| 0.181811157331
G3 BAR C3 C3 BAR ||| G3 ||| 0.272716281471
G3 BAR C3 C3 BAR ||| C4 ||| 0.454526529751
B3 C4 D4 ||| E4 ||| 0.374989375319
B3 C4 D4 ||| <UNK> ||| 6.24981250562e-07
B3 C4 D4 ||| G3 ||| 0.249993125206
B3 C4 D4 ||| D3 ||| 0.312491250262
B3 C4 D4 ||| C4 ||| 0.0624987500375
B2 C3 BAR D3 ||| G2 ||| 0.21427908186
B2 C3 BAR D3 ||| B2 ||| 0.0714268367942
B2 C3 BAR D3 ||| C3 ||| 0.142852959327
B2 C3 BAR D3 ||| D2 ||| 0.21427908186
B2 C3 BAR D3 ||| D#3 ||| 0.0714268367942
B2 C3 BAR D3 ||| E3 ||| 0.285705204393
B2 C3 BAR D3 ||| <UNK> ||| 7.14261225329e-07
G2 C3 C3 BAR ||| C3 ||| 0.2499725033
G2 C3 C3 BAR ||| F3 ||| 0.499942506899
G2 C3 C3 BAR ||| G2 ||| 0.2499725033
G2 C3 C3 BAR ||| <UNK> ||| 2.499700036e-06
BAR D3 C3 B2 ||| C3 ||| 0.21427908186
BAR D3 C3 B2 ||| B-2 ||| 0.0714268367942
BAR D3 C3 B2 ||| A2 ||| 0.357131326926
BAR D3 C3 B2 ||| G2 ||| 0.357131326926
BAR D3 C3 B2 ||| <UNK> ||| 7.14261225329e-07
A2 B2 C3 BAR ||| F2 ||| 0.124997916708
A2 B2 C3 BAR ||| G2 ||| 0.249995416758
A2 B2 C3 BAR ||| F#2 ||| 0.0416662500083
A2 B2 C3 BAR ||| C#3 ||| 0.0416662500083
A2 B2 C3 BAR ||| R ||| 0.0416662500083
A2 B2 C3 BAR ||| B2 ||| 0.0416662500083
A2 B2 C3 BAR ||| <UNK> ||| 4.166583335e-07
A2 B2 C3 BAR ||| D3 ||| 0.416658750158
A2 B2 C3 BAR ||| E2 ||| 0.0416662500083
A3 BAR G3 F3 ||| <UNK> ||| 8.33300001333e-07
A3 BAR G3 F3 ||| G3 ||| 0.666640834367
A3 BAR G3 F3 ||| E3 ||| 0.2499908337
A3 BAR G3 F3 ||| C4 ||| 0.0833308334333
BAR A3 B3 C4 BAR ||| <UNK> ||| 1.99980801843e-06
BAR A3 B3 C4 BAR ||| F3 ||| 0.399963603494
BAR A3 B3 C4 BAR ||| G3 ||| 0.199982801651
BAR A3 B3 C4 BAR ||| F#3 ||| 0.199982801651
BAR A3 B3 C4 BAR ||| C4 ||| 0.199982801651
E3 F3 C3 ||| C3 ||| 0.124993750375
E3 F3 C3 ||| <UNK> ||| 1.2499250045e-06
E3 F3 C3 ||| D3 ||| 0.749956252625
E3 F3 C3 ||| C4 ||| 0.124993750375
G3 C3 C3 BAR ||| <UNK> ||| 1.4284734761e-06
G3 C3 C3 BAR ||| F3 ||| 0.285696123694
G3 C3 C3 BAR ||| D3 ||| 0.142848776084
G3 C3 C3 BAR ||| C4 ||| 0.571390818915
E3 BAR E3 D3 ||| C3 ||| 0.333283341332
E3 BAR E3 D3 ||| C#3 ||| 0.333283341332
E3 BAR E3 D3 ||| E3 ||| 0.333283341332
E3 BAR E3 D3 ||| <UNK> ||| 3.33280008532e-06
BAR G3 C4 BAR F3 ||| C3 ||| 0.399963603494
BAR G3 C4 BAR F3 ||| <UNK> ||| 1.99980801843e-06
BAR G3 C4 BAR F3 ||| E3 ||| 0.399963603494
BAR G3 C4 BAR F3 ||| C4 ||| 0.199982801651
G3 BAR C3 C3 ||| C3 ||| 0.399963603494
G3 BAR C3 C3 ||| G2 ||| 0.399963603494
G3 BAR C3 C3 ||| B2 ||| 0.199982801651
G3 BAR C3 C3 ||| <UNK> ||| 1.99980801843e-06
E3 F#3 BAR G3 ||| F3 ||| 0.111106296553
E3 F#3 BAR G3 ||| C#3 ||| 0.111106296553
E3 F#3 BAR G3 ||| F#3 ||| 0.111106296553
E3 F#3 BAR G3 ||| B3 ||| 0.111106296553
E3 F#3 BAR G3 ||| D3 ||| 0.555527038558
E3 F#3 BAR G3 ||| <UNK> ||| 1.11105185501e-06
BAR C4 C4 B3 ||| E4 ||| 0.2499725033
BAR C4 C4 B3 ||| A3 ||| 0.499942506899
BAR C4 C4 B3 ||| <UNK> ||| 2.499700036e-06
BAR C4 C4 B3 ||| C4 ||| 0.2499725033
G3 E3 BAR A3 ||| A3 ||| 0.173909848838
G3 E3 BAR A3 ||| <UNK> ||| 4.34773535161e-07
G3 E3 BAR A3 ||| G3 ||| 0.391296616418
G3 E3 BAR A3 ||| D3 ||| 0.0434777882896
G3 E3 BAR A3 ||| B3 ||| 0.391296616418
E3 BAR D3 C3 ||| F3 ||| 0.166662777881
E3 BAR D3 C3 ||| G3 ||| 0.166662777881
E3 BAR D3 C3 ||| B2 ||| 0.388879074336
E3 BAR D3 C3 ||| D3 ||| 0.166662777881
E3 BAR D3 C3 ||| E3 ||| 0.111108703768
E3 BAR D3 C3 ||| <UNK> ||| 5.55540741136e-07
F3 E3 BAR F3 ||| F2 ||| 0.0555546296543
F3 E3 BAR F3 ||| G3 ||| 0.277770926109
F3 E3 BAR F3 ||| C3 ||| 0.111108703768
F3 E3 BAR F3 ||| D3 ||| 0.444433148449
F3 E3 BAR F3 ||| E3 ||| 0.111108703768
F3 E3 BAR F3 ||| <UNK> ||| 5.55540741136e-07
A-2 B-2 C3 ||| <UNK> ||| 1.2499250045e-06
A-2 B-2 C3 ||| D-3 ||| 0.124993750375
A-2 B-2 C3 ||| D3 ||| 0.749956252625
A-2 B-2 C3 ||| E-2 ||| 0.124993750375
BAR C#3 D3 A2 ||| A3 ||| 0.142848776084
BAR C#3 D3 A2 ||| A2 ||| 0.285696123694
BAR C#3 D3 A2 ||| B2 ||| 0.285696123694
BAR C#3 D3 A2 ||| C3 ||| 0.142848776084
BAR C#3 D3 A2 ||| E2 ||| 0.142848776084
BAR C#3 D3 A2 ||| <UNK> ||| 1.4284734761e-06
B2 A2 B2 ||| C3 ||| 0.642835817058
B2 A2 B2 ||| A2 ||| 0.0714268367942
B2 A2 B2 ||| G2 ||| 0.285705204393
B2 A2 B2 ||| <UNK> ||| 7.14261225329e-07
E3 A3 BAR D3 ||| C3 ||| 0.222211482054
E3 A3 BAR D3 ||| D3 ||| 0.111106296553
E3 A3 BAR D3 ||| E3 ||| 0.666632224059
E3 A3 BAR D3 ||| <UNK> ||| 1.11105185501e-06
C3 D3 E3 ||| F3 ||| 0.431813698396
C3 D3 E3 ||| END ||| 0.0227272520663
C3 D3 E3 ||| C#3 ||| 0.0454542768624
C3 D3 E3 ||| F#3 ||| 0.0909083264546
C3 D3 E3 ||| C3 ||| 0.204543450435
C3 D3 E3 ||| <UNK> ||| 2.27270247961e-07
C3 D3 E3 ||| D3 ||| 0.159089400843
C3 D3 E3 ||| E3 ||| 0.0227272520663
C3 D3 E3 ||| A2 ||| 0.0227272520663
G#3 BAR A3 E3 ||| <UNK> ||| 2.499700036e-06
G#3 BAR A3 E3 ||| A3 ||| 0.2499725033
G#3 BAR A3 E3 ||| F3 ||| 0.2499725033
G#3 BAR A3 E3 ||| D3 ||| 0.2499725033
G#3 BAR A3 E3 ||| A2 ||| 0.2499725033
D3 C3 B2 BAR ||| C3 ||| 0.592582428164
D3 C3 B2 BAR ||| A2 ||| 0.370364156489
D3 C3 B2 BAR ||| C#3 ||| 0.0370367489763
D3 C3 B2 BAR ||| <UNK> ||| 3.70363786125e-07
C4 BAR B3 A3 ||| G#3 ||| 0.181811157331
C4 BAR B3 A3 ||| <UNK> ||| 9.090512414e-07
C4 BAR B3 A3 ||| G3 ||| 0.727241902172
C4 BAR B3 A3 ||| B3 ||| 0.0909060331913
E3 BAR F3 E3 ||| F3 ||| 0.124996875094
E3 BAR F3 E3 ||| G3 ||| 0.124996875094
E3 BAR F3 E3 ||| D3 ||| 0.749978125656
E3 BAR F3 E3 ||| <UNK> ||| 6.24981250562e-07
E2 F2 BAR G2 ||| G2 ||| 0.249986250825
E2 F2 BAR G2 ||| R ||| 0.124993750375
E2 F2 BAR G2 ||| C3 ||| 0.124993750375
E2 F2 BAR G2 ||| C2 ||| 0.249986250825
E2 F2 BAR G2 ||| A2 ||| 0.249986250825
E2 F2 BAR G2 ||| <UNK> ||| 1.2499250045e-06
G3 C3 D3 BAR ||| G3 ||| 0.142848776084
G3 C3 D3 BAR ||| G2 ||| 0.285696123694
G3 C3 D3 BAR ||| E3 ||| 0.571390818915
G3 C3 D3 BAR ||| <UNK> ||| 1.4284734761e-06
D4 D3 BAR G3 ||| G4 ||| 0.111106296553
D4 D3 BAR G3 ||| G3 ||| 0.111106296553
D4 D3 BAR G3 ||| R ||| 0.111106296553
D4 D3 BAR G3 ||| C4 ||| 0.444421853057
D4 D3 BAR G3 ||| E3 ||| 0.222211482054
D4 D3 BAR G3 ||| <UNK> ||| 1.11105185501e-06
BAR E3 B2 C3 ||| F2 ||| 0.166655000933
BAR E3 B2 C3 ||| F3 ||| 0.333308335333
BAR E3 B2 C3 ||| G3 ||| 0.166655000933
BAR E3 B2 C3 ||| D3 ||| 0.333308335333
BAR E3 B2 C3 ||| <UNK> ||| 1.666533344e-06
A3 E3 BAR F3 ||| C3 ||| 0.222211482054
A3 E3 BAR F3 ||| F#3 ||| 0.111106296553
A3 E3 BAR F3 ||| G3 ||| 0.666632224059
A3 E3 BAR F3 ||| <UNK> ||| 1.11105185501e-06
E3 F#3 G3 ||| F#3 ||| 0.222211482054
E3 F#3 G3 ||| A3 ||| 0.222211482054
E3 F#3 G3 ||| B2 ||| 0.111106296553
E3 F#3 G3 ||| C3 ||| 0.111106296553
E3 F#3 G3 ||| D3 ||| 0.111106296553
E3 F#3 G3 ||| E3 ||| 0.222211482054
E3 F#3 G3 ||| <UNK> ||| 1.11105185501e-06
C3 C3 BAR G2 BAR ||| C3 ||| 0.2499725033
C3 C3 BAR G2 BAR ||| R ||| 0.499942506899
C3 C3 BAR G2 BAR ||| G2 ||| 0.2499725033
C3 C3 BAR G2 BAR ||| <UNK> ||| 2.499700036e-06
B2 C3 D3 ||| G3 ||| 0.0624993750094
B2 C3 D3 ||| G2 ||| 0.0624993750094
B2 C3 D3 ||| A2 ||| 0.0312498437523
B2 C3 D3 ||| C3 ||| 0.124998437523
B2 C3 D3 ||| <UNK> ||| 3.1249531257e-07
B2 C3 D3 ||| D#3 ||| 0.0312498437523
B2 C3 D3 ||| E3 ||| 0.656240468893
B2 C3 D3 ||| E2 ||| 0.0312498437523
B3 A3 B3 ||| A3 ||| 0.0666652000469
B3 A3 B3 ||| <UNK> ||| 6.66645334016e-07
B3 A3 B3 ||| G3 ||| 0.19999426685
B3 A3 B3 ||| C4 ||| 0.733310534063
BAR D3 C3 D3 ||| <UNK> ||| 1.2499250045e-06
BAR D3 C3 D3 ||| G2 ||| 0.624963752175
BAR D3 C3 D3 ||| E-3 ||| 0.124993750375
BAR D3 C3 D3 ||| E3 ||| 0.249986250825
BAR B-3 A3 G3 ||| A3 ||| 0.2499725033
BAR B-3 A3 G3 ||| F3 ||| 0.2499725033
BAR B-3 A3 G3 ||| D3 ||| 0.2499725033
BAR B-3 A3 G3 ||| E3 ||| 0.2499725033
BAR B-3 A3 G3 ||| <UNK> ||| 2.499700036e-06
D3 BAR D3 C3 ||| B-2 ||| 0.199982801651
D3 BAR D3 C3 ||| D3 ||| 0.199982801651
D3 BAR D3 C3 ||| B2 ||| 0.599944405337
D3 BAR D3 C3 ||| <UNK> ||| 1.99980801843e-06
BAR G3 F3 E-3 ||| A-3 ||| 0.499942506899
BAR G3 F3 E-3 ||| F3 ||| 0.2499725033
BAR G3 F3 E-3 ||| D-3 ||| 0.2499725033
BAR G3 F3 E-3 ||| <UNK> ||| 2.499700036e-06
B3 C4 BAR G3 ||| G3 ||| 0.166655000933
B3 C4 BAR G3 ||| A3 ||| 0.166655000933
B3 C4 BAR G3 ||| R ||| 0.333308335333
B3 C4 BAR G3 ||| C3 ||| 0.166655000933
B3 C4 BAR G3 ||| D4 ||| 0.166655000933
B3 C4 BAR G3 ||| <UNK> ||| 1.666533344e-06
G3 F#3 E3 BAR ||| F#3 ||| 0.333283341332
G3 F#3 E3 BAR ||| D3 ||| 0.333283341332
G3 F#3 E3 BAR ||| E3 ||| 0.333283341332
G3 F#3 E3 BAR ||| <UNK> ||| 3.33280008532e-06
F#3 G#3 BAR A3 ||| <UNK> ||| 2.499700036e-06
F#3 G#3 BAR A3 ||| D4 ||| 0.2499725033
F#3 G#3 BAR A3 ||| R ||| 0.2499725033
F#3 G#3 BAR A3 ||| B3 ||| 0.499942506899
C3 D3 BAR E-3 ||| B-2 ||| 0.7499708345
C3 D3 BAR E-3 ||| <UNK> ||| 8.33300001333e-07
C3 D3 BAR E-3 ||| F3 ||| 0.0833308334333
C3 D3 BAR E-3 ||| D3 ||| 0.0833308334333
C3 D3 BAR E-3 ||| E-2 ||| 0.0833308334333
BAR F3 G3 C3 ||| END ||| 0.153841242785
BAR F3 G3 C3 ||| R ||| 0.153841242785
BAR F3 G3 C3 ||| C3 ||| 0.384601953159
BAR F3 G3 C3 ||| C4 ||| 0.153841242785
BAR F3 G3 C3 ||| E3 ||| 0.153841242785
BAR F3 G3 C3 ||| <UNK> ||| 7.69202367913e-07
C4 B-3 A3 ||| B-3 ||| 0.166655000933
C4 B-3 A3 ||| <UNK> ||| 1.666533344e-06
C4 B-3 A3 ||| G3 ||| 0.666615004133
C4 B-3 A3 ||| B3 ||| 0.166655000933
G2 A-2 B-2 ||| D3 ||| 0.199982801651
G2 A-2 B-2 ||| B-2 ||| 0.199982801651
G2 A-2 B-2 ||| B-1 ||| 0.199982801651
G2 A-2 B-2 ||| C3 ||| 0.199982801651
G2 A-2 B-2 ||| A2 ||| 0.199982801651
G2 A-2 B-2 ||| <UNK> ||| 1.99980801843e-06
G3 BAR F3 G3 ||| C3 ||| 0.666649444904
G3 BAR F3 G3 ||| A3 ||| 0.166662777881
G3 BAR F3 G3 ||| A-3 ||| 0.166662777881
G3 BAR F3 G3 ||| <UNK> ||| 5.55540741136e-07
F#3 BAR G3 D3 ||| G3 ||| 0.2499908337
F#3 BAR G3 D3 ||| G2 ||| 0.666640834367
F#3 BAR G3 D3 ||| E3 ||| 0.0833308334333
F#3 BAR G3 D3 ||| <UNK> ||| 8.33300001333e-07
D3 C3 BAR G3 ||| G2 ||| 0.142848776084
D3 C3 BAR G3 ||| A3 ||| 0.142848776084
D3 C3 BAR G3 ||| G#3 ||| 0.142848776084
D3 C3 BAR G3 ||| R ||| 0.142848776084
D3 C3 BAR G3 ||| C3 ||| 0.285696123694
D3 C3 BAR G3 ||| <UNK> ||| 1.4284734761e-06
D3 C3 BAR G3 ||| C4 ||| 0.142848776084
F#3 G3 G3 ||| G#3 ||| 0.2499725033
F#3 G3 G3 ||| F3 ||| 0.499942506899
F#3 G3 G3 ||| F#3 ||| 0.2499725033
F#3 G3 G3 ||| <UNK> ||| 2.499700036e-06
E3 B2 BAR C3 ||| F2 ||| 0.2499725033
E3 B2 BAR C3 ||| A2 ||| 0.499942506899
E3 B2 BAR C3 ||| G2 ||| 0.2499725033
E3 B2 BAR C3 ||| <UNK> ||| 2.499700036e-06
BAR F#3 G3 C3 ||| C3 ||| 0.2499725033
BAR F#3 G3 C3 ||| END ||| 0.2499725033
BAR F#3 G3 C3 ||| D3 ||| 0.2499725033
BAR F#3 G3 C3 ||| C#3 ||| 0.2499725033
BAR F#3 G3 C3 ||| <UNK> ||| 2.499700036e-06
D3 E-3 D3 ||| C3 ||| 0.333283341332
D3 E-3 D3 ||| E3 ||| 0.333283341332
D3 E-3 D3 ||| E-3 ||| 0.333283341332
D3 E-3 D3 ||| <UNK> ||| 3.33280008532e-06
BAR C3 C3 ||| F2 ||| 0.2499725033
BAR C3 C3 ||| F3 ||| 0.499942506899
BAR C3 C3 ||| B2 ||| 0.2499725033
BAR C3 C3 ||| <UNK> ||| 2.499700036e-06
A2 G2 F2 ||| <UNK> ||| 7.69202367913e-07
A2 G2 F2 ||| D2 ||| 0.230761479576
A2 G2 F2 ||| G2 ||| 0.538442426741
A2 G2 F2 ||| E3 ||| 0.0769210059936
A2 G2 F2 ||| E2 ||| 0.153841242785
C3 D3 BAR G2 ||| <UNK> ||| 4.34773535161e-07
C3 D3 BAR G2 ||| F3 ||| 0.0434777882896
C3 D3 BAR G2 ||| G3 ||| 0.0869551418057
C3 D3 BAR G2 ||| G2 ||| 0.0869551418057
C3 D3 BAR G2 ||| R ||| 0.130432495322
C3 D3 BAR G2 ||| A2 ||| 0.0869551418057
C3 D3 BAR G2 ||| B2 ||| 0.0434777882896
C3 D3 BAR G2 ||| C3 ||| 0.173909848838
C3 D3 BAR G2 ||| END ||| 0.0434777882896
C3 D3 BAR G2 ||| D4 ||| 0.0434777882896
C3 D3 BAR G2 ||| C4 ||| 0.0434777882896
C3 D3 BAR G2 ||| D3 ||| 0.130432495322
C3 D3 BAR G2 ||| E3 ||| 0.0434777882896
C3 D3 BAR G2 ||| E2 ||| 0.0434777882896
G3 G#3 BAR A3 ||| B-3 ||| 0.124993750375
G3 G#3 BAR A3 ||| <UNK> ||| 1.2499250045e-06
G3 G#3 BAR A3 ||| G3 ||| 0.124993750375
G3 G#3 BAR A3 ||| E3 ||| 0.249986250825
G3 G#3 BAR A3 ||| B3 ||| 0.499971251725
F3 G3 C3 ||| G3 ||| 0.0999962001824
F3 G3 C3 ||| G2 ||| 0.0999962001824
F3 G3 C3 ||| B2 ||| 0.0999962001824
F3 G3 C3 ||| C3 ||| 0.299986600643
F3 G3 C3 ||| END ||| 0.199991400413
F3 G3 C3 ||| <UNK> ||| 9.99952002304e-07
F3 G3 C3 ||| C4 ||| 0.199991400413
F3 BAR E3 F3 ||| C3 ||| 0.0370367489763
F3 BAR E3 F3 ||| G3 ||| 0.703691564002
F3 BAR E3 F3 ||| E3 ||| 0.259255020651
F3 BAR E3 F3 ||| <UNK> ||| 3.70363786125e-07
G2 C3 BAR C3 ||| B-2 ||| 0.124993750375
G2 C3 BAR C3 ||| A2 ||| 0.249986250825
G2 C3 BAR C3 ||| B2 ||| 0.624963752175
G2 C3 BAR C3 ||| <UNK> ||| 1.2499250045e-06
G3 C3 C4 BAR ||| C3 ||| 0.142848776084
G3 C3 C4 BAR ||| <UNK> ||| 1.4284734761e-06
G3 C3 C4 BAR ||| B3 ||| 0.714238166526
G3 C3 C4 BAR ||| C4 ||| 0.142848776084
E2 BAR A2 G2 ||| F2 ||| 0.499942506899
E2 BAR A2 G2 ||| A2 ||| 0.2499725033
E2 BAR A2 G2 ||| G2 ||| 0.2499725033
E2 BAR A2 G2 ||| <UNK> ||| 2.499700036e-06
A3 B3 G3 ||| C3 ||| 0.181811157331
A3 B3 G3 ||| E4 ||| 0.0909060331913
A3 B3 G3 ||| A3 ||| 0.181811157331
A3 B3 G3 ||| <UNK> ||| 9.090512414e-07
A3 B3 G3 ||| C4 ||| 0.545431653891
B3 C4 B3 ||| E4 ||| 0.285696123694
B3 C4 B3 ||| A3 ||| 0.571390818915
B3 C4 B3 ||| G3 ||| 0.142848776084
B3 C4 B3 ||| <UNK> ||| 1.4284734761e-06
C4 G3 BAR A3 ||| <UNK> ||| 1.4284734761e-06
C4 G3 BAR A3 ||| D3 ||| 0.142848776084
C4 G3 BAR A3 ||| E3 ||| 0.285696123694
C4 G3 BAR A3 ||| B3 ||| 0.571390818915
C3 F3 BAR G3 ||| C3 ||| 0.333308335333
C3 F3 BAR G3 ||| A3 ||| 0.333308335333
C3 F3 BAR G3 ||| R ||| 0.166655000933
C3 F3 BAR G3 ||| G2 ||| 0.166655000933
C3 F3 BAR G3 ||| <UNK> ||| 1.666533344e-06
G3 G2 BAR C3 ||| C3 ||| 0.312491250262
G3 G2 BAR C3 ||| END ||| 0.249993125206
G3 G2 BAR C3 ||| G2 ||| 0.18749500015
G3 G2 BAR C3 ||| B2 ||| 0.249993125206
G3 G2 BAR C3 ||| <UNK> ||| 6.24981250562e-07
E3 F3 BAR E3 ||| A3 ||| 0.333308335333
E3 F3 BAR E3 ||| R ||| 0.166655000933
E3 F3 BAR E3 ||| G3 ||| 0.166655000933
E3 F3 BAR E3 ||| D3 ||| 0.333308335333
E3 F3 BAR E3 ||| <UNK> ||| 1.666533344e-06
F3 E3 D3 ||| G3 ||| 0.0819667320651
F3 E3 D3 ||| C#3 ||| 0.0655734184387
F3 E3 D3 ||| A3 ||| 0.0327867911859
F3 E3 D3 ||| C3 ||| 0.639339395362
F3 E3 D3 ||| E3 ||| 0.180326613823
F3 E3 D3 ||| <UNK> ||| 1.63933136264e-07
E3 F3 G3 ||| F3 ||| 0.149252811323
E3 F3 G3 ||| G3 ||| 0.149252811323
E3 F3 G3 ||| G2 ||| 0.0298506816668
E3 F3 G3 ||| A3 ||| 0.358206538222
E3 F3 G3 ||| G#3 ||| 0.0447759478738
E3 F3 G3 ||| B3 ||| 0.0298506816668
E3 F3 G3 ||| C3 ||| 0.0746264802879
E3 F3 G3 ||| <UNK> ||| 1.4925266207e-07
E3 F3 G3 ||| D3 ||| 0.0447759478738
E3 F3 G3 ||| E3 ||| 0.0746264802879
E3 F3 G3 ||| C4 ||| 0.0447759478738
F3 BAR E3 C3 ||| F3 ||| 0.124993750375
F3 BAR E3 C3 ||| G3 ||| 0.249986250825
F3 BAR E3 C3 ||| B2 ||| 0.124993750375
F3 BAR E3 C3 ||| D3 ||| 0.374978751275
F3 BAR E3 C3 ||| E3 ||| 0.124993750375
F3 BAR E3 C3 ||| <UNK> ||| 1.2499250045e-06
C3 BAR F3 E3 ||| A3 ||| 0.0999987333536
C3 BAR F3 E3 ||| F3 ||| 0.0666659333451
C3 BAR F3 E3 ||| D3 ||| 0.799987533533
C3 BAR F3 E3 ||| E3 ||| 0.0333331333365
C3 BAR F3 E3 ||| <UNK> ||| 3.33328000085e-07
BAR C3 B2 BAR C3 ||| B-2 ||| 0.333283341332
BAR C3 B2 BAR C3 ||| D3 ||| 0.333283341332
BAR C3 B2 BAR C3 ||| B2 ||| 0.333283341332
BAR C3 B2 BAR C3 ||| <UNK> ||| 3.33280008532e-06
C3 C3 B2 ||| C3 ||| 0.2499725033
C3 C3 B2 ||| A2 ||| 0.499942506899
C3 C3 B2 ||| C#3 ||| 0.2499725033
C3 C3 B2 ||| <UNK> ||| 2.499700036e-06
E3 F3 G3 BAR ||| F3 ||| 0.0425529696718
E3 F3 G3 BAR ||| G3 ||| 0.0212765912178
E3 F3 G3 BAR ||| A3 ||| 0.468080538752
E3 F3 G3 BAR ||| R ||| 0.0425529696718
E3 F3 G3 BAR ||| C3 ||| 0.40425140339
E3 F3 G3 BAR ||| <UNK> ||| 2.1276378454e-07
E3 F3 G3 BAR ||| C4 ||| 0.0212765912178
F3 D3 BAR E3 ||| C3 ||| 0.124993750375
F3 D3 BAR E3 ||| F#3 ||| 0.249986250825
F3 D3 BAR E3 ||| F3 ||| 0.624963752175
F3 D3 BAR E3 ||| <UNK> ||| 1.2499250045e-06
C4 B-3 BAR A3 ||| G#3 ||| 0.142848776084
C4 B-3 BAR A3 ||| <UNK> ||| 1.4284734761e-06
