3
2.0 BAR 1.5 0.5 ||| 0.5 ||| 0.444421853057
1.5 0.5 BAR 2.0 ||| 0.5 ||| 0.0526307756436
1.5 0.5 BAR 2.0 ||| <UNK> ||| 5.26302493411e-07
1.0 BAR 0.5 1.0 ||| 0.25 ||| 0.0634917384756
1.0 BAR 0.5 1.0 ||| 0.5 ||| 0.888882275183
1.0 BAR 0.5 1.0 ||| 1.0 ||| 0.047618843539
1.0 BAR 0.5 1.0 ||| <UNK> ||| 1.58728949367e-07
1.0 1.0 0.5 ||| 0.25 ||| 0.0188087804758
1.0 1.0 0.5 ||| 0.5 ||| 0.978054985999
1.0 1.0 0.5 ||| 1.0 ||| 0.00313482286923
1.0 1.0 0.5 ||| <UNK> ||| 3.13479152132e-08
BAR 1.0 1.0 1.0 BAR ||| 1.5 ||| 0.0450449926955
BAR 1.0 1.0 1.0 BAR ||| 1.0 ||| 0.418918058195
BAR 1.0 1.0 1.0 BAR ||| 0.5 ||| 0.085585445581
BAR 1.0 1.0 1.0 BAR ||| 3.0 ||| 0.135134887997
BAR 1.0 1.0 1.0 BAR ||| 2.0 ||| 0.315314678599
BAR 1.0 1.0 1.0 BAR ||| <UNK> ||| 4.50449476506e-08
0.25 1.0 1.0 ||| 0.5 ||| 0.12499930556
0.25 1.0 1.0 ||| <UNK> ||| 1.38887962969e-07
0.25 1.0 1.0 ||| 1.0 ||| 0.708328750031
0.25 1.0 1.0 ||| END ||| 0.166665694451
1.0 BAR 3.0 1.0 BAR ||| 1.5 ||| 0.0196078489042
1.0 BAR 3.0 1.0 BAR ||| 1.0 ||| 0.725486880062
1.0 BAR 3.0 1.0 BAR ||| 0.25 ||| 0.0098039734715
1.0 BAR 3.0 1.0 BAR ||| 0.5 ||| 0.235293108425
1.0 BAR 3.0 1.0 BAR ||| 3.0 ||| 0.0098039734715
1.0 BAR 3.0 1.0 BAR ||| <UNK> ||| 9.80387543274e-08
BAR 0.5 0.25 0.25 ||| <UNK> ||| 6.6666453334e-08
BAR 0.5 0.25 0.25 ||| 1.0 ||| 0.726664408007
BAR 0.5 0.25 0.25 ||| 2.0 ||| 0.0133333573333
BAR 0.5 0.25 0.25 ||| 0.5 ||| 0.233332653336
BAR 0.5 0.25 0.25 ||| 0.25 ||| 0.0266666480001
BAR 1.0 2.0 1.0 BAR ||| 1.0 ||| 0.190472313014
BAR 1.0 2.0 1.0 BAR ||| 4.0 ||| 0.0952363945967
BAR 1.0 2.0 1.0 BAR ||| 0.5 ||| 0.190472313014
BAR 1.0 2.0 1.0 BAR ||| 3.0 ||| 0.428562109057
BAR 1.0 2.0 1.0 BAR ||| 2.0 ||| 0.0952363945967
BAR 1.0 2.0 1.0 BAR ||| <UNK> ||| 4.76179592086e-07
0.25 0.25 0.5 ||| <UNK> ||| 9.70869261968e-08
0.25 0.25 0.5 ||| 0.5 ||| 0.766986814042
0.25 0.25 0.5 ||| 2.0 ||| 0.0194174823263
0.25 0.25 0.5 ||| 1.0 ||| 0.106795715903
0.25 0.25 0.5 ||| 0.25 ||| 0.106795715903
BAR 1.0 1.0 1.0 ||| 0.5 ||| 0.173977640514
BAR 1.0 1.0 1.0 ||| <UNK> ||| 7.43494158456e-09
BAR 1.0 1.0 1.0 ||| 1.0 ||| 0.786616827081
BAR 1.0 1.0 1.0 ||| 0.75 ||| 0.000743501593397
BAR 1.0 1.0 1.0 ||| END ||| 0.0386617036746
BAR 0.5 0.5 2.0 BAR ||| 1.5 ||| 0.222211482054
BAR 0.5 0.5 2.0 BAR ||| 2.0 ||| 0.222211482054
BAR 0.5 0.5 2.0 BAR ||| 1.0 ||| 0.444421853057
BAR 0.5 0.5 2.0 BAR ||| 3.0 ||| 0.111106296553
BAR 0.5 0.5 2.0 BAR ||| <UNK> ||| 1.11105185501e-06
1.0 0.5 0.5 BAR ||| 1.5 ||| 0.0350553379584
1.0 0.5 0.5 BAR ||| 1.0 ||| 0.42988893663
1.0 0.5 0.5 BAR ||| 4.0 ||| 0.0110701193475
1.0 0.5 0.5 BAR ||| 0.5 ||| 0.345018163084
1.0 0.5 0.5 BAR ||| 3.0 ||| 0.0830257751801
1.0 0.5 0.5 BAR ||| 2.0 ||| 0.0959408928937
1.0 0.5 0.5 BAR ||| <UNK> ||| 1.84501681622e-08
BAR 1.0 2.0 BAR 1.0 ||| 1.0 ||| 0.692295296087
BAR 1.0 2.0 BAR 1.0 ||| 2.0 ||| 0.0769220414392
BAR 1.0 2.0 BAR 1.0 ||| 0.5 ||| 0.230765355101
BAR 1.0 2.0 BAR 1.0 ||| <UNK> ||| 3.84608284155e-07
1.0 1.0 1.0 ||| END ||| 0.444421853057
1.0 1.0 1.0 ||| 2.0 ||| 0.111106296553
1.0 1.0 1.0 ||| 1.0 ||| 0.444421853057
1.0 1.0 1.0 ||| <UNK> ||| 1.11105185501e-06
2.0 0.5 0.5 BAR ||| 1.0 ||| 0.499942506899
2.0 0.5 0.5 BAR ||| 0.5 ||| 0.2499725033
2.0 0.5 0.5 BAR ||| 3.0 ||| 0.2499725033
2.0 0.5 0.5 BAR ||| <UNK> ||| 2.499700036e-06
BAR 2.0 1.0 1.0 BAR ||| 1.5 ||| 0.0206611573663
BAR 2.0 1.0 1.0 BAR ||| 1.0 ||| 0.615701299435
BAR 2.0 1.0 1.0 BAR ||| 3.0 ||| 0.0289256037839
BAR 2.0 1.0 1.0 BAR ||| 0.25 ||| 0.00413226453105
BAR 2.0 1.0 1.0 BAR ||| 0.5 ||| 0.301652335566
BAR 2.0 1.0 1.0 BAR ||| 0.75 ||| 0.00413226453105
BAR 2.0 1.0 1.0 BAR ||| 2.0 ||| 0.0247933805751
BAR 2.0 1.0 1.0 BAR ||| <UNK> ||| 4.13222320881e-08
0.25 1.0 0.5 ||| 1.5 ||| 0.0204081674302
0.25 1.0 0.5 ||| 1.0 ||| 0.204079837585
0.25 1.0 0.5 ||| 0.25 ||| 0.163263910884
0.25 1.0 0.5 ||| 0.5 ||| 0.571423177895
0.25 1.0 0.5 ||| 2.0 ||| 0.0408161307808
0.25 1.0 0.5 ||| <UNK> ||| 2.04079633506e-07
BAR 0.5 1.0 0.5 ||| 1.5 ||| 0.0439559219907
BAR 0.5 1.0 0.5 ||| 1.0 ||| 0.626370432332
BAR 0.5 1.0 0.5 ||| 0.25 ||| 0.0109890629148
BAR 0.5 1.0 0.5 ||| 0.5 ||| 0.153845452244
BAR 0.5 1.0 0.5 ||| 2.0 ||| 0.164834405269
BAR 0.5 1.0 0.5 ||| <UNK> ||| 1.09889530253e-07
BAR 3.0 BAR 1.0 2.0 BAR ||| 1.5 ||| 0.0769210059936
BAR 3.0 BAR 1.0 2.0 BAR ||| 1.0 ||| 0.769203137115
BAR 3.0 BAR 1.0 2.0 BAR ||| 3.0 ||| 0.153841242785
BAR 3.0 BAR 1.0 2.0 BAR ||| <UNK> ||| 7.69202367913e-07
0.25 0.25 BAR 0.5 ||| 0.25 ||| 0.117644325337
0.25 0.25 BAR 0.5 ||| 0.5 ||| 0.705863010927
0.25 0.25 BAR 0.5 ||| 1.0 ||| 0.176466193896
0.25 0.25 BAR 0.5 ||| <UNK> ||| 5.8821868559e-07
0.5 0.5 BAR 2.0 ||| 1.5 ||| 0.0247933727205
0.5 0.5 BAR 2.0 ||| 1.0 ||| 0.851236375261
0.5 0.5 BAR 2.0 ||| 0.5 ||| 0.0826443828983
0.5 0.5 BAR 2.0 ||| END ||| 0.0082645126697
0.5 0.5 BAR 2.0 ||| 2.0 ||| 0.0330578027459
0.5 0.5 BAR 2.0 ||| <UNK> ||| 8.2644300254e-08
1.0 BAR 2.0 1.0 ||| 0.5 ||| 0.143677822038
1.0 BAR 2.0 1.0 ||| 1.0 ||| 0.827583981378
1.0 BAR 2.0 1.0 ||| END ||| 0.0287356103845
1.0 BAR 2.0 1.0 ||| <UNK> ||| 5.74711058268e-08
0.25 0.25 1.0 ||| 1.5 ||| 0.0245398663857
0.25 0.25 1.0 ||| END ||| 0.0184049151266
0.25 0.25 1.0 ||| 0.25 ||| 0.0306748176447
0.25 0.25 1.0 ||| 0.5 ||| 0.19018355038
0.25 0.25 1.0 ||| 1.0 ||| 0.625765089772
0.25 0.25 1.0 ||| 2.0 ||| 0.110429184012
0.25 0.25 1.0 ||| <UNK> ||| 6.13495125904e-08
1.5 0.5 BAR 1.0 ||| 0.5 ||| 0.312495625066
1.5 0.5 BAR 1.0 ||| <UNK> ||| 3.1249531257e-07
1.5 0.5 BAR 1.0 ||| 1.0 ||| 0.624990937636
1.5 0.5 BAR 1.0 ||| 0.75 ||| 0.0312498437523
1.5 0.5 BAR 1.0 ||| 1.5 ||| 0.0312498437523
BAR 3.0 BAR 3.0 BAR 3.0 BAR ||| 1.0 ||| 0.285708231431
BAR 3.0 BAR 3.0 BAR 3.0 BAR ||| 0.5 ||| 0.0476184353881
BAR 3.0 BAR 3.0 BAR 3.0 BAR ||| 3.0 ||| 0.666651905099
BAR 3.0 BAR 3.0 BAR 3.0 BAR ||| <UNK> ||| 4.76179592086e-07
0.25 BAR 0.5 1.0 ||| 0.5 ||| 0.333283341332
0.25 BAR 0.5 1.0 ||| <UNK> ||| 3.33280008532e-06
0.25 BAR 0.5 1.0 ||| 1.0 ||| 0.333283341332
0.25 BAR 0.5 1.0 ||| 0.25 ||| 0.333283341332
BAR 3.0 0.5 0.5 BAR ||| 1.0 ||| 0.740727942614
BAR 3.0 0.5 0.5 BAR ||| 2.0 ||| 0.0370367489763
BAR 3.0 0.5 0.5 BAR ||| 0.5 ||| 0.222218642039
BAR 3.0 0.5 0.5 BAR ||| <UNK> ||| 3.70363786125e-07
1.0 2.0 BAR 1.0 ||| <UNK> ||| 6.24998125006e-08
1.0 2.0 BAR 1.0 ||| 1.0 ||| 0.818747606257
1.0 2.0 BAR 1.0 ||| 2.0 ||| 0.0125000249999
1.0 2.0 BAR 1.0 ||| 0.5 ||| 0.162499575001
1.0 2.0 BAR 1.0 ||| 1.5 ||| 0.00625004374987
1.0 BAR 1.5 0.5 ||| <UNK> ||| 1.07526326746e-07
1.0 BAR 1.5 0.5 ||| 1.0 ||| 0.602147537303
1.0 BAR 1.5 0.5 ||| 2.0 ||| 0.139784332296
1.0 BAR 1.5 0.5 ||| 0.5 ||| 0.215052761018
1.0 BAR 1.5 0.5 ||| 1.5 ||| 0.0430106382247
0.5 0.5 BAR 0.5 ||| 0.25 ||| 0.132529958993
0.5 0.5 BAR 0.5 ||| 0.5 ||| 0.780119384165
0.5 0.5 BAR 0.5 ||| 1.0 ||| 0.0873493014227
0.5 0.5 BAR 0.5 ||| <UNK> ||| 3.01204383801e-08
1.0 0.5 1.5 ||| 1.5 ||| 0.374978751275
1.0 0.5 1.5 ||| <UNK> ||| 1.2499250045e-06
1.0 0.5 1.5 ||| 0.5 ||| 0.499971251725
1.0 0.5 1.5 ||| 0.25 ||| 0.124993750375
0.25 1.0 1.0 BAR ||| 1.5 ||| 0.121210661178
0.25 1.0 1.0 BAR ||| 1.0 ||| 0.454539146097
0.25 1.0 1.0 BAR ||| 0.25 ||| 0.030302892564
0.25 1.0 1.0 BAR ||| 0.5 ||| 0.333328787945
0.25 1.0 1.0 BAR ||| 3.0 ||| 0.030302892564
0.25 1.0 1.0 BAR ||| 2.0 ||| 0.030302892564
0.25 1.0 1.0 BAR ||| <UNK> ||| 3.03025895381e-07
BAR 2.0 0.5 0.5 BAR ||| 1.5 ||| 0.0526307756436
BAR 2.0 0.5 0.5 BAR ||| 0.5 ||| 0.315782022349
BAR 2.0 0.5 0.5 BAR ||| 2.0 ||| 0.36841227169
BAR 2.0 0.5 0.5 BAR ||| 1.0 ||| 0.263151773008
BAR 2.0 0.5 0.5 BAR ||| <UNK> ||| 5.26302493411e-07
0.5 1.0 1.0 ||| 1.0 ||| 0.78589982446
0.5 1.0 1.0 ||| <UNK> ||| 2.61096278522e-08
0.5 1.0 1.0 ||| 0.5 ||| 0.187989346645
0.5 1.0 1.0 ||| END ||| 0.0234986911766
0.5 1.0 1.0 ||| 0.25 ||| 0.00261098889484
1.0 BAR 1.0 2.0 BAR ||| 1.0 ||| 0.41934866815
1.0 BAR 1.0 2.0 BAR ||| 2.0 ||| 0.258060842929
1.0 BAR 1.0 2.0 BAR ||| 0.5 ||| 0.064515452664
1.0 BAR 1.0 2.0 BAR ||| 3.0 ||| 0.258060842929
1.0 BAR 1.0 2.0 BAR ||| <UNK> ||| 3.22575650442e-07
1.0 1.5 0.5 BAR ||| 1.5 ||| 0.0882348183425
1.0 1.5 0.5 BAR ||| 1.0 ||| 0.323527275102
1.0 1.5 0.5 BAR ||| 4.0 ||| 0.0882348183425
1.0 1.5 0.5 BAR ||| 0.25 ||| 0.0147059256052
1.0 1.5 0.5 BAR ||| 0.5 ||| 0.264704160912
1.0 1.5 0.5 BAR ||| 3.0 ||| 0.132352153985
1.0 1.5 0.5 BAR ||| 2.0 ||| 0.0882348183425
1.0 1.5 0.5 BAR ||| <UNK> ||| 1.47057785474e-07
0.5 0.5 0.5 BAR ||| <UNK> ||| 2.98507034975e-08
0.5 0.5 0.5 BAR ||| 1.5 ||| 0.032835803698
0.5 0.5 0.5 BAR ||| 1.0 ||| 0.298507064826
0.5 0.5 0.5 BAR ||| 0.75 ||| 0.00895524089995
0.5 0.5 0.5 BAR ||| 0.25 ||| 0.0119403112497
0.5 0.5 0.5 BAR ||| 0.5 ||| 0.37014875322
0.5 0.5 0.5 BAR ||| 3.0 ||| 0.0895521403432
0.5 0.5 0.5 BAR ||| 2.0 ||| 0.170149039786
0.5 0.5 0.5 BAR ||| 4.0 ||| 0.0179104519492
1.0 2.0 BAR 2.0 ||| 0.5 ||| 0.21427908186
1.0 2.0 BAR 2.0 ||| 2.0 ||| 0.0714268367942
1.0 2.0 BAR 2.0 ||| 1.0 ||| 0.714261939591
1.0 2.0 BAR 2.0 ||| <UNK> ||| 7.14261225329e-07
1.0 BAR 3.0 BAR 1.0 ||| 1.0 ||| 0.653834467671
1.0 BAR 3.0 BAR 1.0 ||| 2.0 ||| 0.269226183517
1.0 BAR 3.0 BAR 1.0 ||| 0.5 ||| 0.0769220414392
1.0 BAR 3.0 BAR 1.0 ||| <UNK> ||| 3.84608284155e-07
0.5 BAR 2.0 1.0 ||| 1.0 ||| 0.771735212686
0.5 BAR 2.0 1.0 ||| <UNK> ||| 1.08695085069e-07
0.5 BAR 2.0 1.0 ||| 0.5 ||| 0.184781753313
0.5 BAR 2.0 1.0 ||| END ||| 0.0326086342158
0.5 BAR 2.0 1.0 ||| 0.25 ||| 0.010869617202
2.0 BAR 0.5 0.5 ||| 0.5 ||| 0.399996690938
2.0 BAR 0.5 0.5 ||| 2.0 ||| 0.0181818413221
2.0 BAR 0.5 0.5 ||| 1.0 ||| 0.581813285993
2.0 BAR 0.5 0.5 ||| <UNK> ||| 1.81816595055e-07
0.5 0.5 BAR 1.0 ||| 1.0 ||| 0.726518401302
0.5 0.5 BAR 1.0 ||| 0.25 ||| 0.0110497367296
0.5 0.5 BAR 1.0 ||| 0.5 ||| 0.245856055218
0.5 0.5 BAR 1.0 ||| 0.75 ||| 0.00552488217695
0.5 0.5 BAR 1.0 ||| 2.0 ||| 0.0110497367296
0.5 0.5 BAR 1.0 ||| <UNK> ||| 2.76242727634e-08
1.0 1.0 BAR 2.0 ||| 1.5 ||| 0.01680673081
1.0 1.0 BAR 2.0 ||| 1.0 ||| 0.81092277629
1.0 1.0 BAR 2.0 ||| 0.5 ||| 0.071428469388
1.0 1.0 BAR 2.0 ||| END ||| 0.0210084030083
1.0 1.0 BAR 2.0 ||| 2.0 ||| 0.0798318137846
1.0 1.0 BAR 2.0 ||| <UNK> ||| 4.20167219831e-08
BAR 3.0 1.0 BAR 0.5 ||| 0.25 ||| 0.0294116436003
BAR 3.0 1.0 BAR 0.5 ||| 0.5 ||| 0.941163477692
BAR 3.0 1.0 BAR 0.5 ||| 1.0 ||| 0.0294116436003
BAR 3.0 1.0 BAR 0.5 ||| <UNK> ||| 2.94113494868e-07
1.0 BAR 4.0 BAR 1.0 ||| 1.0 ||| 0.571415986682
1.0 BAR 4.0 BAR 1.0 ||| 2.0 ||| 0.0476184353881
1.0 BAR 4.0 BAR 1.0 ||| 0.5 ||| 0.380944149848
1.0 BAR 4.0 BAR 1.0 ||| <UNK> ||| 4.76179592086e-07
0.5 1.0 BAR 2.0 ||| <UNK> ||| 1.42856163272e-07
0.5 1.0 BAR 2.0 ||| 0.5 ||| 0.128570689801
0.5 1.0 BAR 2.0 ||| 2.0 ||| 0.0428569918378
0.5 1.0 BAR 2.0 ||| 1.0 ||| 0.814280273507
0.5 1.0 BAR 2.0 ||| END ||| 0.0142857591834
BAR ||| 1.5 ||| 0.0028653542253
BAR ||| 1.0 ||| 0.825213793402
BAR ||| 0.5 ||| 0.137535656111
BAR ||| 3.0 ||| 0.0028653542253
BAR ||| 2.0 ||| 0.0315186099458
BAR ||| <UNK> ||| 2.86532557205e-08
0.5 1.0 BAR 3.0 ||| 0.5 ||| 0.138887314836
0.5 1.0 BAR 3.0 ||| <UNK> ||| 2.77774074123e-07
0.5 1.0 BAR 3.0 ||| 1.0 ||| 0.472216203784
0.5 1.0 BAR 3.0 ||| END ||| 0.388883981547
0.5 0.25 0.25 BAR ||| 1.5 ||| 0.199997850026
0.5 0.25 0.25 BAR ||| 1.0 ||| 0.324996350044
0.5 0.25 0.25 BAR ||| 4.0 ||| 0.0749993500078
0.5 0.25 0.25 BAR ||| 0.5 ||| 0.199997850026
0.5 0.25 0.25 BAR ||| 3.0 ||| 0.0749993500078
0.5 0.25 0.25 BAR ||| 2.0 ||| 0.124998750015
0.5 0.25 0.25 BAR ||| <UNK> ||| 2.49997000036e-07
0.5 BAR 0.5 1.0 ||| 0.25 ||| 0.228568579631
0.5 BAR 0.5 1.0 ||| 0.5 ||| 0.742847240952
0.5 BAR 0.5 1.0 ||| 1.0 ||| 0.0285713224504
0.5 BAR 0.5 1.0 ||| <UNK> ||| 2.85710367401e-07
BAR 1.0 1.0 ||| <UNK> ||| 1.42856163272e-07
BAR 1.0 1.0 ||| 0.5 ||| 0.199998771437
BAR 1.0 1.0 ||| 2.0 ||| 0.0142857591834
BAR 1.0 1.0 ||| 1.0 ||| 0.771423424525
BAR 1.0 1.0 ||| 1.5 ||| 0.0142857591834
0.5 1.0 0.5 ||| 0.25 ||| 0.103773459713
0.5 1.0 0.5 ||| 0.5 ||| 0.864778600334
0.5 1.0 0.5 ||| <UNK> ||| 3.14464934141e-08
0.5 1.0 0.5 ||| 1.0 ||| 0.0251572261778
0.5 1.0 0.5 ||| 1.5 ||| 0.00628933012931
