3
G4 E4 BAR C4 ||| D4 ||| 0.49999999945
D4 BAR D4 A3 ||| G3 ||| 0.666666666167
D4 BAR D4 A3 ||| B3 ||| 0.3333333331
D3 E3 G3 BAR ||| A3 ||| 0.49999999945
D3 E3 G3 BAR ||| F3 ||| 0.49999999945
D3 E3 G3 BAR ||| <UNK> ||| 4.999999994e-11
A3 B3 C4 BAR ||| F#3 ||| 0.0588235294093
A3 B3 C4 BAR ||| G3 ||| 0.0588235294093
A3 B3 C4 BAR ||| B3 ||| 0.117647058813
A3 B3 C4 BAR ||| E4 ||| 0.0588235294093
A3 B3 C4 BAR ||| D4 ||| 0.176470588216
A3 B3 C4 BAR ||| <UNK> ||| 5.88235294035e-12
A3 B3 C4 BAR ||| C4 ||| 0.529411764637
C4 C4 B3 ||| <UNK> ||| 5.26315789407e-12
C4 C4 B3 ||| G4 ||| 0.105263157887
C4 C4 B3 ||| END ||| 0.052631578946
C4 C4 B3 ||| A3 ||| 0.31578947365
C4 C4 B3 ||| E4 ||| 0.263157894709
C4 C4 B3 ||| C4 ||| 0.210526315768
C4 C4 B3 ||| G3 ||| 0.052631578946
B3 BAR C4 C4 BAR ||| F3 ||| 0.083333333325
B3 BAR C4 C4 BAR ||| A3 ||| 0.083333333325
B3 BAR C4 C4 BAR ||| B3 ||| 0.166666666642
B3 BAR C4 C4 BAR ||| D4 ||| 0.083333333325
B3 BAR C4 C4 BAR ||| C4 ||| 0.583333333225
B3 BAR C4 C4 BAR ||| <UNK> ||| 8.33333333167e-12
BAR C4 C4 C4 BAR ||| D4 ||| 0.49999999945
BAR C4 C4 C4 BAR ||| F4 ||| 0.49999999945
BAR C4 C4 C4 BAR ||| <UNK> ||| 4.999999994e-11
B3 C4 B3 BAR ||| G3 ||| 0.049999999999
B3 C4 B3 BAR ||| A3 ||| 0.599999999933
B3 C4 B3 BAR ||| B3 ||| 0.199999999981
B3 C4 B3 BAR ||| E4 ||| 0.049999999999
B3 C4 B3 BAR ||| C4 ||| 0.099999999993
B3 C4 B3 BAR ||| <UNK> ||| 4.9999999994e-12
D4 D4 C#4 ||| D4 ||| 0.666666666167
D4 D4 C#4 ||| <UNK> ||| 3.33333333067e-11
D4 D4 C#4 ||| C4 ||| 0.3333333331
G3 BAR G3 A3 BAR ||| <UNK> ||| 3.33333333067e-11
G3 BAR G3 A3 BAR ||| D3 ||| 0.3333333331
G3 BAR G3 A3 BAR ||| B3 ||| 0.666666666167
F3 E3 C4 BAR ||| <UNK> ||| 3.33333333067e-11
F3 E3 C4 BAR ||| G3 ||| 0.3333333331
F3 E3 C4 BAR ||| C4 ||| 0.666666666167
E4 F#4 D4 BAR ||| E4 ||| 0.49999999945
E4 F#4 D4 BAR ||| F4 ||| 0.49999999945
E4 F#4 D4 BAR ||| <UNK> ||| 4.999999994e-11
C4 D4 C4 BAR ||| <UNK> ||| 2.4999999985e-11
C4 D4 C4 BAR ||| B-3 ||| 0.249999999875
C4 D4 C4 BAR ||| B3 ||| 0.249999999875
C4 D4 C4 BAR ||| C4 ||| 0.499999999725
G3 C4 G3 BAR ||| A3 ||| 0.399999999828
G3 C4 G3 BAR ||| F3 ||| 0.399999999828
G3 C4 G3 BAR ||| G3 ||| 0.199999999924
G3 C4 G3 BAR ||| <UNK> ||| 1.99999999904e-11
D3 C3 D3 ||| F3 ||| 0.3333333331
D3 C3 D3 ||| E3 ||| 0.3333333331
D3 C3 D3 ||| B2 ||| 0.3333333331
D3 C3 D3 ||| <UNK> ||| 3.33333333067e-11
E4 D4 D4 ||| <UNK> ||| 8.33333333167e-12
E4 D4 D4 ||| E4 ||| 0.666666666542
E4 D4 D4 ||| C4 ||| 0.083333333325
E4 D4 D4 ||| B3 ||| 0.166666666642
E4 D4 D4 ||| C#4 ||| 0.083333333325
BAR A#3 G#3 G3 ||| E#3 ||| 0.3333333331
BAR A#3 G#3 G3 ||| G#3 ||| 0.3333333331
BAR A#3 G#3 G3 ||| G3 ||| 0.3333333331
BAR A#3 G#3 G3 ||| <UNK> ||| 3.33333333067e-11
D3 BAR G3 A3 ||| <UNK> ||| 4.999999994e-11
D3 BAR G3 A3 ||| D3 ||| 0.49999999945
D3 BAR G3 A3 ||| B3 ||| 0.49999999945
BAR E4 E4 BAR D4 ||| D4 ||| 0.49999999945
BAR E4 E4 BAR D4 ||| <UNK> ||| 4.999999994e-11
BAR E4 E4 BAR D4 ||| B3 ||| 0.49999999945
D4 BAR D4 B3 ||| C#4 ||| 0.3333333331
D4 BAR D4 B3 ||| <UNK> ||| 3.33333333067e-11
D4 BAR D4 B3 ||| G3 ||| 0.3333333331
D4 BAR D4 B3 ||| C4 ||| 0.3333333331
F4 BAR E4 R ||| <UNK> ||| 1.666666666e-11
F4 BAR E4 R ||| G4 ||| 0.499999999817
F4 BAR E4 R ||| A4 ||| 0.333333333217
F4 BAR E4 R ||| C4 ||| 0.166666666617
B3 A3 BAR A3 ||| G#3 ||| 0.199999999924
B3 A3 BAR A3 ||| G3 ||| 0.799999999636
B3 A3 BAR A3 ||| <UNK> ||| 1.99999999904e-11
C4 BAR B-3 A3 ||| B-3 ||| 0.599999999732
C4 BAR B-3 A3 ||| A3 ||| 0.199999999924
C4 BAR B-3 A3 ||| G3 ||| 0.199999999924
C4 BAR B-3 A3 ||| <UNK> ||| 1.99999999904e-11
BAR R E4 ||| E4 ||| 0.49999999945
BAR R E4 ||| D4 ||| 0.49999999945
BAR R E4 ||| <UNK> ||| 4.999999994e-11
E4 BAR E4 D4 ||| G4 ||| 0.111111111106
E4 BAR E4 D4 ||| C#4 ||| 0.0555555555546
E4 BAR E4 D4 ||| E4 ||| 0.166666666658
E4 BAR E4 D4 ||| D4 ||| 0.249999999986
E4 BAR E4 D4 ||| C4 ||| 0.416666666642
E4 BAR E4 D4 ||| <UNK> ||| 2.77777777759e-12
B-3 C4 B-3 ||| A-3 ||| 0.249999999875
B-3 C4 B-3 ||| A3 ||| 0.749999999575
B-3 C4 B-3 ||| <UNK> ||| 2.4999999985e-11
G4 F4 G4 ||| <UNK> ||| 1.666666666e-11
G4 F4 G4 ||| A4 ||| 0.166666666617
G4 F4 G4 ||| C4 ||| 0.833333333017
BAR C#4 D4 BAR G4 ||| G4 ||| 0.49999999945
BAR C#4 D4 BAR G4 ||| F4 ||| 0.49999999945
BAR C#4 D4 BAR G4 ||| <UNK> ||| 4.999999994e-11
E3 G3 BAR F3 ||| A3 ||| 0.49999999945
E3 G3 BAR F3 ||| E3 ||| 0.49999999945
E3 G3 BAR F3 ||| <UNK> ||| 4.999999994e-11
B3 BAR C4 F4 BAR ||| D4 ||| 0.49999999945
B3 BAR C4 F4 BAR ||| A3 ||| 0.49999999945
B3 BAR C4 F4 BAR ||| <UNK> ||| 4.999999994e-11
C4 G3 BAR G3 ||| F3 ||| 0.3333333331
C4 G3 BAR G3 ||| G3 ||| 0.666666666167
C4 G3 BAR G3 ||| <UNK> ||| 3.33333333067e-11
B3 BAR E4 E4 BAR ||| E4 ||| 0.249999999875
B3 BAR E4 E4 BAR ||| <UNK> ||| 2.4999999985e-11
B3 BAR E4 E4 BAR ||| F4 ||| 0.249999999875
B3 BAR E4 E4 BAR ||| B3 ||| 0.499999999725
A3 B3 C4 ||| F3 ||| 0.0555555555546
A3 B3 C4 ||| B-3 ||| 0.0833333333306
A3 B3 C4 ||| A3 ||| 0.0833333333306
A3 B3 C4 ||| F#3 ||| 0.0277777777787
A3 B3 C4 ||| B3 ||| 0.333333333314
A3 B3 C4 ||| D4 ||| 0.22222222221
A3 B3 C4 ||| <UNK> ||| 2.77777777759e-12
A3 B3 C4 ||| E3 ||| 0.0555555555546
A3 B3 C4 ||| C4 ||| 0.138888888882
A4 G4 G4 BAR ||| E4 ||| 0.499999999725
A4 G4 G4 BAR ||| A4 ||| 0.499999999725
A4 G4 G4 BAR ||| <UNK> ||| 2.4999999985e-11
G3 BAR F3 F3 ||| B-3 ||| 0.199999999924
G3 BAR F3 F3 ||| G3 ||| 0.599999999732
G3 BAR F3 F3 ||| E3 ||| 0.199999999924
G3 BAR F3 F3 ||| <UNK> ||| 1.99999999904e-11
G3 A3 G3 BAR ||| A3 ||| 0.111111111093
G3 A3 G3 BAR ||| G3 ||| 0.888888888663
G3 A3 G3 BAR ||| <UNK> ||| 1.11111111081e-11
BAR C4 G3 G3 ||| A3 ||| 0.499999999817
BAR C4 G3 G3 ||| F3 ||| 0.333333333217
BAR C4 G3 G3 ||| G3 ||| 0.166666666617
BAR C4 G3 G3 ||| <UNK> ||| 1.666666666e-11
G3 F#3 G3 ||| F3 ||| 0.111111111093
G3 F#3 G3 ||| G3 ||| 0.111111111093
G3 F#3 G3 ||| F#3 ||| 0.111111111093
G3 F#3 G3 ||| E3 ||| 0.6666666665
G3 F#3 G3 ||| <UNK> ||| 1.11111111081e-11
C4 D4 E4 BAR ||| F4 ||| 0.275862068946
C4 D4 E4 BAR ||| A4 ||| 0.0344827586213
C4 D4 E4 BAR ||| E4 ||| 0.310344827564
C4 D4 E4 BAR ||| D4 ||| 0.344827586182
C4 D4 E4 BAR ||| C4 ||| 0.0344827586213
C4 D4 E4 BAR ||| <UNK> ||| 3.44827586178e-12
BAR F4 E4 D4 ||| G4 ||| 0.157894736827
BAR F4 E4 D4 ||| A4 ||| 0.210526315768
BAR F4 E4 D4 ||| E4 ||| 0.263157894709
BAR F4 E4 D4 ||| D4 ||| 0.052631578946
BAR F4 E4 D4 ||| C4 ||| 0.31578947365
BAR F4 E4 D4 ||| <UNK> ||| 5.26315789407e-12
BAR C4 D4 E4 ||| F4 ||| 0.358490566023
BAR C4 D4 E4 ||| A3 ||| 0.0566037735842
BAR C4 D4 E4 ||| A4 ||| 0.0377358490568
BAR C4 D4 E4 ||| E4 ||| 0.113207547167
BAR C4 D4 E4 ||| F#4 ||| 0.113207547167
BAR C4 D4 E4 ||| D4 ||| 0.207547169804
BAR C4 D4 E4 ||| <UNK> ||| 1.88679245274e-12
BAR C4 D4 E4 ||| C4 ||| 0.113207547167
E4 F4 E4 BAR ||| E4 ||| 0.399999999828
E4 F4 E4 BAR ||| D4 ||| 0.399999999828
E4 F4 E4 BAR ||| F4 ||| 0.199999999924
E4 F4 E4 BAR ||| <UNK> ||| 1.99999999904e-11
E3 D3 E3 BAR ||| A3 ||| 0.399999999914
E3 D3 E3 BAR ||| F3 ||| 0.399999999914
E3 D3 E3 BAR ||| E3 ||| 0.199999999962
E3 D3 E3 BAR ||| <UNK> ||| 9.9999999976e-12
F3 D3 G3 ||| F3 ||| 0.499999999817
F3 D3 G3 ||| G3 ||| 0.166666666617
F3 D3 G3 ||| E3 ||| 0.333333333217
F3 D3 G3 ||| <UNK> ||| 1.666666666e-11
G3 BAR G3 R ||| <UNK> ||| 2.4999999985e-11
G3 BAR G3 R ||| R ||| 0.249999999875
G3 BAR G3 R ||| G3 ||| 0.499999999725
G3 BAR G3 R ||| C4 ||| 0.249999999875
E3 BAR F3 G3 ||| <UNK> ||| 5.88235294035e-12
E3 BAR F3 G3 ||| A3 ||| 0.41176470583
E3 BAR F3 G3 ||| F3 ||| 0.0588235294093
E3 BAR F3 G3 ||| G3 ||| 0.470588235234
E3 BAR F3 G3 ||| C4 ||| 0.0588235294093
A3 G3 A3 BAR ||| <UNK> ||| 2.4999999985e-11
A3 G3 A3 BAR ||| G3 ||| 0.499999999725
A3 G3 A3 BAR ||| B3 ||| 0.499999999725
BAR A4 G4 G4 BAR ||| G4 ||| 0.3333333331
BAR A4 G4 G4 BAR ||| A4 ||| 0.666666666167
BAR A4 G4 G4 BAR ||| <UNK> ||| 3.33333333067e-11
A3 BAR D3 G3 ||| F#3 ||| 0.499999999725
A3 BAR D3 G3 ||| F3 ||| 0.499999999725
A3 BAR D3 G3 ||| <UNK> ||| 2.4999999985e-11
BAR G3 D4 C4 ||| <UNK> ||| 9.9999999976e-12
BAR G3 D4 C4 ||| D4 ||| 0.099999999986
BAR G3 D4 C4 ||| B3 ||| 0.699999999842
BAR G3 D4 C4 ||| C4 ||| 0.199999999962
BAR G4 F4 G4 ||| F4 ||| 0.666666666167
BAR G4 F4 G4 ||| A4 ||| 0.3333333331
BAR G4 F4 G4 ||| <UNK> ||| 3.33333333067e-11
BAR E4 ||| G4 ||| 0.0555555555537
BAR E4 ||| F4 ||| 0.16666666665
BAR E4 ||| B3 ||| 0.222222222198
BAR E4 ||| E4 ||| 0.277777777746
BAR E4 ||| D4 ||| 0.222222222198
BAR E4 ||| <UNK> ||| 5.55555555481e-12
BAR E4 ||| C4 ||| 0.0555555555537
E4 BAR E4 C4 ||| E4 ||| 0.571428571247
E4 BAR E4 C4 ||| D4 ||| 0.285714285631
E4 BAR E4 C4 ||| A3 ||| 0.142857142822
E4 BAR E4 C4 ||| <UNK> ||| 1.42857142808e-11
A3 B3 BAR E3 ||| <UNK> ||| 1.99999999904e-11
A3 B3 BAR E3 ||| E4 ||| 0.399999999828
A3 B3 BAR E3 ||| F3 ||| 0.399999999828
A3 B3 BAR E3 ||| B3 ||| 0.199999999924
G4 F4 E4 ||| END ||| 0.255813953476
G4 F4 E4 ||| F4 ||| 0.232558139524
G4 F4 E4 ||| A4 ||| 0.0232558139545
G4 F4 E4 ||| E4 ||| 0.0465116279067
G4 F4 E4 ||| F#4 ||| 0.0930232558111
G4 F4 E4 ||| D4 ||| 0.255813953476
G4 F4 E4 ||| <UNK> ||| 2.32558139522e-12
G4 F4 E4 ||| C4 ||| 0.0930232558111
BAR A3 A3 A3 ||| F3 ||| 0.083333333325
BAR A3 A3 A3 ||| G3 ||| 0.249999999958
BAR A3 A3 A3 ||| B-3 ||| 0.083333333325
BAR A3 A3 A3 ||| A3 ||| 0.416666666592
BAR A3 A3 A3 ||| B3 ||| 0.166666666642
BAR A3 A3 A3 ||| <UNK> ||| 8.33333333167e-12
G4 A4 BAR G4 ||| <UNK> ||| 1.99999999904e-11
G4 A4 BAR G4 ||| E4 ||| 0.199999999924
G4 A4 BAR G4 ||| R ||| 0.199999999924
G4 A4 BAR G4 ||| G4 ||| 0.399999999828
G4 A4 BAR G4 ||| C4 ||| 0.199999999924
C4 B3 BAR G3 ||| <UNK> ||| 1.42857142808e-11
C4 B3 BAR G3 ||| R ||| 0.142857142822
C4 B3 BAR G3 ||| G3 ||| 0.571428571247
C4 B3 BAR G3 ||| C4 ||| 0.285714285631
BAR B3 C#4 D4 ||| D4 ||| 0.3333333331
BAR B3 C#4 D4 ||| G3 ||| 0.666666666167
BAR B3 C#4 D4 ||| <UNK> ||| 3.33333333067e-11
G4 C4 BAR C4 ||| D4 ||| 0.3333333331
G4 C4 BAR C4 ||| <UNK> ||| 3.33333333067e-11
G4 C4 BAR C4 ||| F4 ||| 0.3333333331
G4 C4 BAR C4 ||| B3 ||| 0.3333333331
C4 BAR B3 E4 BAR ||| E4 ||| 0.399999999828
C4 BAR B3 E4 BAR ||| D4 ||| 0.399999999828
C4 BAR B3 E4 BAR ||| A4 ||| 0.199999999924
C4 BAR B3 E4 BAR ||| <UNK> ||| 1.99999999904e-11
B3 A3 C4 ||| B-3 ||| 0.49999999945
B3 A3 C4 ||| D4 ||| 0.49999999945
B3 A3 C4 ||| <UNK> ||| 4.999999994e-11
F#3 G3 A3 ||| <UNK> ||| 1.99999999904e-11
F#3 G3 A3 ||| G3 ||| 0.199999999924
F#3 G3 A3 ||| B3 ||| 0.799999999636
B-3 BAR C4 B-3 ||| B-3 ||| 0.799999999636
B-3 BAR C4 B-3 ||| <UNK> ||| 1.99999999904e-11
B-3 BAR C4 B-3 ||| C4 ||| 0.199999999924
A3 BAR G3 F#3 ||| <UNK> ||| 3.33333333067e-11
A3 BAR G3 F#3 ||| G3 ||| 0.3333333331
A3 BAR G3 F#3 ||| E3 ||| 0.3333333331
A3 BAR G3 F#3 ||| B3 ||| 0.3333333331
A3 G3 A3 ||| F#3 ||| 0.3333333331
A3 G3 A3 ||| G3 ||| 0.666666666167
A3 G3 A3 ||| <UNK> ||| 3.33333333067e-11
A3 BAR A3 G#3 ||| A3 ||| 0.49999999945
A3 BAR A3 G#3 ||| F#3 ||| 0.49999999945
A3 BAR A3 G#3 ||| <UNK> ||| 4.999999994e-11
BAR B3 ||| A3 ||| 0.249999999875
BAR B3 ||| <UNK> ||| 2.4999999985e-11
BAR B3 ||| C4 ||| 0.749999999575
E-4 D4 BAR E4 ||| E4 ||| 0.49999999945
E-4 D4 BAR E4 ||| E3 ||| 0.49999999945
E-4 D4 BAR E4 ||| <UNK> ||| 4.999999994e-11
C4 B3 C4 ||| F3 ||| 0.115384615378
C4 B3 C4 ||| B-3 ||| 0.0769230769198
C4 B3 C4 ||| A3 ||| 0.0384615384618
C4 B3 C4 ||| F#3 ||| 0.0384615384618
C4 B3 C4 ||| B3 ||| 0.26923076921
C4 B3 C4 ||| E4 ||| 0.0769230769198
C4 B3 C4 ||| D4 ||| 0.26923076921
C4 B3 C4 ||| <UNK> ||| 3.8461538458e-12
C4 B3 C4 ||| C4 ||| 0.115384615378
D4 BAR E4 E4 ||| F4 ||| 0.249999999937
D4 BAR E4 E4 ||| E-4 ||| 0.124999999975
D4 BAR E4 E4 ||| E4 ||| 0.124999999975
D4 BAR E4 E4 ||| G3 ||| 0.249999999937
D4 BAR E4 E4 ||| C4 ||| 0.249999999937
D4 BAR E4 E4 ||| <UNK> ||| 1.24999999962e-11
BAR G4 A4 B4 ||| E4 ||| 0.249999999875
BAR G4 A4 B4 ||| A4 ||| 0.499999999725
BAR G4 A4 B4 ||| C5 ||| 0.249999999875
BAR G4 A4 B4 ||| <UNK> ||| 2.4999999985e-11
G3 A3 BAR B-3 ||| B-3 ||| 0.3333333331
G3 A3 BAR B-3 ||| A3 ||| 0.666666666167
G3 A3 BAR B-3 ||| <UNK> ||| 3.33333333067e-11
C3 G3 BAR A3 ||| F3 ||| 0.666666666167
C3 G3 BAR A3 ||| G3 ||| 0.3333333331
C3 G3 BAR A3 ||| <UNK> ||| 3.33333333067e-11
A4 G4 BAR E4 ||| E4 ||| 0.666666666167
A4 G4 BAR E4 ||| R ||| 0.3333333331
A4 G4 BAR E4 ||| <UNK> ||| 3.33333333067e-11
F4 G4 G4 BAR ||| E4 ||| 0.133333333319
F4 G4 G4 BAR ||| G4 ||| 0.466666666599
F4 G4 G4 BAR ||| F4 ||| 0.133333333319
F4 G4 G4 BAR ||| A4 ||| 0.266666666631
F4 G4 G4 BAR ||| <UNK> ||| 6.6666666656e-12
D4 E4 F#4 ||| <UNK> ||| 1.11111111081e-11
D4 E4 F#4 ||| E4 ||| 0.111111111093
D4 E4 F#4 ||| G4 ||| 0.777777777581
D4 E4 F#4 ||| B3 ||| 0.111111111093
D4 E4 D4 BAR ||| B3 ||| 0.14285714284
D4 E4 D4 BAR ||| <UNK> ||| 7.14285714163e-12
D4 E4 D4 BAR ||| D4 ||| 0.214285714256
D4 E4 D4 BAR ||| G4 ||| 0.14285714284
D4 E4 D4 BAR ||| C4 ||| 0.499999999921
BAR R E4 D4 ||| <UNK> ||| 1.99999999904e-11
BAR R E4 D4 ||| A4 ||| 0.399999999828
BAR R E4 D4 ||| C4 ||| 0.599999999732
G3 F3 G3 BAR ||| F3 ||| 0.199999999962
G3 F3 G3 BAR ||| G3 ||| 0.099999999986
G3 F3 G3 BAR ||| A3 ||| 0.49999999989
G3 F3 G3 BAR ||| C3 ||| 0.099999999986
G3 F3 G3 BAR ||| E3 ||| 0.099999999986
G3 F3 G3 BAR ||| <UNK> ||| 9.9999999976e-12
A3 G3 F3 BAR ||| F3 ||| 0.124999999992
A3 G3 F3 BAR ||| G3 ||| 0.124999999992
A3 G3 F3 BAR ||| E3 ||| 0.749999999929
A3 G3 F3 BAR ||| <UNK> ||| 4.16666666625e-12
F3 BAR F3 E3 ||| A3 ||| 0.285714285631
F3 BAR F3 E3 ||| D3 ||| 0.714285714055
F3 BAR F3 E3 ||| <UNK> ||| 1.42857142808e-11
BAR D4 E4 F#4 ||| D4 ||| 0.3333333331
BAR D4 E4 F#4 ||| G4 ||| 0.3333333331
BAR D4 E4 F#4 ||| A4 ||| 0.3333333331
BAR D4 E4 F#4 ||| <UNK> ||| 3.33333333067e-11
E3 BAR A3 A3 ||| A3 ||| 0.142857142822
E3 BAR A3 A3 ||| G3 ||| 0.857142856863
E3 BAR A3 A3 ||| <UNK> ||| 1.42857142808e-11
G4 F#4 G4 BAR ||| E4 ||| 0.49999999945
G4 F#4 G4 BAR ||| F4 ||| 0.49999999945
G4 F#4 G4 BAR ||| <UNK> ||| 4.999999994e-11
D3 BAR E3 E3 ||| F3 ||| 0.49999999945
D3 BAR E3 E3 ||| E3 ||| 0.49999999945
D3 BAR E3 E3 ||| <UNK> ||| 4.999999994e-11
F4 B3 C4 ||| D4 ||| 0.799999999636
F4 B3 C4 ||| G4 ||| 0.199999999924
F4 B3 C4 ||| <UNK> ||| 1.99999999904e-11
G4 G4 F4 BAR ||| E4 ||| 0.937499999866
G4 G4 F4 BAR ||| F4 ||| 0.0624999999969
G4 G4 F4 BAR ||| <UNK> ||| 6.24999999906e-12
BAR A3 G3 G3 ||| F3 ||| 0.210526315768
BAR A3 G3 G3 ||| G3 ||| 0.157894736827
BAR A3 G3 G3 ||| B-3 ||| 0.052631578946
BAR A3 G3 G3 ||| A3 ||| 0.210526315768
BAR A3 G3 G3 ||| F#3 ||| 0.052631578946
BAR A3 G3 G3 ||| B3 ||| 0.210526315768
BAR A3 G3 G3 ||| D4 ||| 0.105263157887
BAR A3 G3 G3 ||| <UNK> ||| 5.26315789407e-12
E3 D3 BAR C3 ||| <UNK> ||| 3.33333333067e-11
E3 D3 BAR C3 ||| G3 ||| 0.3333333331
E3 D3 BAR C3 ||| E3 ||| 0.3333333331
E3 D3 BAR C3 ||| C4 ||| 0.3333333331
G4 G4 B3 BAR ||| A3 ||| 0.49999999945
G4 G4 B3 BAR ||| <UNK> ||| 4.999999994e-11
G4 G4 B3 BAR ||| C4 ||| 0.49999999945
G3 F3 BAR E-3 ||| END ||| 0.49999999945
G3 F3 BAR E-3 ||| D3 ||| 0.49999999945
G3 F3 BAR E-3 ||| <UNK> ||| 4.999999994e-11
E4 A4 D4 ||| E4 ||| 0.49999999945
E4 A4 D4 ||| G4 ||| 0.49999999945
E4 A4 D4 ||| <UNK> ||| 4.999999994e-11
R C4 BAR C4 ||| <UNK> ||| 1.24999999962e-11
R C4 BAR C4 ||| D4 ||| 0.3749999999
R C4 BAR C4 ||| C4 ||| 0.3749999999
R C4 BAR C4 ||| B3 ||| 0.249999999937
C4 BAR B3 D4 ||| E4 ||| 0.249999999875
C4 BAR B3 D4 ||| <UNK> ||| 2.4999999985e-11
C4 BAR B3 D4 ||| C4 ||| 0.749999999575
C#4 C4 BAR C4 ||| <UNK> ||| 3.33333333067e-11
C#4 C4 BAR C4 ||| G4 ||| 0.3333333331
C#4 C4 BAR C4 ||| C4 ||| 0.666666666167
BAR E4 C4 D4 ||| <UNK> ||| 1.42857142808e-11
BAR E4 C4 D4 ||| E4 ||| 0.428571428439
BAR E4 C4 D4 ||| D4 ||| 0.142857142822
BAR E4 C4 D4 ||| C4 ||| 0.285714285631
BAR E4 C4 D4 ||| B3 ||| 0.142857142822
G3 E3 BAR F3 ||| A3 ||| 0.249999999875
G3 E3 BAR F3 ||| R ||| 0.499999999725
G3 E3 BAR F3 ||| G3 ||| 0.249999999875
G3 E3 BAR F3 ||| <UNK> ||| 2.4999999985e-11
BAR C4 C4 D4 ||| G3 ||| 0.249999999958
BAR C4 C4 D4 ||| B3 ||| 0.083333333325
BAR C4 C4 D4 ||| E4 ||| 0.249999999958
BAR C4 C4 D4 ||| D4 ||| 0.333333333275
BAR C4 C4 D4 ||| C4 ||| 0.083333333325
BAR C4 C4 D4 ||| <UNK> ||| 8.33333333167e-12
B3 C4 BAR F4 ||| E4 ||| 0.49999999945
B3 C4 BAR F4 ||| F4 ||| 0.49999999945
B3 C4 BAR F4 ||| <UNK> ||| 4.999999994e-11
G4 BAR G4 C4 ||| D4 ||| 0.714285714055
G4 BAR G4 C4 ||| <UNK> ||| 1.42857142808e-11
G4 BAR G4 C4 ||| C4 ||| 0.285714285631
BAR A3 G3 A3 ||| <UNK> ||| 7.69230769089e-12
BAR A3 G3 A3 ||| G3 ||| 0.384615384552
BAR A3 G3 A3 ||| B3 ||| 0.615384615279
BAR C#4 BAR D4 ||| <UNK> ||| 1.99999999904e-11
BAR C#4 BAR D4 ||| G4 ||| 0.199999999924
BAR C#4 BAR D4 ||| C4 ||| 0.799999999636
G4 G4 F#4 ||| B4 ||| 0.49999999945
G4 G4 F#4 ||| G4 ||| 0.49999999945
G4 G4 F#4 ||| <UNK> ||| 4.999999994e-11
B3 BAR G3 G3 ||| D4 ||| 0.49999999945
B3 BAR G3 G3 ||| <UNK> ||| 4.999999994e-11
B3 BAR G3 G3 ||| C4 ||| 0.49999999945
A3 B3 BAR A3 ||| A3 ||| 0.499999999725
A3 B3 BAR A3 ||| <UNK> ||| 2.4999999985e-11
A3 B3 BAR A3 ||| G3 ||| 0.249999999875
A3 B3 BAR A3 ||| C4 ||| 0.249999999875
BAR E4 BAR ||| E4 ||| 0.249999999937
BAR E4 BAR ||| D4 ||| 0.249999999937
BAR E4 BAR ||| F4 ||| 0.3749999999
BAR E4 BAR ||| A4 ||| 0.124999999975
BAR E4 BAR ||| <UNK> ||| 1.24999999962e-11
C4 C4 BAR G4 ||| R ||| 0.3333333331
C4 C4 BAR G4 ||| G3 ||| 0.666666666167
C4 C4 BAR G4 ||| <UNK> ||| 3.33333333067e-11
F4 G4 F4 BAR ||| E4 ||| 0.399999999828
F4 G4 F4 BAR ||| G4 ||| 0.399999999828
F4 G4 F4 BAR ||| F4 ||| 0.199999999924
F4 G4 F4 BAR ||| <UNK> ||| 1.99999999904e-11
G3 A3 B3 ||| <UNK> ||| 5.55555555481e-12
G3 A3 B3 ||| C4 ||| 0.833333333228
G3 A3 B3 ||| A3 ||| 0.0555555555537
G3 A3 B3 ||| R ||| 0.0555555555537
G3 A3 B3 ||| B3 ||| 0.0555555555537
BAR C4 G3 ||| A3 ||| 0.3333333331
BAR C4 G3 ||| <UNK> ||| 3.33333333067e-11
BAR C4 G3 ||| E3 ||| 0.3333333331
BAR C4 G3 ||| C4 ||| 0.3333333331
A3 A3 B3 ||| C#4 ||| 0.49999999945
A3 A3 B3 ||| <UNK> ||| 4.999999994e-11
A3 A3 B3 ||| C4 ||| 0.49999999945
C4 A3 D4 ||| D4 ||| 0.166666666617
C4 A3 D4 ||| <UNK> ||| 1.666666666e-11
C4 A3 D4 ||| G3 ||| 0.166666666617
C4 A3 D4 ||| C4 ||| 0.666666666417
BAR D4 BAR E4 ||| E4 ||| 0.399999999828
BAR D4 BAR E4 ||| D4 ||| 0.199999999924
BAR D4 BAR E4 ||| F4 ||| 0.399999999828
BAR D4 BAR E4 ||| <UNK> ||| 1.99999999904e-11
C4 BAR F4 G4 ||| F4 ||| 0.3333333331
C4 BAR F4 G4 ||| A4 ||| 0.666666666167
C4 BAR F4 G4 ||| <UNK> ||| 3.33333333067e-11
B-3 BAR A3 A3 ||| B-3 ||| 0.142857142822
B-3 BAR A3 A3 ||| A3 ||| 0.714285714055
B-3 BAR A3 A3 ||| E3 ||| 0.142857142822
B-3 BAR A3 A3 ||| <UNK> ||| 1.42857142808e-11
G4 F4 C4 ||| D4 ||| 0.124999999975
G4 F4 C4 ||| <UNK> ||| 1.24999999962e-11
G4 F4 C4 ||| D-4 ||| 0.749999999787
G4 F4 C4 ||| C4 ||| 0.124999999975
B3 BAR C4 F4 ||| <UNK> ||| 7.69230769089e-12
B3 BAR C4 F4 ||| E4 ||| 0.307692307643
B3 BAR C4 F4 ||| G4 ||| 0.461538461461
