3
B4 D5 BAR D5 ||| D5 ||| 0.153841242785
C#5 F#5 BAR F5 ||| <UNK> ||| 9.99520230289e-06
A4 G#4 G#4 BAR ||| R ||| 0.285696123694
A4 G#4 G#4 BAR ||| A4 ||| 0.714238166526
A4 G#4 G#4 BAR ||| <UNK> ||| 1.4284734761e-06
B4 D#5 E5 ||| D5 ||| 0.142848776084
B4 D#5 E5 ||| F#5 ||| 0.857085514136
B4 D#5 E5 ||| <UNK> ||| 1.4284734761e-06
F#5 D5 G5 BAR ||| G5 ||| 0.999530225492
F#5 D5 G5 BAR ||| <UNK> ||| 9.99520230289e-06
D5 D5 BAR C5 ||| G4 ||| 0.199991400413
D5 D5 BAR C5 ||| B4 ||| 0.299986600643
D5 D5 BAR C5 ||| D5 ||| 0.0999962001824
D5 D5 BAR C5 ||| C6 ||| 0.0999962001824
D5 D5 BAR C5 ||| C5 ||| 0.299986600643
D5 D5 BAR C5 ||| <UNK> ||| 9.99952002304e-07
BAR E4 BAR E4 A4 ||| A4 ||| 0.999530225492
BAR E4 BAR E4 A4 ||| <UNK> ||| 9.99520230289e-06
BAR A4 B4 G4 ||| G5 ||| 0.124993750375
BAR A4 B4 G4 ||| G4 ||| 0.374978751275
BAR A4 B4 G4 ||| A4 ||| 0.374978751275
BAR A4 B4 G4 ||| C5 ||| 0.124993750375
BAR A4 B4 G4 ||| <UNK> ||| 1.2499250045e-06
BAR G4 G4 G4 BAR ||| G4 ||| 0.523798027474
BAR G4 G4 G4 BAR ||| F#4 ||| 0.0952363945967
BAR G4 G4 G4 BAR ||| A4 ||| 0.0476184353881
BAR G4 G4 G4 BAR ||| F4 ||| 0.0476184353881
BAR G4 G4 G4 BAR ||| C5 ||| 0.285708231431
BAR G4 G4 G4 BAR ||| <UNK> ||| 4.76179592086e-07
B4 A4 C5 BAR ||| B4 ||| 0.333283341332
B4 A4 C5 BAR ||| D5 ||| 0.333283341332
B4 A4 C5 BAR ||| C5 ||| 0.333283341332
B4 A4 C5 BAR ||| <UNK> ||| 3.33280008532e-06
E4 D4 C4 BAR ||| G4 ||| 0.0526307756436
E4 D4 C4 BAR ||| F4 ||| 0.105261024985
E4 D4 C4 BAR ||| B3 ||| 0.36841227169
E4 D4 C4 BAR ||| D4 ||| 0.105261024985
E4 D4 C4 BAR ||| <UNK> ||| 5.26302493411e-07
E4 D4 C4 BAR ||| C5 ||| 0.0526307756436
E4 D4 C4 BAR ||| C4 ||| 0.315782022349
BAR F4 F#4 G#4 ||| A4 ||| 0.999765056386
BAR F4 F#4 G#4 ||| <UNK> ||| 4.99880028793e-06
G#5 A5 E5 ||| E5 ||| 0.999530225492
G#5 A5 E5 ||| <UNK> ||| 9.99520230289e-06
BAR G#4 A4 BAR A4 ||| B4 ||| 0.499885027593
BAR G#4 A4 BAR A4 ||| G#4 ||| 0.499885027593
BAR G#4 A4 BAR A4 ||| <UNK> ||| 4.99880028793e-06
BAR R E5 F5 ||| E5 ||| 0.333283341332
BAR R E5 F5 ||| G5 ||| 0.666563349864
BAR R E5 F5 ||| <UNK> ||| 3.33280008532e-06
BAR D4 BAR D4 C4 ||| <UNK> ||| 9.99520230289e-06
BAR D4 BAR D4 C4 ||| B3 ||| 0.999530225492
B4 BAR B4 G#4 ||| A4 ||| 0.999765056386
B4 BAR B4 G#4 ||| <UNK> ||| 4.99880028793e-06
D#5 B4 B4 BAR ||| B4 ||| 0.666640834367
D#5 B4 B4 BAR ||| A4 ||| 0.333320833833
D#5 B4 B4 BAR ||| <UNK> ||| 8.33300001333e-07
E5 BAR D5 G5 BAR ||| F5 ||| 0.999530225492
E5 BAR D5 G5 BAR ||| <UNK> ||| 9.99520230289e-06
G5 BAR G5 A5 BAR ||| G5 ||| 0.666563349864
G5 BAR G5 A5 BAR ||| A5 ||| 0.333283341332
G5 BAR G5 A5 BAR ||| <UNK> ||| 3.33280008532e-06
C5 C5 B4 BAR ||| G4 ||| 0.439021942311
C5 C5 B4 BAR ||| B4 ||| 0.146340728737
C5 C5 B4 BAR ||| R ||| 0.0243902230816
C5 C5 B4 BAR ||| A4 ||| 0.195120930999
C5 C5 B4 BAR ||| E4 ||| 0.0121951725161
C5 C5 B4 BAR ||| C5 ||| 0.182925880434
C5 C5 B4 BAR ||| <UNK> ||| 1.21950505656e-07
BAR F4 D4 G4 ||| G4 ||| 0.999530225492
BAR F4 D4 G4 ||| <UNK> ||| 9.99520230289e-06
F#4 G#4 BAR E4 ||| <UNK> ||| 1.666533344e-06
F#4 G#4 BAR E4 ||| R ||| 0.166655000933
F#4 G#4 BAR E4 ||| END ||| 0.499961669733
F#4 G#4 BAR E4 ||| A4 ||| 0.166655000933
F#4 G#4 BAR E4 ||| G#4 ||| 0.166655000933
A4 A4 G#4 BAR ||| E4 ||| 0.661760181693
A4 A4 G#4 BAR ||| R ||| 0.0147059256052
A4 A4 G#4 BAR ||| A4 ||| 0.323527275102
A4 A4 G#4 BAR ||| <UNK> ||| 1.47057785474e-07
E4 D4 BAR C4 ||| G4 ||| 0.0399996320071
E4 D4 BAR C4 ||| END ||| 0.0399996320071
E4 D4 BAR C4 ||| E4 ||| 0.119998096037
E4 D4 BAR C4 ||| R ||| 0.0399996320071
E4 D4 BAR C4 ||| A4 ||| 0.0399996320071
E4 D4 BAR C4 ||| B3 ||| 0.0799988640218
E4 D4 BAR C4 ||| F4 ||| 0.119998096037
E4 D4 BAR C4 ||| D4 ||| 0.31999425611
E4 D4 BAR C4 ||| <UNK> ||| 3.99992320147e-07
E4 D4 BAR C4 ||| C5 ||| 0.0399996320071
E4 D4 BAR C4 ||| C4 ||| 0.159997328051
G#4 E4 R BAR ||| E4 ||| 0.999906009023
G#4 E4 R BAR ||| <UNK> ||| 1.99980801843e-06
A4 C#5 BAR D5 ||| G4 ||| 0.499885027593
A4 C#5 BAR D5 ||| C5 ||| 0.499885027593
A4 C#5 BAR D5 ||| <UNK> ||| 4.99880028793e-06
G#4 G#4 BAR A4 ||| B4 ||| 0.249986250825
G#4 G#4 BAR A4 ||| G4 ||| 0.249986250825
G#4 G#4 BAR A4 ||| A4 ||| 0.499971251725
G#4 G#4 BAR A4 ||| <UNK> ||| 1.2499250045e-06
BAR B4 B4 D#5 ||| E5 ||| 0.999882514098
BAR B4 B4 D#5 ||| <UNK> ||| 2.499700036e-06
C5 B4 B-4 BAR ||| A-4 ||| 0.999530225492
C5 B4 B-4 BAR ||| <UNK> ||| 9.99520230289e-06
A5 A5 G5 ||| G5 ||| 0.333283341332
A5 A5 G5 ||| F#5 ||| 0.666563349864
A5 A5 G5 ||| <UNK> ||| 3.33280008532e-06
G4 G4 G#4 ||| A4 ||| 0.999843358396
G4 G4 G#4 ||| <UNK> ||| 3.33280008532e-06
B4 BAR G#4 E4 BAR ||| A4 ||| 0.999530225492
B4 BAR G#4 E4 BAR ||| <UNK> ||| 9.99520230289e-06
B4 C5 A4 BAR ||| B4 ||| 0.199982801651
B4 C5 A4 BAR ||| <UNK> ||| 1.99980801843e-06
B4 C5 A4 BAR ||| G4 ||| 0.199982801651
B4 C5 A4 BAR ||| C5 ||| 0.199982801651
B4 C5 A4 BAR ||| D5 ||| 0.399963603494
D4 D4 D4 BAR ||| E4 ||| 0.2499725033
D4 D4 D4 BAR ||| G4 ||| 0.749912510499
D4 D4 D4 BAR ||| <UNK> ||| 2.499700036e-06
F#4 D4 BAR R ||| G4 ||| 0.999530225492
F#4 D4 BAR R ||| <UNK> ||| 9.99520230289e-06
G4 F4 BAR A4 ||| G4 ||| 0.199982801651
G4 F4 BAR A4 ||| A4 ||| 0.599944405337
G4 F4 BAR A4 ||| C5 ||| 0.199982801651
G4 F4 BAR A4 ||| <UNK> ||| 1.99980801843e-06
BAR E5 E5 D#5 ||| E5 ||| 0.999765056386
BAR E5 E5 D#5 ||| <UNK> ||| 4.99880028793e-06
BAR G4 A4 BAR A4 ||| G4 ||| 0.333283341332
BAR G4 A4 BAR A4 ||| A4 ||| 0.333283341332
BAR G4 A4 BAR A4 ||| B-4 ||| 0.333283341332
BAR G4 A4 BAR A4 ||| <UNK> ||| 3.33280008532e-06
BAR A4 D4 D5 ||| C5 ||| 0.999765056386
BAR A4 D4 D5 ||| <UNK> ||| 4.99880028793e-06
A4 BAR A4 C5 BAR ||| C5 ||| 0.999530225492
A4 BAR A4 C5 BAR ||| <UNK> ||| 9.99520230289e-06
BAR C5 R E5 BAR ||| E5 ||| 0.999530225492
BAR C5 R E5 BAR ||| <UNK> ||| 9.99520230289e-06
BAR G#5 G#5 ||| A5 ||| 0.999530225492
BAR G#5 G#5 ||| <UNK> ||| 9.99520230289e-06
B4 BAR D5 E5 ||| F5 ||| 0.999530225492
B4 BAR D5 E5 ||| <UNK> ||| 9.99520230289e-06
B-5 A5 G5 BAR ||| F5 ||| 0.999530225492
B-5 A5 G5 BAR ||| <UNK> ||| 9.99520230289e-06
G4 F4 F4 ||| E4 ||| 0.888842595062
G4 F4 F4 ||| D4 ||| 0.111106296553
G4 F4 F4 ||| <UNK> ||| 1.11105185501e-06
A5 A5 G#5 BAR ||| E5 ||| 0.999882514098
A5 A5 G#5 BAR ||| <UNK> ||| 2.499700036e-06
BAR F4 G4 G4 ||| E4 ||| 0.2499725033
BAR F4 G4 G4 ||| G4 ||| 0.499942506899
BAR F4 G4 G4 ||| F4 ||| 0.2499725033
BAR F4 G4 G4 ||| <UNK> ||| 2.499700036e-06
D5 BAR G5 E5 ||| F#5 ||| 0.999530225492
D5 BAR G5 E5 ||| <UNK> ||| 9.99520230289e-06
R A5 BAR A5 ||| G5 ||| 0.999530225492
R A5 BAR A5 ||| <UNK> ||| 9.99520230289e-06
BAR D5 A4 A4 ||| A4 ||| 0.499885027593
BAR D5 A4 A4 ||| C5 ||| 0.499885027593
BAR D5 A4 A4 ||| <UNK> ||| 4.99880028793e-06
A3 BAR E4 E4 ||| F4 ||| 0.999765056386
A3 BAR E4 E4 ||| <UNK> ||| 4.99880028793e-06
BAR F#4 E4 E4 ||| D#4 ||| 0.999530225492
BAR F#4 E4 E4 ||| <UNK> ||| 9.99520230289e-06
G5 BAR F5 G5 BAR ||| G5 ||| 0.999530225492
G5 BAR F5 G5 BAR ||| <UNK> ||| 9.99520230289e-06
BAR R A4 G#4 ||| A4 ||| 0.999765056386
BAR R A4 G#4 ||| <UNK> ||| 4.99880028793e-06
G#4 BAR E4 C4 ||| G4 ||| 0.999765056386
G#4 BAR E4 C4 ||| <UNK> ||| 4.99880028793e-06
BAR G4 BAR E4 G4 BAR ||| G4 ||| 0.999765056386
BAR G4 BAR E4 G4 BAR ||| <UNK> ||| 4.99880028793e-06
E4 D#4 BAR B3 ||| <UNK> ||| 4.99880028793e-06
E4 D#4 BAR B3 ||| R ||| 0.499885027593
E4 D#4 BAR B3 ||| B3 ||| 0.499885027593
A4 D5 B4 ||| G4 ||| 0.499885027593
A4 D5 B4 ||| C5 ||| 0.499885027593
A4 D5 B4 ||| <UNK> ||| 4.99880028793e-06
A4 G4 BAR D5 ||| D5 ||| 0.499885027593
A4 G4 BAR D5 ||| C5 ||| 0.499885027593
A4 G4 BAR D5 ||| <UNK> ||| 4.99880028793e-06
BAR A5 G#5 F#5 ||| G#5 ||| 0.999530225492
BAR A5 G#5 F#5 ||| <UNK> ||| 9.99520230289e-06
B4 E4 F4 BAR ||| G4 ||| 0.999530225492
B4 E4 F4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR A4 B4 B4 ||| E4 ||| 0.0833308334333
BAR A4 B4 B4 ||| <UNK> ||| 8.33300001333e-07
BAR A4 B4 B4 ||| G#4 ||| 0.0833308334333
BAR A4 B4 B4 ||| C5 ||| 0.2499908337
BAR A4 B4 B4 ||| A4 ||| 0.583310834233
BAR G4 BAR A4 B-4 ||| A4 ||| 0.999530225492
BAR G4 BAR A4 B-4 ||| <UNK> ||| 9.99520230289e-06
D5 E5 B4 BAR ||| E5 ||| 0.666563349864
D5 E5 B4 BAR ||| B4 ||| 0.333283341332
D5 E5 B4 BAR ||| <UNK> ||| 3.33280008532e-06
E5 BAR R D5 ||| G5 ||| 0.999530225492
E5 BAR R D5 ||| <UNK> ||| 9.99520230289e-06
G4 G#4 BAR A4 ||| E4 ||| 0.2499725033
G4 G#4 BAR A4 ||| A3 ||| 0.2499725033
G4 G#4 BAR A4 ||| A4 ||| 0.499942506899
G4 G#4 BAR A4 ||| <UNK> ||| 2.499700036e-06
C4 B4 BAR C5 ||| C5 ||| 0.999530225492
C4 B4 BAR C5 ||| <UNK> ||| 9.99520230289e-06
B4 D5 BAR C#5 ||| C#5 ||| 0.499885027593
B4 D5 BAR C#5 ||| END ||| 0.499885027593
B4 D5 BAR C#5 ||| <UNK> ||| 4.99880028793e-06
BAR F4 A4 BAR G4 BAR ||| A4 ||| 0.999530225492
BAR F4 A4 BAR G4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR C4 E4 G#4 ||| A4 ||| 0.999530225492
BAR C4 E4 G#4 ||| <UNK> ||| 9.99520230289e-06
G#4 BAR A4 R ||| G4 ||| 0.499885027593
G#4 BAR A4 R ||| G#4 ||| 0.499885027593
G#4 BAR A4 R ||| <UNK> ||| 4.99880028793e-06
G#4 A4 BAR D4 ||| B4 ||| 0.333283341332
G#4 A4 BAR D4 ||| E4 ||| 0.666563349864
G#4 A4 BAR D4 ||| <UNK> ||| 3.33280008532e-06
B3 B3 C4 ||| D4 ||| 0.999843358396
B3 B3 C4 ||| <UNK> ||| 3.33280008532e-06
BAR G4 A4 B-4 ||| C5 ||| 0.222211482054
BAR G4 A4 B-4 ||| A4 ||| 0.555527038558
BAR G4 A4 B-4 ||| B-4 ||| 0.222211482054
BAR G4 A4 B-4 ||| <UNK> ||| 1.11105185501e-06
G4 D4 D4 ||| F4 ||| 0.999530225492
G4 D4 D4 ||| <UNK> ||| 9.99520230289e-06
B3 C4 D4 ||| E4 ||| 0.399963603494
B3 C4 D4 ||| D4 ||| 0.399963603494
B3 C4 D4 ||| <UNK> ||| 1.99980801843e-06
B3 C4 D4 ||| C4 ||| 0.199982801651
F4 BAR E4 B3 ||| R ||| 0.999530225492
F4 BAR E4 B3 ||| <UNK> ||| 9.99520230289e-06
D5 BAR E5 E5 ||| E5 ||| 0.517233163037
D5 BAR E5 E5 ||| D5 ||| 0.310340035751
D5 BAR E5 E5 ||| A5 ||| 0.0689647205839
D5 BAR E5 E5 ||| F5 ||| 0.103446908465
D5 BAR E5 E5 ||| <UNK> ||| 3.4482187881e-07
B4 BAR G#4 A4 BAR ||| G4 ||| 0.999530225492
B4 BAR G#4 A4 BAR ||| <UNK> ||| 9.99520230289e-06
C#5 E5 BAR D5 ||| A4 ||| 0.499885027593
C#5 E5 BAR D5 ||| C5 ||| 0.499885027593
C#5 E5 BAR D5 ||| <UNK> ||| 4.99880028793e-06
BAR F5 F5 E5 ||| E5 ||| 0.363621405611
BAR F5 F5 E5 ||| D5 ||| 0.636336778032
BAR F5 F5 E5 ||| <UNK> ||| 9.090512414e-07
BAR E4 E4 C#4 ||| D4 ||| 0.999843358396
BAR E4 E4 C#4 ||| <UNK> ||| 3.33280008532e-06
C5 G4 BAR A4 ||| B4 ||| 0.499885027593
C5 G4 BAR A4 ||| G4 ||| 0.499885027593
C5 G4 BAR A4 ||| <UNK> ||| 4.99880028793e-06
E5 D#5 BAR E5 ||| B4 ||| 0.2499725033
E5 D#5 BAR E5 ||| E5 ||| 0.2499725033
E5 D#5 BAR E5 ||| D5 ||| 0.499942506899
E5 D#5 BAR E5 ||| <UNK> ||| 2.499700036e-06
BAR R BAR R E5 ||| E5 ||| 0.2499725033
BAR R BAR R E5 ||| D5 ||| 0.2499725033
BAR R BAR R E5 ||| F5 ||| 0.499942506899
BAR R BAR R E5 ||| <UNK> ||| 2.499700036e-06
D5 BAR C#5 E5 ||| E5 ||| 0.999530225492
D5 BAR C#5 E5 ||| <UNK> ||| 9.99520230289e-06
E4 BAR D4 E4 ||| F4 ||| 0.499985625431
E4 BAR D4 E4 ||| E4 ||| 0.124996875094
E4 BAR D4 E4 ||| <UNK> ||| 6.24981250562e-07
E4 BAR D4 E4 ||| F#4 ||| 0.312491250262
E4 BAR D4 E4 ||| C4 ||| 0.0624987500375
F5 BAR F5 D5 ||| B4 ||| 0.499885027593
F5 BAR F5 D5 ||| G5 ||| 0.499885027593
F5 BAR F5 D5 ||| <UNK> ||| 4.99880028793e-06
BAR C#5 D5 E5 ||| C#5 ||| 0.999530225492
BAR C#5 D5 E5 ||| <UNK> ||| 9.99520230289e-06
E4 BAR A4 B4 ||| B4 ||| 0.428543471305
E4 BAR A4 B4 ||| C5 ||| 0.571390818915
E4 BAR A4 B4 ||| <UNK> ||| 1.4284734761e-06
F4 C5 E4 ||| F4 ||| 0.999530225492
F4 C5 E4 ||| <UNK> ||| 9.99520230289e-06
BAR A3 B3 E4 BAR ||| E4 ||| 0.999765056386
BAR A3 B3 E4 BAR ||| <UNK> ||| 4.99880028793e-06
G4 BAR F#4 B4 ||| G#4 ||| 0.999530225492
G4 BAR F#4 B4 ||| <UNK> ||| 9.99520230289e-06
E5 D5 D5 BAR ||| E5 ||| 0.46152218995
E5 D5 D5 BAR ||| B4 ||| 0.0769210059936
E5 D5 D5 BAR ||| D5 ||| 0.307681716367
E5 D5 D5 BAR ||| C5 ||| 0.153841242785
E5 D5 D5 BAR ||| <UNK> ||| 7.69202367913e-07
BAR A4 C5 BAR C5 ||| B4 ||| 0.999843358396
BAR A4 C5 BAR C5 ||| <UNK> ||| 3.33280008532e-06
C5 D5 BAR G4 ||| G5 ||| 0.999765056386
C5 D5 BAR G4 ||| <UNK> ||| 4.99880028793e-06
E5 F5 D5 ||| B4 ||| 0.285696123694
E5 F5 D5 ||| E5 ||| 0.428543471305
E5 F5 D5 ||| F5 ||| 0.285696123694
E5 F5 D5 ||| <UNK> ||| 1.4284734761e-06
C4 BAR B3 C#4 ||| D#4 ||| 0.999530225492
C4 BAR B3 C#4 ||| <UNK> ||| 9.99520230289e-06
D5 A5 BAR D5 ||| E5 ||| 0.499942506899
D5 A5 BAR D5 ||| C5 ||| 0.499942506899
D5 A5 BAR D5 ||| <UNK> ||| 2.499700036e-06
B4 C5 G4 BAR ||| G4 ||| 0.399981800874
B4 C5 G4 BAR ||| F4 ||| 0.0999962001824
B4 C5 G4 BAR ||| A4 ||| 0.199991400413
B4 C5 G4 BAR ||| C5 ||| 0.299986600643
B4 C5 G4 BAR ||| <UNK> ||| 9.99952002304e-07
D4 C#4 A4 BAR ||| A4 ||| 0.999765056386
D4 C#4 A4 BAR ||| <UNK> ||| 4.99880028793e-06
D5 BAR C#5 D5 ||| E5 ||| 0.999530225492
D5 BAR C#5 D5 ||| <UNK> ||| 9.99520230289e-06
BAR E5 F#5 G#5 ||| A5 ||| 0.999765056386
BAR E5 F#5 G#5 ||| <UNK> ||| 4.99880028793e-06
G4 C5 E5 BAR ||| E5 ||| 0.999530225492
G4 C5 E5 BAR ||| <UNK> ||| 9.99520230289e-06
G#4 BAR A4 BAR G4 ||| A4 ||| 0.999530225492
G#4 BAR A4 BAR G4 ||| <UNK> ||| 9.99520230289e-06
C5 BAR F4 G4 ||| F4 ||| 0.999765056386
C5 BAR F4 G4 ||| <UNK> ||| 4.99880028793e-06
C5 BAR B4 B4 BAR ||| B4 ||| 0.124993750375
C5 BAR B4 B4 BAR ||| G4 ||| 0.249986250825
C5 BAR B4 B4 BAR ||| A4 ||| 0.249986250825
C5 BAR B4 B4 BAR ||| C5 ||| 0.374978751275
C5 BAR B4 B4 BAR ||| <UNK> ||| 1.2499250045e-06
D5 BAR C5 G5 ||| F#5 ||| 0.999530225492
D5 BAR C5 G5 ||| <UNK> ||| 9.99520230289e-06
A4 B4 G#4 BAR ||| E4 ||| 0.749956252625
A4 B4 G#4 BAR ||| A4 ||| 0.249986250825
A4 B4 G#4 BAR ||| <UNK> ||| 1.2499250045e-06
F4 B-4 G4 ||| E4 ||| 0.999530225492
F4 B-4 G4 ||| <UNK> ||| 9.99520230289e-06
BAR A4 G4 BAR C4 ||| D4 ||| 0.999765056386
BAR A4 G4 BAR C4 ||| <UNK> ||| 4.99880028793e-06
BAR G4 A-4 G4 ||| F#4 ||| 0.999530225492
BAR G4 A-4 G4 ||| <UNK> ||| 9.99520230289e-06
G3 A3 D4 BAR ||| C#4 ||| 0.999530225492
G3 A3 D4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR E4 E4 ||| E4 ||| 0.571409694525
BAR E4 E4 ||| <UNK> ||| 7.14261225329e-07
BAR E4 E4 ||| F4 ||| 0.0714268367942
BAR E4 E4 ||| A4 ||| 0.285705204393
BAR E4 E4 ||| G#4 ||| 0.0714268367942
BAR D5 G5 BAR G5 ||| G5 ||| 0.999530225492
BAR D5 G5 BAR G5 ||| <UNK> ||| 9.99520230289e-06
E4 F#4 B3 ||| <UNK> ||| 9.99520230289e-06
E4 F#4 B3 ||| B3 ||| 0.999530225492
B-3 A3 A3 ||| G3 ||| 0.999530225492
B-3 A3 A3 ||| <UNK> ||| 9.99520230289e-06
C5 D5 C5 BAR ||| B4 ||| 0.333327083458
C5 D5 C5 BAR ||| C5 ||| 0.666653750258
C5 D5 C5 BAR ||| <UNK> ||| 4.166583335e-07
C5 B4 C5 ||| <UNK> ||| 1.44926528047e-07
C5 B4 C5 ||| G5 ||| 0.0144927977313
C5 B4 C5 ||| G4 ||| 0.0724634089502
C5 B4 C5 ||| F4 ||| 0.028985450536
C5 B4 C5 ||| B4 ||| 0.289853201021
C5 B4 C5 ||| A4 ||| 0.0724634089502
C5 B4 C5 ||| B-4 ||| 0.0144927977313
C5 B4 C5 ||| E5 ||| 0.028985450536
C5 B4 C5 ||| D5 ||| 0.289853201021
C5 B4 C5 ||| C5 ||| 0.173911978583
C5 B4 C5 ||| C4 ||| 0.0144927977313
BAR G4 F4 C5 BAR ||| C5 ||| 0.999843358396
BAR G4 F4 C5 BAR ||| <UNK> ||| 3.33280008532e-06
BAR F4 G4 BAR A4 ||| G4 ||| 0.999765056386
BAR F4 G4 BAR A4 ||| <UNK> ||| 4.99880028793e-06
B3 A3 D4 ||| <UNK> ||| 9.99520230289e-06
B3 A3 D4 ||| B3 ||| 0.999530225492
BAR C5 D5 ||| E5 ||| 0.499885027593
BAR C5 D5 ||| D5 ||| 0.499885027593
BAR C5 D5 ||| <UNK> ||| 4.99880028793e-06
B4 BAR C#5 D5 ||| B4 ||| 0.499885027593
B4 BAR C#5 D5 ||| D4 ||| 0.499885027593
B4 BAR C#5 D5 ||| <UNK> ||| 4.99880028793e-06
A4 D5 BAR G#4 ||| G#4 ||| 0.999530225492
A4 D5 BAR G#4 ||| <UNK> ||| 9.99520230289e-06
E4 D4 F4 ||| E4 ||| 0.999765056386
E4 D4 F4 ||| <UNK> ||| 4.99880028793e-06
E5 R F5 BAR ||| E5 ||| 0.999765056386
E5 R F5 BAR ||| <UNK> ||| 4.99880028793e-06
BAR A4 G4 BAR F4 ||| E4 ||| 0.599944405337
BAR A4 G4 BAR F4 ||| D4 ||| 0.199982801651
BAR A4 G4 BAR F4 ||| G4 ||| 0.199982801651
BAR A4 G4 BAR F4 ||| <UNK> ||| 1.99980801843e-06
BAR B4 B4 A4 BAR ||| A4 ||| 0.999530225492
BAR B4 B4 A4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR F#4 G4 BAR A4 ||| B4 ||| 0.999530225492
BAR F#4 G4 BAR A4 ||| <UNK> ||| 9.99520230289e-06
B-4 BAR A4 G#4 ||| D#4 ||| 0.999765056386
B-4 BAR A4 G#4 ||| <UNK> ||| 4.99880028793e-06
B4 C5 BAR D5 ||| G5 ||| 0.0526307756436
B4 C5 BAR D5 ||| G4 ||| 0.105261024985
B4 C5 BAR D5 ||| C#5 ||| 0.0526307756436
B4 C5 BAR D5 ||| B4 ||| 0.0526307756436
B4 C5 BAR D5 ||| D5 ||| 0.315782022349
B4 C5 BAR D5 ||| C5 ||| 0.421042521031
B4 C5 BAR D5 ||| <UNK> ||| 5.26302493411e-07
R F4 E4 BAR ||| D4 ||| 0.999530225492
R F4 E4 BAR ||| <UNK> ||| 9.99520230289e-06
D5 BAR G#4 G#4 BAR ||| A4 ||| 0.999530225492
D5 BAR G#4 G#4 BAR ||| <UNK> ||| 9.99520230289e-06
G4 A4 BAR A4 ||| <UNK> ||| 1.96076585946e-07
G4 A4 BAR A4 ||| G4 ||| 0.431368685157
G4 A4 BAR A4 ||| B4 ||| 0.137253806239
G4 A4 BAR A4 ||| G#4 ||| 0.274507416401
G4 A4 BAR A4 ||| B-4 ||| 0.0196078546712
G4 A4 BAR A4 ||| D4 ||| 0.0196078546712
G4 A4 BAR A4 ||| D5 ||| 0.0196078546712
G4 A4 BAR A4 ||| A-4 ||| 0.0196078546712
G4 A4 BAR A4 ||| C5 ||| 0.0196078546712
G4 A4 BAR A4 ||| A4 ||| 0.0588231718603
BAR E5 E5 BAR F5 ||| F5 ||| 0.999530225492
BAR E5 E5 BAR F5 ||| <UNK> ||| 9.99520230289e-06
A4 G#4 BAR E4 ||| <UNK> ||| 1.72412366242e-07
A4 G#4 BAR E4 ||| G4 ||| 0.0517238822851
A4 G#4 BAR E4 ||| F4 ||| 0.0172414090366
A4 G#4 BAR E4 ||| R ||| 0.0862063555336
A4 G#4 BAR E4 ||| END ||| 0.344824904897
A4 G#4 BAR E4 ||| G#4 ||| 0.0172414090366
A4 G#4 BAR E4 ||| E4 ||| 0.155171302031
A4 G#4 BAR E4 ||| F#4 ||| 0.0344826456609
A4 G#4 BAR E4 ||| D4 ||| 0.0172414090366
A4 G#4 BAR E4 ||| C4 ||| 0.0344826456609
A4 G#4 BAR E4 ||| A4 ||| 0.241377485152
G#4 BAR A4 F4 BAR ||| G4 ||| 0.999530225492
G#4 BAR A4 F4 BAR ||| <UNK> ||| 9.99520230289e-06
F#4 BAR D4 BAR A4 ||| B4 ||| 0.999765056386
F#4 BAR D4 BAR A4 ||| <UNK> ||| 4.99880028793e-06
BAR G4 BAR G4 E4 ||| E4 ||| 0.999530225492
BAR G4 BAR G4 E4 ||| <UNK> ||| 9.99520230289e-06
D#5 BAR E5 E5 ||| <UNK> ||| 4.99880028793e-06
D#5 BAR E5 E5 ||| D#5 ||| 0.499885027593
D#5 BAR E5 E5 ||| D5 ||| 0.499885027593
BAR E4 R E4 BAR ||| E4 ||| 0.333283341332
BAR E4 R E4 BAR ||| F#4 ||| 0.333283341332
BAR E4 R E4 BAR ||| A4 ||| 0.333283341332
BAR E4 R E4 BAR ||| <UNK> ||| 3.33280008532e-06
BAR C5 B-4 A4 BAR ||| D5 ||| 0.333283341332
BAR C5 B-4 A4 BAR ||| A4 ||| 0.333283341332
BAR C5 B-4 A4 BAR ||| B-4 ||| 0.333283341332
BAR C5 B-4 A4 BAR ||| <UNK> ||| 3.33280008532e-06
BAR C5 C5 BAR B4 BAR ||| C5 ||| 0.999530225492
BAR C5 C5 BAR B4 BAR ||| <UNK> ||| 9.99520230289e-06
E4 E4 BAR F4 ||| G4 ||| 0.272716281471
E4 E4 BAR F4 ||| B-3 ||| 0.0909060331913
E4 E4 BAR F4 ||| E4 ||| 0.454526529751
E4 E4 BAR F4 ||| D4 ||| 0.0909060331913
E4 E4 BAR F4 ||| C5 ||| 0.0909060331913
E4 E4 BAR F4 ||| <UNK> ||| 9.090512414e-07
BAR R C5 ||| E5 ||| 0.499885027593
BAR R C5 ||| B4 ||| 0.499885027593
BAR R C5 ||| <UNK> ||| 4.99880028793e-06
B4 A4 BAR G#4 ||| G4 ||| 0.0454540082762
B4 A4 BAR G#4 ||| END ||| 0.136361115757
B4 A4 BAR G#4 ||| R ||| 0.0909075620168
B4 A4 BAR G#4 ||| A4 ||| 0.545443099423
