3
A4 BAR G4 E4 BAR ||| G4 ||| 0.999765056386
C6 BAR F6 E6 ||| <UNK> ||| 9.99520230289e-06
B4 BAR D5 A4 ||| G4 ||| 0.999530225492
B4 BAR D5 A4 ||| <UNK> ||| 9.99520230289e-06
BAR F#5 G5 A5 ||| G5 ||| 0.999765056386
BAR F#5 G5 A5 ||| <UNK> ||| 4.99880028793e-06
F5 BAR D5 C5 BAR ||| E5 ||| 0.999530225492
F5 BAR D5 C5 BAR ||| <UNK> ||| 9.99520230289e-06
BAR C5 B4 A4 BAR ||| G4 ||| 0.249994500132
BAR C5 B4 A4 BAR ||| B4 ||| 0.0999981000456
BAR C5 B4 A4 BAR ||| A5 ||| 0.0499993000168
BAR C5 B4 A4 BAR ||| A4 ||| 0.149996900074
BAR C5 B4 A4 BAR ||| E5 ||| 0.249994500132
BAR C5 B4 A4 BAR ||| <UNK> ||| 4.99988000288e-07
BAR C5 B4 A4 BAR ||| C5 ||| 0.149996900074
BAR C5 B4 A4 BAR ||| G#4 ||| 0.0499993000168
G5 BAR A5 B5 ||| C6 ||| 0.999906009023
G5 BAR A5 B5 ||| <UNK> ||| 1.99980801843e-06
A4 G#4 A4 BAR ||| B4 ||| 0.874948753075
A4 G#4 A4 BAR ||| A4 ||| 0.124993750375
A4 G#4 A4 BAR ||| <UNK> ||| 1.2499250045e-06
A4 G4 G4 BAR ||| F4 ||| 0.222211482054
A4 G4 G4 BAR ||| A4 ||| 0.666632224059
A4 G4 G4 BAR ||| C5 ||| 0.111106296553
A4 G4 G4 BAR ||| <UNK> ||| 1.11105185501e-06
BAR F#5 G#5 BAR A5 ||| E5 ||| 0.999530225492
BAR F#5 G#5 BAR A5 ||| <UNK> ||| 9.99520230289e-06
G5 BAR G5 G5 ||| F5 ||| 0.999765056386
G5 BAR G5 G5 ||| <UNK> ||| 4.99880028793e-06
BAR G5 E5 G5 ||| D5 ||| 0.999765056386
BAR G5 E5 G5 ||| <UNK> ||| 4.99880028793e-06
F5 G5 C5 BAR ||| F5 ||| 0.999765056386
F5 G5 C5 BAR ||| <UNK> ||| 4.99880028793e-06
E5 G#4 A4 ||| D5 ||| 0.999530225492
E5 G#4 A4 ||| <UNK> ||| 9.99520230289e-06
G#4 C5 BAR C5 ||| C5 ||| 0.999530225492
G#4 C5 BAR C5 ||| <UNK> ||| 9.99520230289e-06
BAR B4 BAR C5 ||| B4 ||| 0.999843358396
BAR B4 BAR C5 ||| <UNK> ||| 3.33280008532e-06
BAR D4 ||| E4 ||| 0.999530225492
BAR D4 ||| <UNK> ||| 9.99520230289e-06
BAR G4 E4 A4 BAR ||| A4 ||| 0.999530225492
BAR G4 E4 A4 BAR ||| <UNK> ||| 9.99520230289e-06
C6 D6 BAR B5 ||| G5 ||| 0.499942506899
C6 D6 BAR B5 ||| A5 ||| 0.499942506899
C6 D6 BAR B5 ||| <UNK> ||| 2.499700036e-06
F4 BAR G4 A4 ||| G4 ||| 0.999843358396
F4 BAR G4 A4 ||| <UNK> ||| 3.33280008532e-06
G5 A5 BAR F5 ||| E5 ||| 0.666563349864
G5 A5 BAR F5 ||| F5 ||| 0.333283341332
G5 A5 BAR F5 ||| <UNK> ||| 3.33280008532e-06
D4 BAR C4 BAR E4 ||| F#4 ||| 0.999530225492
D4 BAR C4 BAR E4 ||| <UNK> ||| 9.99520230289e-06
D5 C5 E5 BAR ||| <UNK> ||| 5.8821868559e-07
D5 C5 E5 BAR ||| G5 ||| 0.0588224567777
D5 C5 E5 BAR ||| F5 ||| 0.176466193896
D5 C5 E5 BAR ||| E5 ||| 0.294109931014
D5 C5 E5 BAR ||| D5 ||| 0.294109931014
D5 C5 E5 BAR ||| C5 ||| 0.117644325337
D5 C5 E5 BAR ||| F#5 ||| 0.0588224567777
F#4 G4 A4 BAR ||| G4 ||| 0.999530225492
F#4 G4 A4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR A5 E5 G5 ||| E5 ||| 0.499885027593
BAR A5 E5 G5 ||| A5 ||| 0.499885027593
BAR A5 E5 G5 ||| <UNK> ||| 4.99880028793e-06
BAR D5 G5 E5 ||| A5 ||| 0.999530225492
BAR D5 G5 E5 ||| <UNK> ||| 9.99520230289e-06
F5 BAR D5 C5 ||| E5 ||| 0.999530225492
F5 BAR D5 C5 ||| <UNK> ||| 9.99520230289e-06
G5 A5 B5 ||| A5 ||| 0.999765056386
G5 A5 B5 ||| <UNK> ||| 4.99880028793e-06
BAR E5 E5 BAR E5 ||| <UNK> ||| 2.499700036e-06
BAR E5 E5 BAR E5 ||| D#5 ||| 0.2499725033
BAR E5 E5 BAR E5 ||| D5 ||| 0.749912510499
F#5 BAR G5 F#5 BAR ||| E5 ||| 0.999530225492
F#5 BAR G5 F#5 BAR ||| <UNK> ||| 9.99520230289e-06
A4 G4 F4 ||| E4 ||| 0.999932861747
A4 G4 F4 ||| <UNK> ||| 1.4284734761e-06
B4 B4 BAR E5 ||| D5 ||| 0.999530225492
B4 B4 BAR E5 ||| <UNK> ||| 9.99520230289e-06
F5 E5 D5 BAR ||| G5 ||| 0.0666652000469
F5 E5 D5 BAR ||| R ||| 0.0666652000469
F5 E5 D5 BAR ||| G#5 ||| 0.0666652000469
F5 E5 D5 BAR ||| E5 ||| 0.133329733449
F5 E5 D5 BAR ||| D5 ||| 0.266658800252
F5 E5 D5 BAR ||| C5 ||| 0.399987867055
F5 E5 D5 BAR ||| <UNK> ||| 6.66645334016e-07
BAR A4 BAR C5 D5 ||| E5 ||| 0.999843358396
BAR A4 BAR C5 D5 ||| <UNK> ||| 3.33280008532e-06
A5 B5 BAR E5 ||| E5 ||| 0.499885027593
A5 B5 BAR E5 ||| E6 ||| 0.499885027593
A5 B5 BAR E5 ||| <UNK> ||| 4.99880028793e-06
BAR D5 C5 BAR E5 ||| E5 ||| 0.2499725033
BAR D5 C5 BAR E5 ||| <UNK> ||| 2.499700036e-06
BAR D5 C5 BAR E5 ||| F#5 ||| 0.499942506899
BAR D5 C5 BAR E5 ||| F5 ||| 0.2499725033
D4 BAR C4 BAR G4 ||| E4 ||| 0.999530225492
D4 BAR C4 BAR G4 ||| <UNK> ||| 9.99520230289e-06
A4 G4 G4 ||| F4 ||| 0.999530225492
A4 G4 G4 ||| <UNK> ||| 9.99520230289e-06
F#4 BAR E4 G4 ||| G4 ||| 0.999882514098
F#4 BAR E4 G4 ||| <UNK> ||| 2.499700036e-06
G5 D5 C5 ||| E5 ||| 0.999530225492
G5 D5 C5 ||| <UNK> ||| 9.99520230289e-06
G4 BAR E4 A4 ||| G4 ||| 0.999530225492
G4 BAR E4 A4 ||| <UNK> ||| 9.99520230289e-06
B4 C5 G4 ||| E4 ||| 0.999765056386
B4 C5 G4 ||| <UNK> ||| 4.99880028793e-06
A5 BAR G#5 F#5 ||| E5 ||| 0.999530225492
A5 BAR G#5 F#5 ||| <UNK> ||| 9.99520230289e-06
BAR A5 B5 E5 BAR ||| F5 ||| 0.999921672933
BAR A5 B5 E5 BAR ||| <UNK> ||| 1.666533344e-06
BAR B4 G4 F#4 ||| E4 ||| 0.999765056386
BAR B4 G4 F#4 ||| <UNK> ||| 4.99880028793e-06
G#5 BAR E5 R ||| G5 ||| 0.999765056386
G#5 BAR E5 R ||| <UNK> ||| 4.99880028793e-06
A4 G4 BAR A4 ||| B4 ||| 0.833268338533
A4 G4 BAR A4 ||| G4 ||| 0.166655000933
A4 G4 BAR A4 ||| <UNK> ||| 1.666533344e-06
F4 BAR E4 BAR R ||| D4 ||| 0.999530225492
F4 BAR E4 BAR R ||| <UNK> ||| 9.99520230289e-06
BAR C5 E5 BAR E5 ||| D5 ||| 0.999530225492
BAR C5 E5 BAR E5 ||| <UNK> ||| 9.99520230289e-06
C5 E5 D5 BAR ||| C5 ||| 0.999530225492
C5 E5 D5 BAR ||| <UNK> ||| 9.99520230289e-06
BAR B4 D5 B4 ||| G4 ||| 0.999530225492
BAR B4 D5 B4 ||| <UNK> ||| 9.99520230289e-06
F#5 BAR E5 D#5 BAR ||| E5 ||| 0.999530225492
F#5 BAR E5 D#5 BAR ||| <UNK> ||| 9.99520230289e-06
D5 A5 BAR B5 ||| A5 ||| 0.999765056386
D5 A5 BAR B5 ||| <UNK> ||| 4.99880028793e-06
E5 BAR G5 F5 ||| E5 ||| 0.999765056386
E5 BAR G5 F5 ||| <UNK> ||| 4.99880028793e-06
E5 BAR A5 G5 ||| B4 ||| 0.111108703768
E5 BAR A5 G5 ||| <UNK> ||| 5.55540741136e-07
E5 BAR A5 G5 ||| A5 ||| 0.0555546296543
E5 BAR A5 G5 ||| F#5 ||| 0.444433148449
E5 BAR A5 G5 ||| F5 ||| 0.388879074336
BAR A5 B5 ||| C6 ||| 0.999530225492
BAR A5 B5 ||| <UNK> ||| 9.99520230289e-06
B4 BAR B4 C5 ||| D5 ||| 0.999765056386
B4 BAR B4 C5 ||| <UNK> ||| 4.99880028793e-06
BAR D5 G4 C5 BAR ||| C5 ||| 0.999530225492
BAR D5 G4 C5 BAR ||| <UNK> ||| 9.99520230289e-06
E5 C5 BAR F5 ||| F5 ||| 0.999530225492
E5 C5 BAR F5 ||| <UNK> ||| 9.99520230289e-06
G5 E5 BAR A5 ||| G#5 ||| 0.555541296677
G5 E5 BAR A5 ||| G5 ||| 0.333325000222
G5 E5 BAR A5 ||| A5 ||| 0.111108703768
G5 E5 BAR A5 ||| <UNK> ||| 5.55540741136e-07
E5 BAR R C5 ||| E5 ||| 0.666563349864
E5 BAR R C5 ||| D5 ||| 0.333283341332
E5 BAR R C5 ||| <UNK> ||| 3.33280008532e-06
E5 E5 B4 BAR ||| C5 ||| 0.999530225492
E5 E5 B4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR A5 G5 F5 BAR ||| E5 ||| 0.999765056386
BAR A5 G5 F5 BAR ||| <UNK> ||| 4.99880028793e-06
G5 G5 A5 BAR ||| B5 ||| 0.499885027593
G5 G5 A5 BAR ||| G5 ||| 0.499885027593
G5 G5 A5 BAR ||| <UNK> ||| 4.99880028793e-06
G5 A5 F5 BAR ||| E5 ||| 0.999530225492
G5 A5 F5 BAR ||| <UNK> ||| 9.99520230289e-06
BAR E5 G5 E5 ||| D5 ||| 0.999530225492
BAR E5 G5 E5 ||| <UNK> ||| 9.99520230289e-06
G4 F4 BAR E4 BAR ||| G4 ||| 0.499885027593
G4 F4 BAR E4 BAR ||| R ||| 0.499885027593
G4 F4 BAR E4 BAR ||| <UNK> ||| 4.99880028793e-06
B4 BAR B4 B4 ||| B4 ||| 0.499885027593
B4 BAR B4 B4 ||| C5 ||| 0.499885027593
B4 BAR B4 B4 ||| <UNK> ||| 4.99880028793e-06
C5 BAR D5 G4 ||| C5 ||| 0.999530225492
C5 BAR D5 G4 ||| <UNK> ||| 9.99520230289e-06
B4 A4 BAR E5 ||| D5 ||| 0.999906009023
B4 A4 BAR E5 ||| <UNK> ||| 1.99980801843e-06
F#5 E5 BAR B5 ||| C6 ||| 0.999530225492
F#5 E5 BAR B5 ||| <UNK> ||| 9.99520230289e-06
BAR A5 B5 E5 ||| <UNK> ||| 4.99880028793e-06
BAR A5 B5 E5 ||| F5 ||| 0.499885027593
BAR A5 B5 E5 ||| F#5 ||| 0.499885027593
D5 G5 E5 ||| D5 ||| 0.999530225492
D5 G5 E5 ||| <UNK> ||| 9.99520230289e-06
F4 E4 B4 BAR ||| C5 ||| 0.999530225492
F4 E4 B4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR B4 C5 D5 ||| E5 ||| 0.285708231431
BAR B4 C5 D5 ||| B4 ||| 0.190472313014
BAR B4 C5 D5 ||| G4 ||| 0.0952363945967
BAR B4 C5 D5 ||| C5 ||| 0.428562109057
BAR B4 C5 D5 ||| <UNK> ||| 4.76179592086e-07
BAR G5 F#5 G5 ||| E5 ||| 0.499971251725
BAR G5 F#5 G5 ||| G5 ||| 0.249986250825
BAR G5 F#5 G5 ||| F5 ||| 0.249986250825
BAR G5 F#5 G5 ||| <UNK> ||| 1.2499250045e-06
B4 BAR E5 D#5 ||| E5 ||| 0.999530225492
B4 BAR E5 D#5 ||| <UNK> ||| 9.99520230289e-06
BAR B4 A4 D5 ||| C5 ||| 0.999953002256
BAR B4 A4 D5 ||| <UNK> ||| 9.99952002304e-07
BAR C6 A5 G5 ||| E5 ||| 0.999530225492
BAR C6 A5 G5 ||| <UNK> ||| 9.99520230289e-06
A5 D6 C6 BAR ||| B5 ||| 0.999882514098
A5 D6 C6 BAR ||| <UNK> ||| 2.499700036e-06
D5 BAR C5 BAR B4 ||| A4 ||| 0.499885027593
D5 BAR C5 BAR B4 ||| C5 ||| 0.499885027593
D5 BAR C5 BAR B4 ||| <UNK> ||| 4.99880028793e-06
C5 C5 BAR B4 ||| B4 ||| 0.0416662500083
C5 C5 BAR B4 ||| R ||| 0.0416662500083
C5 C5 BAR B4 ||| A4 ||| 0.833317083658
C5 C5 BAR B4 ||| C5 ||| 0.0833320833583
C5 C5 BAR B4 ||| <UNK> ||| 4.166583335e-07
F#5 G5 F#5 ||| E5 ||| 0.999882514098
F#5 G5 F#5 ||| <UNK> ||| 2.499700036e-06
C5 C6 BAR C6 ||| C6 ||| 0.999530225492
C5 C6 BAR C6 ||| <UNK> ||| 9.99520230289e-06
BAR A4 A4 BAR G4 ||| A4 ||| 0.999530225492
BAR A4 A4 BAR G4 ||| <UNK> ||| 9.99520230289e-06
BAR B5 A5 G#5 BAR ||| A5 ||| 0.999530225492
BAR B5 A5 G#5 BAR ||| <UNK> ||| 9.99520230289e-06
D4 BAR C4 D4 ||| D4 ||| 0.999530225492
D4 BAR C4 D4 ||| <UNK> ||| 9.99520230289e-06
C5 C5 BAR C5 ||| G4 ||| 0.111106296553
C5 C5 BAR C5 ||| B4 ||| 0.111106296553
C5 C5 BAR C5 ||| E5 ||| 0.111106296553
C5 C5 BAR C5 ||| D5 ||| 0.444421853057
C5 C5 BAR C5 ||| C5 ||| 0.222211482054
C5 C5 BAR C5 ||| <UNK> ||| 1.11105185501e-06
A4 BAR G4 F#4 BAR ||| E4 ||| 0.999530225492
A4 BAR G4 F#4 BAR ||| <UNK> ||| 9.99520230289e-06
A5 BAR B5 A5 ||| E5 ||| 0.285696123694
A5 BAR B5 A5 ||| G5 ||| 0.714238166526
A5 BAR B5 A5 ||| <UNK> ||| 1.4284734761e-06
C5 A4 BAR B4 ||| C#5 ||| 0.2499725033
C5 A4 BAR B4 ||| B4 ||| 0.2499725033
C5 A4 BAR B4 ||| A4 ||| 0.2499725033
C5 A4 BAR B4 ||| C5 ||| 0.2499725033
C5 A4 BAR B4 ||| <UNK> ||| 2.499700036e-06
BAR B4 BAR C5 B4 ||| A4 ||| 0.999843358396
BAR B4 BAR C5 B4 ||| <UNK> ||| 3.33280008532e-06
BAR E5 E5 BAR D5 ||| E5 ||| 0.333308335333
BAR E5 E5 BAR D5 ||| D5 ||| 0.166655000933
BAR E5 E5 BAR D5 ||| C5 ||| 0.499961669733
BAR E5 E5 BAR D5 ||| <UNK> ||| 1.666533344e-06
BAR D4 E4 F4 ||| G4 ||| 0.999530225492
BAR D4 E4 F4 ||| <UNK> ||| 9.99520230289e-06
E5 BAR F5 D5 ||| G#5 ||| 0.999530225492
E5 BAR F5 D5 ||| <UNK> ||| 9.99520230289e-06
F#5 G5 F5 BAR ||| E5 ||| 0.999530225492
F#5 G5 F5 BAR ||| <UNK> ||| 9.99520230289e-06
BAR G4 C5 D5 BAR ||| E5 ||| 0.999530225492
BAR G4 C5 D5 BAR ||| <UNK> ||| 9.99520230289e-06
BAR E4 A4 BAR A4 ||| B4 ||| 0.999530225492
BAR E4 A4 BAR A4 ||| <UNK> ||| 9.99520230289e-06
A5 BAR E5 E5 ||| A5 ||| 0.499885027593
A5 BAR E5 E5 ||| C5 ||| 0.499885027593
A5 BAR E5 E5 ||| <UNK> ||| 4.99880028793e-06
BAR G5 F#5 E5 ||| G5 ||| 0.0952372449077
BAR G5 F#5 E5 ||| D5 ||| 0.285711258538
BAR G5 F#5 E5 ||| END ||| 0.0476187415001
BAR G5 F#5 E5 ||| F#5 ||| 0.119046496611
BAR G5 F#5 E5 ||| B4 ||| 0.0238094897963
BAR G5 F#5 E5 ||| E5 ||| 0.404757517057
BAR G5 F#5 E5 ||| D#5 ||| 0.0238094897963
BAR G5 F#5 E5 ||| <UNK> ||| 2.38092517038e-07
BAR C5 C5 B4 ||| B4 ||| 0.176466193896
BAR C5 C5 B4 ||| <UNK> ||| 5.8821868559e-07
BAR C5 C5 B4 ||| F#5 ||| 0.0588224567777
BAR C5 C5 B4 ||| C5 ||| 0.470575536691
BAR C5 C5 B4 ||| A4 ||| 0.294109931014
E5 BAR F5 E5 BAR ||| D5 ||| 0.999843358396
E5 BAR F5 E5 BAR ||| <UNK> ||| 3.33280008532e-06
C5 BAR C5 E5 ||| D5 ||| 0.999530225492
C5 BAR C5 E5 ||| <UNK> ||| 9.99520230289e-06
C6 A5 BAR G5 ||| E5 ||| 0.999765056386
C6 A5 BAR G5 ||| <UNK> ||| 4.99880028793e-06
G4 G4 F4 ||| E4 ||| 0.999530225492
G4 G4 F4 ||| <UNK> ||| 9.99520230289e-06
B5 B5 BAR A5 BAR ||| E5 ||| 0.9999608349
B5 B5 BAR A5 BAR ||| <UNK> ||| 8.33300001333e-07
F#5 E5 D#5 BAR ||| E5 ||| 0.999530225492
F#5 E5 D#5 BAR ||| <UNK> ||| 9.99520230289e-06
BAR C5 ||| C5 ||| 0.999530225492
BAR C5 ||| <UNK> ||| 9.99520230289e-06
BAR G4 BAR D5 E5 ||| F#5 ||| 0.999530225492
BAR G4 BAR D5 E5 ||| <UNK> ||| 9.99520230289e-06
BAR A4 BAR A4 A4 BAR ||| E5 ||| 0.999530225492
BAR A4 BAR A4 A4 BAR ||| <UNK> ||| 9.99520230289e-06
G#4 A4 E5 BAR ||| E5 ||| 0.999530225492
G#4 A4 E5 BAR ||| <UNK> ||| 9.99520230289e-06
BAR E5 B5 BAR C6 ||| B5 ||| 0.999530225492
BAR E5 B5 BAR C6 ||| <UNK> ||| 9.99520230289e-06
R B4 BAR D5 ||| C5 ||| 0.999530225492
R B4 BAR D5 ||| <UNK> ||| 9.99520230289e-06
BAR R E5 ||| C5 ||| 0.999530225492
BAR R E5 ||| <UNK> ||| 9.99520230289e-06
BAR E5 BAR C5 B4 ||| C5 ||| 0.999765056386
BAR E5 BAR C5 B4 ||| <UNK> ||| 4.99880028793e-06
BAR C4 R C4 BAR ||| G4 ||| 0.999530225492
BAR C4 R C4 BAR ||| <UNK> ||| 9.99520230289e-06
G5 BAR F5 E5 ||| <UNK> ||| 1.4284734761e-06
G5 BAR F5 E5 ||| D5 ||| 0.571390818915
G5 BAR F5 E5 ||| E6 ||| 0.285696123694
G5 BAR F5 E5 ||| F5 ||| 0.142848776084
B4 BAR C5 C5 BAR ||| B4 ||| 0.499885027593
B4 BAR C5 C5 BAR ||| C5 ||| 0.499885027593
B4 BAR C5 C5 BAR ||| <UNK> ||| 4.99880028793e-06
C6 BAR B5 A5 ||| G5 ||| 0.484841735635
C6 BAR B5 A5 ||| END ||| 0.030302892564
C6 BAR B5 A5 ||| B5 ||| 0.181815840254
C6 BAR B5 A5 ||| A5 ||| 0.030302892564
C6 BAR B5 A5 ||| D6 ||| 0.212118429793
C6 BAR B5 A5 ||| G#5 ||| 0.030302892564
C6 BAR B5 A5 ||| C6 ||| 0.030302892564
C6 BAR B5 A5 ||| <UNK> ||| 3.03025895381e-07
BAR B4 E4 F#4 ||| G4 ||| 0.999530225492
BAR B4 E4 F#4 ||| <UNK> ||| 9.99520230289e-06
BAR E5 E5 B4 ||| C5 ||| 0.999947780563
BAR E5 E5 B4 ||| <UNK> ||| 1.11105185501e-06
BAR D6 E6 C6 BAR ||| C6 ||| 0.999530225492
BAR D6 E6 C6 BAR ||| <UNK> ||| 9.99520230289e-06
E5 B4 BAR C5 ||| B4 ||| 0.499885027593
E5 B4 BAR C5 ||| C5 ||| 0.499885027593
E5 B4 BAR C5 ||| <UNK> ||| 4.99880028793e-06
A5 F5 D5 BAR ||| E5 ||| 0.999530225492
A5 F5 D5 BAR ||| <UNK> ||| 9.99520230289e-06
BAR G5 E5 D5 BAR ||| C#5 ||| 0.999530225492
BAR G5 E5 D5 BAR ||| <UNK> ||| 9.99520230289e-06
BAR A4 B4 E4 BAR ||| F4 ||| 0.999843358396
BAR A4 B4 E4 BAR ||| <UNK> ||| 3.33280008532e-06
G4 BAR A4 G4 ||| F4 ||| 0.499942506899
G4 BAR A4 G4 ||| A4 ||| 0.499942506899
G4 BAR A4 G4 ||| <UNK> ||| 2.499700036e-06
E5 G5 A5 BAR ||| E5 ||| 0.999530225492
E5 G5 A5 BAR ||| <UNK> ||| 9.99520230289e-06
E5 D5 BAR E5 ||| F#5 ||| 0.166660833567
E5 D5 BAR E5 ||| B4 ||| 0.166660833567
E5 D5 BAR E5 ||| A4 ||| 0.166660833567
E5 D5 BAR E5 ||| E5 ||| 0.166660833567
E5 D5 BAR E5 ||| D5 ||| 0.2499908337
E5 D5 BAR E5 ||| C5 ||| 0.0833308334333
E5 D5 BAR E5 ||| <UNK> ||| 8.33300001333e-07
A4 C5 B4 BAR ||| A4 ||| 0.999530225492
A4 C5 B4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR A5 G#5 BAR A5 ||| B5 ||| 0.714261939591
BAR A5 G#5 BAR A5 ||| C6 ||| 0.285705204393
BAR A5 G#5 BAR A5 ||| <UNK> ||| 7.14261225329e-07
BAR G4 BAR C5 D5 BAR ||| C5 ||| 0.999530225492
BAR G4 BAR C5 D5 BAR ||| <UNK> ||| 9.99520230289e-06
C6 B5 D6 BAR ||| C6 ||| 0.999530225492
C6 B5 D6 BAR ||| <UNK> ||| 9.99520230289e-06
D6 BAR C6 D6 ||| C6 ||| 0.999530225492
D6 BAR C6 D6 ||| <UNK> ||| 9.99520230289e-06
C5 D5 B4 ||| A4 ||| 0.999530225492
C5 D5 B4 ||| <UNK> ||| 9.99520230289e-06
A5 G#5 A5 BAR ||| B5 ||| 0.999530225492
A5 G#5 A5 BAR ||| <UNK> ||| 9.99520230289e-06
C5 B4 BAR B4 ||| B4 ||| 0.124993750375
C5 B4 BAR B4 ||| END ||| 0.124993750375
C5 B4 BAR B4 ||| A4 ||| 0.749956252625
C5 B4 BAR B4 ||| <UNK> ||| 1.2499250045e-06
D5 BAR E5 B4 ||| A4 ||| 0.499942506899
D5 BAR E5 B4 ||| C5 ||| 0.499942506899
D5 BAR E5 B4 ||| <UNK> ||| 2.499700036e-06
E5 BAR F5 G5 BAR ||| F5 ||| 0.999530225492
E5 BAR F5 G5 BAR ||| <UNK> ||| 9.99520230289e-06
BAR B4 BAR A4 A4 BAR ||| B4 ||| 0.999530225492
BAR B4 BAR A4 A4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR A5 E5 A5 ||| B5 ||| 0.499942506899
BAR A5 E5 A5 ||| A5 ||| 0.499942506899
BAR A5 E5 A5 ||| <UNK> ||| 2.499700036e-06
BAR E5 F5 G5 BAR ||| F5 ||| 0.333283341332
BAR E5 F5 G5 BAR ||| C5 ||| 0.666563349864
BAR E5 F5 G5 BAR ||| <UNK> ||| 3.33280008532e-06
G#5 E5 BAR R ||| G5 ||| 0.999882514098
G#5 E5 BAR R ||| <UNK> ||| 2.499700036e-06
A5 B5 G#5 BAR ||| A5 ||| 0.999843358396
A5 B5 G#5 BAR ||| <UNK> ||| 3.33280008532e-06
F4 E4 D4 ||| E4 ||| 0.499885027593
F4 E4 D4 ||| D5 ||| 0.499885027593
F4 E4 D4 ||| <UNK> ||| 4.99880028793e-06
E4 A4 BAR A4 ||| G#4 ||| 0.999765056386
E4 A4 BAR A4 ||| <UNK> ||| 4.99880028793e-06
BAR E5 A5 G#5 ||| A5 ||| 0.999530225492
BAR E5 A5 G#5 ||| <UNK> ||| 9.99520230289e-06
C5 B4 E5 BAR ||| D5 ||| 0.499983571992
C5 B4 E5 BAR ||| F5 ||| 0.0714268367942
C5 B4 E5 BAR ||| E5 ||| 0.142852959327
C5 B4 E5 BAR ||| D#5 ||| 0.142852959327
C5 B4 E5 BAR ||| C5 ||| 0.142852959327
C5 B4 E5 BAR ||| <UNK> ||| 7.14261225329e-07
G4 C5 D5 BAR ||| E5 ||| 0.999765056386
G4 C5 D5 BAR ||| <UNK> ||| 4.99880028793e-06
R BAR R G5 ||| A5 ||| 0.999530225492
R BAR R G5 ||| <UNK> ||| 9.99520230289e-06
A4 BAR A4 BAR C5 ||| D5 ||| 0.999530225492
A4 BAR A4 BAR C5 ||| <UNK> ||| 9.99520230289e-06
E5 E5 BAR E5 ||| E5 ||| 0.599972201334
E5 E5 BAR E5 ||| G5 ||| 0.0999962001824
E5 E5 BAR E5 ||| D5 ||| 0.299986600643
E5 E5 BAR E5 ||| <UNK> ||| 9.99952002304e-07
BAR E5 E5 G5 BAR ||| F#5 ||| 0.999765056386
BAR E5 E5 G5 BAR ||| <UNK> ||| 4.99880028793e-06
BAR E5 E5 E5 BAR ||| D5 ||| 0.999932861747
BAR E5 E5 E5 BAR ||| <UNK> ||| 1.4284734761e-06
G#4 A4 D5 BAR ||| C5 ||| 0.999530225492
G#4 A4 D5 BAR ||| <UNK> ||| 9.99520230289e-06
C6 D6 C6 ||| B5 ||| 0.999953002256
C6 D6 C6 ||| <UNK> ||| 9.99952002304e-07
BAR F#5 E5 A5 BAR ||| A5 ||| 0.999530225492
BAR F#5 E5 A5 BAR ||| <UNK> ||| 9.99520230289e-06
BAR E5 F5 B4 ||| A4 ||| 0.999530225492
BAR E5 F5 B4 ||| <UNK> ||| 9.99520230289e-06
A5 G5 BAR F#5 ||| E5 ||| 0.666563349864
A5 G5 BAR F#5 ||| G5 ||| 0.333283341332
A5 G5 BAR F#5 ||| <UNK> ||| 3.33280008532e-06
D5 E5 D5 BAR ||| E5 ||| 0.117644325337
D5 E5 D5 BAR ||| G5 ||| 0.235288062455
D5 E5 D5 BAR ||| C5 ||| 0.647041142368
D5 E5 D5 BAR ||| <UNK> ||| 5.8821868559e-07
E5 BAR D5 E5 ||| F5 ||| 0.172411284227
E5 BAR D5 E5 ||| B5 ||| 0.413786599394
E5 BAR D5 E5 ||| E5 ||| 0.206893472108
E5 BAR D5 E5 ||| D5 ||| 0.0344825327029
E5 BAR D5 E5 ||| C5 ||| 0.172411284227
E5 BAR D5 E5 ||| <UNK> ||| 3.4482187881e-07
B4 BAR A4 A4 ||| <UNK> ||| 7.14261225329e-07
B4 BAR A4 A4 ||| G4 ||| 0.21427908186
B4 BAR A4 A4 ||| END ||| 0.0714268367942
B4 BAR A4 A4 ||| B4 ||| 0.0714268367942
B4 BAR A4 A4 ||| A4 ||| 0.285705204393
B4 BAR A4 A4 ||| D5 ||| 0.21427908186
B4 BAR A4 A4 ||| G#4 ||| 0.142852959327
BAR G5 BAR A5 B5 BAR ||| C6 ||| 0.999530225492
BAR G5 BAR A5 B5 BAR ||| <UNK> ||| 9.99520230289e-06
BAR D5 C5 BAR C5 ||| D5 ||| 0.999765056386
BAR D5 C5 BAR C5 ||| <UNK> ||| 4.99880028793e-06
D6 C6 BAR B5 ||| B5 ||| 0.142852959327
D6 C6 BAR B5 ||| R ||| 0.142852959327
D6 C6 BAR B5 ||| A5 ||| 0.357131326926
D6 C6 BAR B5 ||| C6 ||| 0.357131326926
D6 C6 BAR B5 ||| <UNK> ||| 7.14261225329e-07
A4 B4 C#5 BAR ||| D5 ||| 0.999530225492
A4 B4 C#5 BAR ||| <UNK> ||| 9.99520230289e-06
BAR B5 A5 B5 ||| A5 ||| 0.333308335333
BAR B5 A5 B5 ||| C6 ||| 0.666615004133
BAR B5 A5 B5 ||| <UNK> ||| 1.666533344e-06
