3
A#2 B2 E3 BAR ||| B2 ||| 0.999530225492
D3 C3 F3 ||| E3 ||| 0.499942506899
D3 C3 F3 ||| <UNK> ||| 2.499700036e-06
C3 A3 G#3 BAR ||| A3 ||| 0.999765056386
C3 A3 G#3 BAR ||| <UNK> ||| 4.99880028793e-06
D3 A3 BAR E3 ||| C3 ||| 0.499885027593
D3 A3 BAR E3 ||| D3 ||| 0.499885027593
D3 A3 BAR E3 ||| <UNK> ||| 4.99880028793e-06
D4 C4 B3 BAR ||| C#4 ||| 0.0588224567777
D4 C4 B3 BAR ||| A3 ||| 0.705863010927
D4 C4 B3 BAR ||| <UNK> ||| 5.8821868559e-07
D4 C4 B3 BAR ||| C4 ||| 0.235288062455
G3 A3 BAR D3 ||| A3 ||| 0.199982801651
G3 A3 BAR D3 ||| E3 ||| 0.79992520718
G3 A3 BAR D3 ||| <UNK> ||| 1.99980801843e-06
F3 D3 E3 BAR ||| A3 ||| 0.285696123694
F3 D3 E3 BAR ||| A2 ||| 0.714238166526
F3 D3 E3 BAR ||| <UNK> ||| 1.4284734761e-06
D3 C#3 A2 ||| B2 ||| 0.999530225492
D3 C#3 A2 ||| <UNK> ||| 9.99520230289e-06
B3 C4 B3 ||| A3 ||| 0.645151623459
B3 C4 B3 ||| <UNK> ||| 3.22575650442e-07
B3 C4 B3 ||| C4 ||| 0.354833538061
G3 BAR F2 F3 ||| E3 ||| 0.999530225492
G3 BAR F2 F3 ||| <UNK> ||| 9.99520230289e-06
A3 A4 BAR G4 ||| F#4 ||| 0.999530225492
A3 A4 BAR G4 ||| <UNK> ||| 9.99520230289e-06
F2 BAR C3 D3 ||| E3 ||| 0.999530225492
F2 BAR C3 D3 ||| <UNK> ||| 9.99520230289e-06
D3 E3 G3 BAR ||| F3 ||| 0.499885027593
D3 E3 G3 BAR ||| G3 ||| 0.499885027593
D3 E3 G3 BAR ||| <UNK> ||| 4.99880028793e-06
BAR G#3 A3 B3 ||| C#4 ||| 0.124993750375
BAR G#3 A3 B3 ||| A3 ||| 0.124993750375
BAR G#3 A3 B3 ||| <UNK> ||| 1.2499250045e-06
BAR G#3 A3 B3 ||| C4 ||| 0.749956252625
A3 D4 BAR D#4 ||| E4 ||| 0.999765056386
A3 D4 BAR D#4 ||| <UNK> ||| 4.99880028793e-06
C4 A3 BAR G#3 ||| A3 ||| 0.333283341332
C4 A3 BAR G#3 ||| F#3 ||| 0.333283341332
C4 A3 BAR G#3 ||| E3 ||| 0.333283341332
C4 A3 BAR G#3 ||| <UNK> ||| 3.33280008532e-06
B2 BAR C3 F3 ||| E3 ||| 0.999882514098
B2 BAR C3 F3 ||| <UNK> ||| 2.499700036e-06
G3 C3 BAR F3 ||| E3 ||| 0.999530225492
G3 C3 BAR F3 ||| <UNK> ||| 9.99520230289e-06
A3 C#3 BAR D3 ||| E3 ||| 0.999530225492
A3 C#3 BAR D3 ||| <UNK> ||| 9.99520230289e-06
G3 G#3 A3 BAR ||| G3 ||| 0.499885027593
G3 G#3 A3 BAR ||| D#3 ||| 0.499885027593
G3 G#3 A3 BAR ||| <UNK> ||| 4.99880028793e-06
B2 G2 BAR C3 ||| <UNK> ||| 3.33280008532e-06
B2 G2 BAR C3 ||| R ||| 0.333283341332
B2 G2 BAR C3 ||| A2 ||| 0.333283341332
B2 G2 BAR C3 ||| C4 ||| 0.333283341332
G#3 A3 E3 BAR ||| F3 ||| 0.363621405611
G#3 A3 E3 BAR ||| C#3 ||| 0.0909060331913
G#3 A3 E3 BAR ||| A3 ||| 0.0909060331913
G#3 A3 E3 BAR ||| A2 ||| 0.181811157331
G#3 A3 E3 BAR ||| C3 ||| 0.0909060331913
G#3 A3 E3 BAR ||| <UNK> ||| 9.090512414e-07
G#3 A3 E3 BAR ||| D#3 ||| 0.0909060331913
G#3 A3 E3 BAR ||| C4 ||| 0.0909060331913
B3 G3 BAR A2 ||| B2 ||| 0.999530225492
B3 G3 BAR A2 ||| <UNK> ||| 9.99520230289e-06
BAR E3 D3 G3 ||| F#3 ||| 0.999530225492
BAR E3 D3 G3 ||| <UNK> ||| 9.99520230289e-06
BAR D4 G#3 A3 BAR ||| <UNK> ||| 9.99520230289e-06
BAR D4 G#3 A3 BAR ||| B3 ||| 0.999530225492
D#4 E4 C4 ||| A3 ||| 0.999765056386
D#4 E4 C4 ||| <UNK> ||| 4.99880028793e-06
F3 F3 E3 BAR ||| F3 ||| 0.499885027593
F3 F3 E3 BAR ||| E3 ||| 0.499885027593
F3 F3 E3 BAR ||| <UNK> ||| 4.99880028793e-06
D3 C3 D3 ||| C3 ||| 0.333320833833
D3 C3 D3 ||| G2 ||| 0.0833308334333
D3 C3 D3 ||| E3 ||| 0.583310834233
D3 C3 D3 ||| <UNK> ||| 8.33300001333e-07
B3 E4 B3 BAR ||| E4 ||| 0.666563349864
B3 E4 B3 BAR ||| E3 ||| 0.333283341332
B3 E4 B3 BAR ||| <UNK> ||| 3.33280008532e-06
D3 E3 D4 ||| <UNK> ||| 9.99520230289e-06
D3 E3 D4 ||| C4 ||| 0.999530225492
D3 BAR G3 A3 ||| <UNK> ||| 3.33280008532e-06
D3 BAR G3 A3 ||| G3 ||| 0.666563349864
D3 BAR G3 A3 ||| B3 ||| 0.333283341332
C#3 D3 F3 BAR ||| A3 ||| 0.999530225492
C#3 D3 F3 BAR ||| <UNK> ||| 9.99520230289e-06
A3 A3 BAR D4 ||| <UNK> ||| 9.99520230289e-06
A3 A3 BAR D4 ||| C4 ||| 0.999530225492
A4 B4 C5 ||| <UNK> ||| 9.99520230289e-06
A4 B4 C5 ||| C4 ||| 0.999530225492
G#2 BAR A2 E3 ||| D3 ||| 0.999530225492
G#2 BAR A2 E3 ||| <UNK> ||| 9.99520230289e-06
B2 C3 BAR F2 ||| <UNK> ||| 4.99880028793e-06
B2 C3 BAR F2 ||| E2 ||| 0.999765056386
E4 A3 A4 ||| G4 ||| 0.999530225492
E4 A3 A4 ||| <UNK> ||| 9.99520230289e-06
A3 F3 BAR C#3 ||| D3 ||| 0.999530225492
A3 F3 BAR C#3 ||| <UNK> ||| 9.99520230289e-06
A2 BAR E3 C3 ||| F3 ||| 0.999530225492
A2 BAR E3 C3 ||| <UNK> ||| 9.99520230289e-06
BAR A3 A#3 B3 ||| G3 ||| 0.333283341332
BAR A3 A#3 B3 ||| B2 ||| 0.666563349864
BAR A3 A#3 B3 ||| <UNK> ||| 3.33280008532e-06
R E3 BAR F3 ||| G3 ||| 0.999530225492
R E3 BAR F3 ||| <UNK> ||| 9.99520230289e-06
BAR G#3 E3 BAR A3 ||| G3 ||| 0.999530225492
BAR G#3 E3 BAR A3 ||| <UNK> ||| 9.99520230289e-06
E3 C3 B2 ||| A2 ||| 0.999765056386
E3 C3 B2 ||| <UNK> ||| 4.99880028793e-06
G4 BAR F#4 G4 ||| <UNK> ||| 9.99520230289e-06
G4 BAR F#4 G4 ||| C4 ||| 0.999530225492
D#4 E4 D4 BAR ||| C#4 ||| 0.499885027593
D#4 E4 D4 BAR ||| <UNK> ||| 4.99880028793e-06
D#4 E4 D4 BAR ||| C4 ||| 0.499885027593
BAR F4 E4 D4 ||| F4 ||| 0.0333331333365
BAR F4 E4 D4 ||| C#4 ||| 0.133331533362
BAR F4 E4 D4 ||| A3 ||| 0.0666659333451
BAR F4 E4 D4 ||| E4 ||| 0.533325133465
BAR F4 E4 D4 ||| C4 ||| 0.233329933388
BAR F4 E4 D4 ||| <UNK> ||| 3.33328000085e-07
F3 E3 BAR E4 ||| A4 ||| 0.999530225492
F3 E3 BAR E4 ||| <UNK> ||| 9.99520230289e-06
E4 E4 BAR A3 ||| <UNK> ||| 2.499700036e-06
E4 E4 BAR A3 ||| A4 ||| 0.499942506899
E4 E4 BAR A3 ||| B3 ||| 0.499942506899
BAR A4 BAR E4 F4 ||| E4 ||| 0.499885027593
BAR A4 BAR E4 F4 ||| <UNK> ||| 4.99880028793e-06
BAR A4 BAR E4 F4 ||| C4 ||| 0.499885027593
E3 BAR B2 A2 ||| B2 ||| 0.999530225492
E3 BAR B2 A2 ||| <UNK> ||| 9.99520230289e-06
A3 B-3 BAR E3 ||| F3 ||| 0.999530225492
A3 B-3 BAR E3 ||| <UNK> ||| 9.99520230289e-06
B2 C3 BAR B2 ||| A2 ||| 0.999530225492
B2 C3 BAR B2 ||| <UNK> ||| 9.99520230289e-06
BAR B2 C3 D3 ||| G2 ||| 0.0999962001824
BAR B2 C3 D3 ||| G#2 ||| 0.0999962001824
BAR B2 C3 D3 ||| B2 ||| 0.0999962001824
BAR B2 C3 D3 ||| C3 ||| 0.0999962001824
BAR B2 C3 D3 ||| D#3 ||| 0.0999962001824
BAR B2 C3 D3 ||| E3 ||| 0.499977001104
BAR B2 C3 D3 ||| <UNK> ||| 9.99952002304e-07
C3 A2 E3 BAR ||| R ||| 0.199982801651
C3 A2 E3 BAR ||| A2 ||| 0.599944405337
C3 A2 E3 BAR ||| E3 ||| 0.199982801651
C3 A2 E3 BAR ||| <UNK> ||| 1.99980801843e-06
F3 BAR E3 D3 ||| C3 ||| 0.499991154009
F3 BAR E3 D3 ||| C#3 ||| 0.0384612130238
F3 BAR E3 D3 ||| E3 ||| 0.461530325594
F3 BAR E3 D3 ||| <UNK> ||| 3.84608284155e-07
BAR A3 C3 BAR B2 ||| <UNK> ||| 9.99520230289e-06
BAR A3 C3 BAR B2 ||| B3 ||| 0.999530225492
A3 E4 BAR E4 ||| A4 ||| 0.999530225492
A3 E4 BAR E4 ||| <UNK> ||| 9.99520230289e-06
C4 D4 B3 BAR ||| C#4 ||| 0.999530225492
C4 D4 B3 BAR ||| <UNK> ||| 9.99520230289e-06
C3 BAR D3 B2 ||| C3 ||| 0.166655000933
C3 BAR D3 B2 ||| E3 ||| 0.833268338533
C3 BAR D3 B2 ||| <UNK> ||| 1.666533344e-06
F#4 E4 D4 BAR ||| C#4 ||| 0.333283341332
F#4 E4 D4 BAR ||| <UNK> ||| 3.33280008532e-06
F#4 E4 D4 BAR ||| C4 ||| 0.666563349864
A3 F#3 B3 BAR ||| E3 ||| 0.999765056386
A3 F#3 B3 BAR ||| <UNK> ||| 4.99880028793e-06
C4 A3 BAR F3 ||| F#3 ||| 0.0714268367942
C4 A3 BAR F3 ||| G3 ||| 0.285705204393
C4 A3 BAR F3 ||| D#4 ||| 0.0714268367942
C4 A3 BAR F3 ||| D3 ||| 0.428557449459
C4 A3 BAR F3 ||| E3 ||| 0.142852959327
C4 A3 BAR F3 ||| <UNK> ||| 7.14261225329e-07
E3 G3 C4 ||| A3 ||| 0.499885027593
E3 G3 C4 ||| <UNK> ||| 4.99880028793e-06
E3 G3 C4 ||| C4 ||| 0.499885027593
A2 D3 D3 ||| C3 ||| 0.999530225492
A2 D3 D3 ||| <UNK> ||| 9.99520230289e-06
D3 A2 C3 BAR ||| C3 ||| 0.499942506899
D3 A2 C3 BAR ||| D3 ||| 0.499942506899
D3 A2 C3 BAR ||| <UNK> ||| 2.499700036e-06
F#3 G3 A3 ||| G3 ||| 0.999530225492
F#3 G3 A3 ||| <UNK> ||| 9.99520230289e-06
BAR G4 F#4 E4 ||| D4 ||| 0.333308335333
BAR G4 F#4 E4 ||| <UNK> ||| 1.666533344e-06
BAR G4 F#4 E4 ||| F#4 ||| 0.166655000933
BAR G4 F#4 E4 ||| D#4 ||| 0.333308335333
BAR G4 F#4 E4 ||| A4 ||| 0.166655000933
B3 A3 F#3 ||| <UNK> ||| 4.99880028793e-06
B3 A3 F#3 ||| B3 ||| 0.999765056386
A3 BAR A3 G#3 ||| F#3 ||| 0.0714268367942
A3 BAR A3 G#3 ||| G3 ||| 0.142852959327
A3 BAR A3 G#3 ||| G#3 ||| 0.0714268367942
A3 BAR A3 G#3 ||| A3 ||| 0.642835817058
A3 BAR A3 G#3 ||| E3 ||| 0.0714268367942
A3 BAR A3 G#3 ||| <UNK> ||| 7.14261225329e-07
F#3 BAR E3 B3 ||| E4 ||| 0.499885027593
F#3 BAR E3 B3 ||| E3 ||| 0.499885027593
F#3 BAR E3 B3 ||| <UNK> ||| 4.99880028793e-06
C4 B3 C4 ||| F4 ||| 0.0666659333451
C4 B3 C4 ||| A3 ||| 0.133331533362
C4 B3 C4 ||| B3 ||| 0.299995533405
C4 B3 C4 ||| E4 ||| 0.0333331333365
C4 B3 C4 ||| D4 ||| 0.466659533447
C4 B3 C4 ||| <UNK> ||| 3.33328000085e-07
E3 A3 BAR C4 ||| <UNK> ||| 4.99880028793e-06
E3 A3 BAR C4 ||| C4 ||| 0.999765056386
F#4 BAR G4 A4 ||| B4 ||| 0.999843358396
F#4 BAR G4 A4 ||| <UNK> ||| 3.33280008532e-06
E4 A4 G4 ||| F4 ||| 0.999530225492
E4 A4 G4 ||| <UNK> ||| 9.99520230289e-06
D#3 E3 F3 BAR ||| F#3 ||| 0.499885027593
D#3 E3 F3 BAR ||| E3 ||| 0.499885027593
D#3 E3 F3 BAR ||| <UNK> ||| 4.99880028793e-06
A4 G#4 A4 ||| G4 ||| 0.999530225492
A4 G#4 A4 ||| <UNK> ||| 9.99520230289e-06
BAR D3 A3 BAR D4 ||| <UNK> ||| 9.99520230289e-06
BAR D3 A3 BAR D4 ||| C4 ||| 0.999530225492
C4 F4 E4 ||| D4 ||| 0.999530225492
C4 F4 E4 ||| <UNK> ||| 9.99520230289e-06
A3 G3 F3 BAR ||| G3 ||| 0.142852959327
A3 G3 F3 BAR ||| E3 ||| 0.857114184657
A3 G3 F3 BAR ||| <UNK> ||| 7.14261225329e-07
E3 BAR A3 A3 ||| F3 ||| 0.499942506899
E3 BAR A3 A3 ||| G3 ||| 0.499942506899
E3 BAR A3 A3 ||| <UNK> ||| 2.499700036e-06
C3 F3 E3 ||| <UNK> ||| 1.666533344e-06
C3 F3 E3 ||| F3 ||| 0.166655000933
C3 F3 E3 ||| D#3 ||| 0.333308335333
C3 F3 E3 ||| D3 ||| 0.499961669733
E2 F2 G2 ||| A2 ||| 0.999530225492
E2 F2 G2 ||| <UNK> ||| 9.99520230289e-06
A2 B2 BAR C#3 ||| <UNK> ||| 2.499700036e-06
A2 B2 BAR C#3 ||| A2 ||| 0.2499725033
A2 B2 BAR C#3 ||| D#3 ||| 0.499942506899
A2 B2 BAR C#3 ||| D3 ||| 0.2499725033
BAR C3 C3 E3 BAR ||| F3 ||| 0.999530225492
BAR C3 C3 E3 BAR ||| <UNK> ||| 9.99520230289e-06
BAR F3 R E3 BAR ||| A3 ||| 0.999530225492
BAR F3 R E3 BAR ||| <UNK> ||| 9.99520230289e-06
E4 D4 A3 ||| E4 ||| 0.999765056386
E4 D4 A3 ||| <UNK> ||| 4.99880028793e-06
A3 BAR F3 D#4 ||| E4 ||| 0.999530225492
A3 BAR F3 D#4 ||| <UNK> ||| 9.99520230289e-06
BAR C2 BAR C3 C2 ||| C3 ||| 0.999530225492
BAR C2 BAR C3 C2 ||| <UNK> ||| 9.99520230289e-06
E3 A3 A2 ||| END ||| 0.999530225492
E3 A3 A2 ||| <UNK> ||| 9.99520230289e-06
E3 E4 BAR B3 ||| A3 ||| 0.999765056386
E3 E4 BAR B3 ||| <UNK> ||| 4.99880028793e-06
C4 BAR A3 B3 ||| <UNK> ||| 4.99880028793e-06
C4 BAR A3 B3 ||| C4 ||| 0.999765056386
E3 D3 BAR C3 ||| F3 ||| 0.117645692061
E3 D3 BAR C3 ||| G3 ||| 0.0294116436003
E3 D3 BAR C3 ||| D3 ||| 0.264702439495
E3 D3 BAR C3 ||| G#2 ||| 0.0294116436003
E3 D3 BAR C3 ||| B2 ||| 0.264702439495
E3 D3 BAR C3 ||| C3 ||| 0.0588229930872
E3 D3 BAR C3 ||| <UNK> ||| 2.94113494868e-07
E3 D3 BAR C3 ||| A2 ||| 0.0588229930872
E3 D3 BAR C3 ||| E3 ||| 0.0588229930872
E3 D3 BAR C3 ||| C4 ||| 0.117645692061
C3 BAR F3 D3 ||| G3 ||| 0.999765056386
C3 BAR F3 D3 ||| <UNK> ||| 4.99880028793e-06
A3 D4 D#4 BAR ||| E4 ||| 0.999530225492
A3 D4 D#4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR C3 BAR G3 ||| A3 ||| 0.999765056386
BAR C3 BAR G3 ||| <UNK> ||| 4.99880028793e-06
A2 E2 BAR A2 ||| END ||| 0.999530225492
A2 E2 BAR A2 ||| <UNK> ||| 9.99520230289e-06
E3 B2 C3 BAR ||| B2 ||| 0.999530225492
E3 B2 C3 BAR ||| <UNK> ||| 9.99520230289e-06
E3 BAR R E3 ||| A3 ||| 0.499885027593
E3 BAR R E3 ||| F#3 ||| 0.499885027593
E3 BAR R E3 ||| <UNK> ||| 4.99880028793e-06
BAR D3 B2 BAR A2 ||| C3 ||| 0.999765056386
BAR D3 B2 BAR A2 ||| <UNK> ||| 4.99880028793e-06
C3 B2 B2 ||| A2 ||| 0.999530225492
C3 B2 B2 ||| <UNK> ||| 9.99520230289e-06
A2 D2 BAR E3 ||| F#3 ||| 0.999530225492
A2 D2 BAR E3 ||| <UNK> ||| 9.99520230289e-06
A3 G3 BAR C4 ||| C3 ||| 0.249986250825
A3 G3 BAR C4 ||| <UNK> ||| 1.2499250045e-06
A3 G3 BAR C4 ||| F4 ||| 0.249986250825
A3 G3 BAR C4 ||| B3 ||| 0.499971251725
G2 F2 E2 BAR ||| A2 ||| 0.666563349864
G2 F2 E2 BAR ||| D3 ||| 0.333283341332
G2 F2 E2 BAR ||| <UNK> ||| 3.33280008532e-06
F3 BAR E3 BAR A3 ||| G3 ||| 0.499885027593
F3 BAR E3 BAR A3 ||| E3 ||| 0.499885027593
F3 BAR E3 BAR A3 ||| <UNK> ||| 4.99880028793e-06
C4 BAR C3 D3 ||| E3 ||| 0.999530225492
C4 BAR C3 D3 ||| <UNK> ||| 9.99520230289e-06
BAR E3 BAR E3 A3 ||| G3 ||| 0.999765056386
BAR E3 BAR E3 A3 ||| <UNK> ||| 4.99880028793e-06
F2 D2 BAR E2 ||| A2 ||| 0.999530225492
F2 D2 BAR E2 ||| <UNK> ||| 9.99520230289e-06
D#3 E3 BAR F3 ||| E3 ||| 0.999765056386
D#3 E3 BAR F3 ||| <UNK> ||| 4.99880028793e-06
BAR D3 BAR A3 G#3 ||| A3 ||| 0.999530225492
BAR D3 BAR A3 G#3 ||| <UNK> ||| 9.99520230289e-06
G4 G3 BAR C4 ||| G4 ||| 0.285696123694
G4 G3 BAR C4 ||| END ||| 0.285696123694
G4 G3 BAR C4 ||| A3 ||| 0.142848776084
G4 G3 BAR C4 ||| B3 ||| 0.142848776084
G4 G3 BAR C4 ||| C4 ||| 0.142848776084
G4 G3 BAR C4 ||| <UNK> ||| 1.4284734761e-06
F#3 E3 BAR F3 ||| E3 ||| 0.999530225492
F#3 E3 BAR F3 ||| <UNK> ||| 9.99520230289e-06
BAR E3 E3 BAR C3 ||| <UNK> ||| 9.99520230289e-06
BAR E3 E3 BAR C3 ||| C4 ||| 0.999530225492
A2 BAR E3 E2 ||| A2 ||| 0.999530225492
A2 BAR E3 E2 ||| <UNK> ||| 9.99520230289e-06
A3 BAR D4 C4 ||| <UNK> ||| 1.99980801843e-06
A3 BAR D4 C4 ||| D4 ||| 0.199982801651
A3 BAR D4 C4 ||| F3 ||| 0.199982801651
A3 BAR D4 C4 ||| B3 ||| 0.599944405337
BAR A2 ||| A3 ||| 0.285705204393
BAR A2 ||| B2 ||| 0.714261939591
BAR A2 ||| <UNK> ||| 7.14261225329e-07
E3 E3 BAR A2 ||| A3 ||| 0.2499725033
E3 E3 BAR A2 ||| A2 ||| 0.2499725033
E3 E3 BAR A2 ||| E3 ||| 0.2499725033
E3 E3 BAR A2 ||| B2 ||| 0.2499725033
E3 E3 BAR A2 ||| <UNK> ||| 2.499700036e-06
BAR D3 C3 D3 ||| B2 ||| 0.999530225492
BAR D3 C3 D3 ||| <UNK> ||| 9.99520230289e-06
BAR C4 BAR F4 ||| E4 ||| 0.999882514098
BAR C4 BAR F4 ||| <UNK> ||| 2.499700036e-06
A4 BAR E4 F4 ||| E4 ||| 0.499885027593
A4 BAR E4 F4 ||| <UNK> ||| 4.99880028793e-06
A4 BAR E4 F4 ||| C4 ||| 0.499885027593
D3 BAR E3 A3 BAR ||| A3 ||| 0.999530225492
D3 BAR E3 A3 BAR ||| <UNK> ||| 9.99520230289e-06
G2 F2 BAR E2 ||| R ||| 0.499885027593
G2 F2 BAR E2 ||| D2 ||| 0.499885027593
G2 F2 BAR E2 ||| <UNK> ||| 4.99880028793e-06
G#3 BAR A3 D4 ||| <UNK> ||| 3.33280008532e-06
G#3 BAR A3 D4 ||| C4 ||| 0.999843358396
F#2 BAR G2 G#2 ||| A2 ||| 0.999530225492
F#2 BAR G2 G#2 ||| <UNK> ||| 9.99520230289e-06
F#3 BAR G3 F3 ||| G3 ||| 0.333283341332
F#3 BAR G3 F3 ||| E3 ||| 0.666563349864
F#3 BAR G3 F3 ||| <UNK> ||| 3.33280008532e-06
E3 A2 BAR G3 ||| F3 ||| 0.999530225492
E3 A2 BAR G3 ||| <UNK> ||| 9.99520230289e-06
D4 E4 E4 BAR ||| A3 ||| 0.499942506899
D4 E4 E4 BAR ||| R ||| 0.499942506899
D4 E4 E4 BAR ||| <UNK> ||| 2.499700036e-06
G2 BAR G3 F3 ||| E3 ||| 0.999530225492
G2 BAR G3 F3 ||| <UNK> ||| 9.99520230289e-06
D#3 BAR E3 E3 ||| D3 ||| 0.999530225492
D#3 BAR E3 E3 ||| <UNK> ||| 9.99520230289e-06
E4 E3 BAR R ||| E4 ||| 0.999765056386
E4 E3 BAR R ||| <UNK> ||| 4.99880028793e-06
G3 BAR C3 R ||| A3 ||| 0.499885027593
G3 BAR C3 R ||| E3 ||| 0.499885027593
G3 BAR C3 R ||| <UNK> ||| 4.99880028793e-06
A3 B3 E3 ||| F#3 ||| 0.0666652000469
A3 B3 E3 ||| END ||| 0.133329733449
A3 B3 E3 ||| G#3 ||| 0.266658800252
A3 B3 E3 ||| A3 ||| 0.19999426685
A3 B3 E3 ||| B3 ||| 0.0666652000469
A3 B3 E3 ||| E4 ||| 0.19999426685
A3 B3 E3 ||| D#3 ||| 0.0666652000469
A3 B3 E3 ||| <UNK> ||| 6.66645334016e-07
E2 BAR A2 R ||| END ||| 0.999765056386
E2 BAR A2 R ||| <UNK> ||| 4.99880028793e-06
F#3 D4 BAR G3 ||| A3 ||| 0.999765056386
F#3 D4 BAR G3 ||| <UNK> ||| 4.99880028793e-06
D3 E3 C3 BAR ||| <UNK> ||| 1.4284734761e-06
D3 E3 C3 BAR ||| F3 ||| 0.428543471305
D3 E3 C3 BAR ||| G3 ||| 0.285696123694
D3 E3 C3 BAR ||| D3 ||| 0.142848776084
D3 E3 C3 BAR ||| A2 ||| 0.142848776084
D3 BAR G3 E3 ||| A3 ||| 0.499885027593
D3 BAR G3 E3 ||| C#3 ||| 0.499885027593
D3 BAR G3 E3 ||| <UNK> ||| 4.99880028793e-06
D4 E4 E3 ||| E4 ||| 0.199982801651
D4 E4 E3 ||| A3 ||| 0.199982801651
D4 E4 E3 ||| F3 ||| 0.599944405337
D4 E4 E3 ||| <UNK> ||| 1.99980801843e-06
BAR A4 G#4 ||| A4 ||| 0.999530225492
BAR A4 G#4 ||| <UNK> ||| 9.99520230289e-06
F#3 G3 B3 ||| D4 ||| 0.999530225492
F#3 G3 B3 ||| <UNK> ||| 9.99520230289e-06
A4 BAR A4 G#4 ||| A4 ||| 0.999530225492
A4 BAR A4 G#4 ||| <UNK> ||| 9.99520230289e-06
G3 C#3 C#3 BAR ||| D3 ||| 0.999530225492
G3 C#3 C#3 BAR ||| <UNK> ||| 9.99520230289e-06
B3 E4 E3 ||| A3 ||| 0.999765056386
B3 E4 E3 ||| <UNK> ||| 4.99880028793e-06
E3 BAR A3 A4 BAR ||| D4 ||| 0.999843358396
E3 BAR A3 A4 BAR ||| <UNK> ||| 3.33280008532e-06
E4 D4 BAR A4 ||| F#4 ||| 0.999530225492
E4 D4 BAR A4 ||| <UNK> ||| 9.99520230289e-06
G4 C4 F4 ||| E4 ||| 0.666563349864
G4 C4 F4 ||| G4 ||| 0.333283341332
G4 C4 F4 ||| <UNK> ||| 3.33280008532e-06
D4 G3 C4 BAR ||| <UNK> ||| 1.666533344e-06
D4 G3 C4 BAR ||| D4 ||| 0.499961669733
D4 G3 C4 BAR ||| F#3 ||| 0.333308335333
D4 G3 C4 BAR ||| B3 ||| 0.166655000933
E4 F4 G4 BAR ||| A4 ||| 0.999843358396
E4 F4 G4 BAR ||| <UNK> ||| 3.33280008532e-06
C4 G#3 A3 ||| G3 ||| 0.999765056386
C4 G#3 A3 ||| <UNK> ||| 4.99880028793e-06
B2 G2 BAR A2 ||| R ||| 0.999530225492
B2 G2 BAR A2 ||| <UNK> ||| 9.99520230289e-06
E4 A4 BAR B4 ||| <UNK> ||| 9.99520230289e-06
E4 A4 BAR B4 ||| B3 ||| 0.999530225492
B2 E3 A2 BAR ||| A2 ||| 0.499885027593
B2 E3 A2 BAR ||| G3 ||| 0.499885027593
B2 E3 A2 BAR ||| <UNK> ||| 4.99880028793e-06
BAR A3 G#3 A3 ||| F3 ||| 0.128203806722
BAR A3 G#3 A3 ||| G3 ||| 0.179485226848
BAR A3 G#3 A3 ||| G#3 ||| 0.0512816765332
BAR A3 G#3 A3 ||| F#3 ||| 0.102563096659
BAR A3 G#3 A3 ||| B3 ||| 0.256407357038
BAR A3 G#3 A3 ||| C3 ||| 0.0256409664702
BAR A3 G#3 A3 ||| A2 ||| 0.0769223865963
BAR A3 G#3 A3 ||| E3 ||| 0.179485226848
BAR A3 G#3 A3 ||| <UNK> ||| 2.56407100631e-07
C3 C3 C3 BAR ||| F3 ||| 0.999530225492
C3 C3 C3 BAR ||| <UNK> ||| 9.99520230289e-06
E4 BAR A4 G#4 ||| A4 ||| 0.999530225492
E4 BAR A4 G#4 ||| <UNK> ||| 9.99520230289e-06
A3 G#3 F#3 ||| E3 ||| 0.999765056386
A3 G#3 F#3 ||| <UNK> ||| 4.99880028793e-06
G#3 BAR A3 D#3 ||| E3 ||| 0.999530225492
G#3 BAR A3 D#3 ||| <UNK> ||| 9.99520230289e-06
BAR G#3 BAR A3 E3 ||| A2 ||| 0.999530225492
BAR G#3 BAR A3 E3 ||| <UNK> ||| 9.99520230289e-06
BAR A3 G#3 ||| A3 ||| 0.999882514098
BAR A3 G#3 ||| <UNK> ||| 2.499700036e-06
G3 A3 B-3 BAR ||| A3 ||| 0.333283341332
G3 A3 B-3 BAR ||| <UNK> ||| 3.33280008532e-06
G3 A3 B-3 BAR ||| E3 ||| 0.333283341332
G3 A3 B-3 BAR ||| C4 ||| 0.333283341332
A2 BAR F3 E3 ||| D3 ||| 0.999530225492
A2 BAR F3 E3 ||| <UNK> ||| 9.99520230289e-06
A3 BAR E4 B3 ||| <UNK> ||| 9.99520230289e-06
A3 BAR E4 B3 ||| C4 ||| 0.999530225492
BAR D3 BAR D3 C3 ||| F3 ||| 0.999530225492
BAR D3 BAR D3 C3 ||| <UNK> ||| 9.99520230289e-06
F#3 G3 BAR G3 ||| <UNK> ||| 9.99520230289e-06
F#3 G3 BAR G3 ||| B3 ||| 0.999530225492
C#3 A2 B2 ||| C#3 ||| 0.999530225492
C#3 A2 B2 ||| <UNK> ||| 9.99520230289e-06
E3 BAR C#3 D3 ||| E3 ||| 0.999530225492
E3 BAR C#3 D3 ||| <UNK> ||| 9.99520230289e-06
B3 BAR C4 A3 ||| E4 ||| 0.142848776084
B3 BAR C4 A3 ||| D4 ||| 0.428543471305
B3 BAR C4 A3 ||| <UNK> ||| 1.4284734761e-06
B3 BAR C4 A3 ||| E3 ||| 0.142848776084
B3 BAR C4 A3 ||| B3 ||| 0.285696123694
