3
A4 BAR G4 E4 BAR ||| A4 ||| 0.999530225492
C5 B4 C5 ||| D5 ||| 0.749912510499
G4 BAR G4 BAR C4 ||| D4 ||| 0.999765056386
G4 BAR G4 BAR C4 ||| <UNK> ||| 4.99880028793e-06
A4 C5 BAR B4 ||| B4 ||| 0.499885027593
A4 C5 BAR B4 ||| E4 ||| 0.499885027593
A4 C5 BAR B4 ||| <UNK> ||| 4.99880028793e-06
B3 A3 D4 ||| <UNK> ||| 4.99880028793e-06
B3 A3 D4 ||| C4 ||| 0.999765056386
BAR C#4 C4 BAR C4 ||| <UNK> ||| 9.99520230289e-06
BAR C#4 C4 BAR C4 ||| B3 ||| 0.999530225492
BAR G3 A3 G3 BAR ||| G3 ||| 0.999530225492
BAR G3 A3 G3 BAR ||| <UNK> ||| 9.99520230289e-06
F#4 G#4 B3 ||| E4 ||| 0.999530225492
F#4 G#4 B3 ||| <UNK> ||| 9.99520230289e-06
F5 F5 E5 BAR ||| F5 ||| 0.999765056386
F5 F5 E5 BAR ||| <UNK> ||| 4.99880028793e-06
E4 D4 F4 ||| E4 ||| 0.999765056386
E4 D4 F4 ||| <UNK> ||| 4.99880028793e-06
G4 G4 F#4 BAR ||| G4 ||| 0.999530225492
G4 G4 F#4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR B3 G3 A3 BAR ||| <UNK> ||| 4.99880028793e-06
BAR B3 G3 A3 BAR ||| B3 ||| 0.999765056386
BAR A4 G4 BAR F4 ||| G4 ||| 0.79992520718
BAR A4 G4 BAR F4 ||| F#4 ||| 0.199982801651
BAR A4 G4 BAR F4 ||| <UNK> ||| 1.99980801843e-06
A3 BAR A3 C4 ||| <UNK> ||| 2.499700036e-06
A3 BAR A3 C4 ||| C4 ||| 0.749912510499
A3 BAR A3 C4 ||| B3 ||| 0.2499725033
BAR F4 F4 B3 ||| A3 ||| 0.999530225492
BAR F4 F4 B3 ||| <UNK> ||| 9.99520230289e-06
G#3 A3 G#3 ||| G#3 ||| 0.666563349864
G#3 A3 G#3 ||| A3 ||| 0.333283341332
G#3 A3 G#3 ||| <UNK> ||| 3.33280008532e-06
B4 C5 BAR D5 ||| E5 ||| 0.333316667556
B4 C5 BAR D5 ||| D4 ||| 0.222211482054
B4 C5 BAR D5 ||| D5 ||| 0.333316667556
B4 C5 BAR D5 ||| C5 ||| 0.111106296553
B4 C5 BAR D5 ||| <UNK> ||| 1.11105185501e-06
BAR A4 BAR C5 ||| B4 ||| 0.999765056386
BAR A4 BAR C5 ||| <UNK> ||| 4.99880028793e-06
B4 B4 G4 ||| A4 ||| 0.499885027593
B4 B4 G4 ||| C5 ||| 0.499885027593
B4 B4 G4 ||| <UNK> ||| 4.99880028793e-06
A4 G#4 BAR E4 ||| E4 ||| 0.0909060331913
A4 G#4 BAR E4 ||| END ||| 0.454526529751
A4 G#4 BAR E4 ||| A4 ||| 0.454526529751
A4 G#4 BAR E4 ||| <UNK> ||| 9.090512414e-07
A4 F#4 E4 ||| D#4 ||| 0.499885027593
A4 F#4 E4 ||| F#4 ||| 0.499885027593
A4 F#4 E4 ||| <UNK> ||| 4.99880028793e-06
C4 BAR F4 BAR F4 ||| G#3 ||| 0.999530225492
C4 BAR F4 BAR F4 ||| <UNK> ||| 9.99520230289e-06
G4 G4 E5 ||| D5 ||| 0.999530225492
G4 G4 E5 ||| <UNK> ||| 9.99520230289e-06
BAR D5 D4 E4 ||| F4 ||| 0.999765056386
BAR D5 D4 E4 ||| <UNK> ||| 4.99880028793e-06
C5 BAR C5 A4 ||| B4 ||| 0.999765056386
C5 BAR C5 A4 ||| <UNK> ||| 4.99880028793e-06
E4 E4 BAR F4 ||| G4 ||| 0.130432495322
E4 E4 BAR F4 ||| F4 ||| 0.0869551418057
E4 E4 BAR F4 ||| A3 ||| 0.0434777882896
E4 E4 BAR F4 ||| B3 ||| 0.0869551418057
E4 E4 BAR F4 ||| E4 ||| 0.434773969935
E4 E4 BAR F4 ||| D4 ||| 0.217387202354
E4 E4 BAR F4 ||| <UNK> ||| 4.34773535161e-07
B4 A4 BAR G#4 ||| E4 ||| 0.399963603494
B4 A4 BAR G#4 ||| R ||| 0.199982801651
B4 A4 BAR G#4 ||| A4 ||| 0.399963603494
B4 A4 BAR G#4 ||| <UNK> ||| 1.99980801843e-06
B4 BAR A4 D5 ||| C5 ||| 0.999530225492
B4 BAR A4 D5 ||| <UNK> ||| 9.99520230289e-06
BAR C5 A4 B4 BAR ||| C5 ||| 0.999530225492
BAR C5 A4 B4 BAR ||| <UNK> ||| 9.99520230289e-06
D5 C5 BAR C5 ||| B4 ||| 0.999530225492
D5 C5 BAR C5 ||| <UNK> ||| 9.99520230289e-06
BAR E4 E4 BAR A4 ||| G4 ||| 0.999530225492
BAR E4 E4 BAR A4 ||| <UNK> ||| 9.99520230289e-06
BAR F4 E4 D4 BAR ||| E4 ||| 0.999765056386
BAR F4 E4 D4 BAR ||| <UNK> ||| 4.99880028793e-06
B3 C4 B-3 ||| A3 ||| 0.999530225492
B3 C4 B-3 ||| <UNK> ||| 9.99520230289e-06
E4 BAR A3 E3 ||| E4 ||| 0.999765056386
E4 BAR A3 E3 ||| <UNK> ||| 4.99880028793e-06
D5 C5 BAR B4 ||| E4 ||| 0.499885027593
D5 C5 BAR B4 ||| A4 ||| 0.499885027593
D5 C5 BAR B4 ||| <UNK> ||| 4.99880028793e-06
B4 A4 BAR D5 ||| G4 ||| 0.999530225492
B4 A4 BAR D5 ||| <UNK> ||| 9.99520230289e-06
G#4 BAR A4 B4 ||| G#4 ||| 0.166660833567
G#4 BAR A4 B4 ||| C5 ||| 0.833300834633
G#4 BAR A4 B4 ||| <UNK> ||| 8.33300001333e-07
B4 G#4 A4 ||| F#4 ||| 0.999765056386
B4 G#4 A4 ||| <UNK> ||| 4.99880028793e-06
BAR C4 A3 D3 ||| G3 ||| 0.999530225492
BAR C4 A3 D3 ||| <UNK> ||| 9.99520230289e-06
BAR C4 E4 BAR ||| E4 ||| 0.999530225492
BAR C4 E4 BAR ||| <UNK> ||| 9.99520230289e-06
F4 BAR G4 F#4 ||| E4 ||| 0.999530225492
F4 BAR G4 F#4 ||| <UNK> ||| 9.99520230289e-06
BAR G4 F4 E4 ||| E4 ||| 0.36841227169
BAR G4 F4 E4 ||| D4 ||| 0.157891274326
BAR G4 F4 E4 ||| F4 ||| 0.36841227169
BAR G4 F4 E4 ||| A4 ||| 0.105261024985
BAR G4 F4 E4 ||| <UNK> ||| 5.26302493411e-07
BAR B-3 A3 B3 ||| G#3 ||| 0.999765056386
BAR B-3 A3 B3 ||| <UNK> ||| 4.99880028793e-06
G#3 A3 A3 ||| G#3 ||| 0.999765056386
G#3 A3 A3 ||| <UNK> ||| 4.99880028793e-06
G#4 BAR E4 E4 BAR ||| F#4 ||| 0.999530225492
G#4 BAR E4 E4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR C4 E4 F4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR C4 E4 F4 BAR ||| B3 ||| 0.999530225492
D4 BAR B3 BAR B3 ||| C#4 ||| 0.999530225492
D4 BAR B3 BAR B3 ||| <UNK> ||| 9.99520230289e-06
B3 A3 BAR F4 ||| E4 ||| 0.999765056386
B3 A3 BAR F4 ||| <UNK> ||| 4.99880028793e-06
BAR E4 E4 BAR E4 BAR ||| <UNK> ||| 1.99980801843e-06
BAR E4 E4 BAR E4 BAR ||| E4 ||| 0.399963603494
BAR E4 E4 BAR E4 BAR ||| C4 ||| 0.399963603494
BAR E4 E4 BAR E4 BAR ||| B3 ||| 0.199982801651
R B3 BAR C4 ||| A3 ||| 0.999530225492
R B3 BAR C4 ||| <UNK> ||| 9.99520230289e-06
E4 E4 BAR D4 ||| G4 ||| 0.0526307756436
E4 E4 BAR D4 ||| B3 ||| 0.157891274326
E4 E4 BAR D4 ||| E4 ||| 0.315782022349
E4 E4 BAR D4 ||| D4 ||| 0.263151773008
E4 E4 BAR D4 ||| C4 ||| 0.210521523667
E4 E4 BAR D4 ||| <UNK> ||| 5.26302493411e-07
D4 G4 F4 ||| E4 ||| 0.999953002256
D4 G4 F4 ||| <UNK> ||| 9.99952002304e-07
A4 D4 E4 ||| <UNK> ||| 4.99880028793e-06
A4 D4 E4 ||| F4 ||| 0.499885027593
A4 D4 E4 ||| C4 ||| 0.499885027593
E4 F#4 D4 ||| E4 ||| 0.999765056386
E4 F#4 D4 ||| <UNK> ||| 4.99880028793e-06
BAR B3 C4 B3 ||| A3 ||| 0.999530225492
BAR B3 C4 B3 ||| <UNK> ||| 9.99520230289e-06
F#4 BAR B3 E4 BAR ||| E4 ||| 0.999530225492
F#4 BAR B3 E4 BAR ||| <UNK> ||| 9.99520230289e-06
E4 BAR D#4 E4 ||| F#4 ||| 0.222211482054
E4 BAR D#4 E4 ||| A4 ||| 0.111106296553
E4 BAR D#4 E4 ||| B3 ||| 0.111106296553
E4 BAR D#4 E4 ||| E4 ||| 0.333316667556
E4 BAR D#4 E4 ||| D#4 ||| 0.222211482054
E4 BAR D#4 E4 ||| <UNK> ||| 1.11105185501e-06
BAR C4 G3 C4 ||| <UNK> ||| 4.99880028793e-06
BAR C4 G3 C4 ||| B3 ||| 0.999765056386
G3 C4 B-3 BAR ||| A3 ||| 0.999765056386
G3 C4 B-3 BAR ||| <UNK> ||| 4.99880028793e-06
D4 BAR E4 A3 ||| A3 ||| 0.444421853057
D4 BAR E4 A3 ||| <UNK> ||| 1.11105185501e-06
D4 BAR E4 A3 ||| D4 ||| 0.444421853057
D4 BAR E4 A3 ||| B3 ||| 0.111106296553
A3 B3 BAR C4 BAR ||| D4 ||| 0.499885027593
A3 B3 BAR C4 BAR ||| <UNK> ||| 4.99880028793e-06
A3 B3 BAR C4 BAR ||| C4 ||| 0.499885027593
D4 BAR D4 R ||| D4 ||| 0.999530225492
D4 BAR D4 R ||| <UNK> ||| 9.99520230289e-06
E4 A4 F#4 ||| E4 ||| 0.499885027593
E4 A4 F#4 ||| D#4 ||| 0.499885027593
E4 A4 F#4 ||| <UNK> ||| 4.99880028793e-06
B3 E4 E4 ||| F4 ||| 0.499942506899
B3 E4 E4 ||| A3 ||| 0.2499725033
B3 E4 E4 ||| END ||| 0.2499725033
B3 E4 E4 ||| <UNK> ||| 2.499700036e-06
E4 D4 C#4 BAR ||| C#4 ||| 0.666563349864
E4 D4 C#4 BAR ||| D4 ||| 0.333283341332
E4 D4 C#4 BAR ||| <UNK> ||| 3.33280008532e-06
C4 BAR D4 F4 ||| E4 ||| 0.999530225492
C4 BAR D4 F4 ||| <UNK> ||| 9.99520230289e-06
G4 BAR A4 B4 ||| A4 ||| 0.2499725033
G4 BAR A4 B4 ||| C5 ||| 0.749912510499
G4 BAR A4 B4 ||| <UNK> ||| 2.499700036e-06
C5 C5 G4 BAR ||| G4 ||| 0.999530225492
C5 C5 G4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR E4 E4 D4 ||| G4 ||| 0.0512816765332
BAR E4 E4 D4 ||| F4 ||| 0.0256409664702
BAR E4 E4 D4 ||| C#4 ||| 0.0769223865963
BAR E4 E4 D4 ||| A4 ||| 0.0512816765332
BAR E4 E4 D4 ||| B3 ||| 0.0256409664702
BAR E4 E4 D4 ||| E4 ||| 0.128203806722
BAR E4 E4 D4 ||| D4 ||| 0.128203806722
BAR E4 E4 D4 ||| <UNK> ||| 2.56407100631e-07
BAR E4 E4 D4 ||| C4 ||| 0.512814457668
C4 BAR F4 F4 ||| D4 ||| 0.999530225492
C4 BAR F4 F4 ||| <UNK> ||| 9.99520230289e-06
BAR C4 R D4 BAR ||| D4 ||| 0.499885027593
BAR C4 R D4 BAR ||| <UNK> ||| 4.99880028793e-06
BAR C4 R D4 BAR ||| C4 ||| 0.499885027593
G4 A4 BAR D4 ||| <UNK> ||| 1.99980801843e-06
G4 A4 BAR D4 ||| C#4 ||| 0.399963603494
G4 A4 BAR D4 ||| G4 ||| 0.399963603494
G4 A4 BAR D4 ||| E4 ||| 0.199982801651
G3 BAR C4 B3 ||| A3 ||| 0.999882514098
G3 BAR C4 B3 ||| <UNK> ||| 2.499700036e-06
BAR A4 ||| G4 ||| 0.388879074336
BAR A4 ||| G#4 ||| 0.0555546296543
BAR A4 ||| B4 ||| 0.166662777881
BAR A4 ||| A4 ||| 0.222216851995
BAR A4 ||| E4 ||| 0.166662777881
BAR A4 ||| <UNK> ||| 5.55540741136e-07
C5 B-4 BAR A4 ||| <UNK> ||| 2.499700036e-06
C5 B-4 BAR A4 ||| G4 ||| 0.2499725033
C5 B-4 BAR A4 ||| G#4 ||| 0.2499725033
C5 B-4 BAR A4 ||| B-4 ||| 0.2499725033
C5 B-4 BAR A4 ||| A4 ||| 0.2499725033
C4 B3 BAR A3 ||| <UNK> ||| 2.04079633506e-07
C4 B3 BAR A3 ||| F4 ||| 0.0204081674302
C4 B3 BAR A3 ||| G#3 ||| 0.163263910884
C4 B3 BAR A3 ||| A3 ||| 0.142855947534
C4 B3 BAR A3 ||| B3 ||| 0.224487800936
C4 B3 BAR A3 ||| E4 ||| 0.122447984183
C4 B3 BAR A3 ||| D4 ||| 0.204079837585
C4 B3 BAR A3 ||| C4 ||| 0.0612240941313
C4 B3 BAR A3 ||| E3 ||| 0.0204081674302
C4 B3 BAR A3 ||| G3 ||| 0.0408161307808
E4 F4 B3 BAR ||| E4 ||| 0.499942506899
E4 F4 B3 BAR ||| A3 ||| 0.2499725033
E4 F4 B3 BAR ||| <UNK> ||| 2.499700036e-06
E4 F4 B3 BAR ||| C4 ||| 0.2499725033
C#4 B3 C#4 ||| END ||| 0.999765056386
C#4 B3 C#4 ||| <UNK> ||| 4.99880028793e-06
A3 B3 B3 BAR ||| B3 ||| 0.0909060331913
A3 B3 B3 BAR ||| <UNK> ||| 9.090512414e-07
A3 B3 B3 BAR ||| A3 ||| 0.363621405611
A3 B3 B3 BAR ||| R ||| 0.181811157331
A3 B3 B3 BAR ||| C4 ||| 0.363621405611
F#4 B3 A3 BAR ||| <UNK> ||| 9.99520230289e-06
F#4 B3 A3 BAR ||| B3 ||| 0.999530225492
B3 BAR B3 A3 ||| G#3 ||| 0.499942506899
B3 BAR B3 A3 ||| <UNK> ||| 2.499700036e-06
B3 BAR B3 A3 ||| A3 ||| 0.2499725033
B3 BAR B3 A3 ||| B3 ||| 0.2499725033
E4 BAR D4 B3 ||| <UNK> ||| 3.33280008532e-06
E4 BAR D4 B3 ||| C4 ||| 0.666563349864
E4 BAR D4 B3 ||| B3 ||| 0.333283341332
BAR B4 ||| B4 ||| 0.999530225492
BAR B4 ||| <UNK> ||| 9.99520230289e-06
BAR D4 E4 D4 ||| <UNK> ||| 1.666533344e-06
BAR D4 E4 D4 ||| B3 ||| 0.333308335333
BAR D4 E4 D4 ||| A4 ||| 0.166655000933
BAR D4 E4 D4 ||| C4 ||| 0.499961669733
BAR F#4 B4 C#5 ||| END ||| 0.999530225492
BAR F#4 B4 C#5 ||| <UNK> ||| 9.99520230289e-06
A4 E5 E5 BAR ||| A4 ||| 0.999530225492
A4 E5 E5 BAR ||| <UNK> ||| 9.99520230289e-06
E4 D#4 E4 BAR ||| <UNK> ||| 1.99980801843e-06
E4 D#4 E4 BAR ||| E4 ||| 0.399963603494
E4 D#4 E4 BAR ||| D#4 ||| 0.199982801651
E4 D#4 E4 BAR ||| R ||| 0.199982801651
E4 D#4 E4 BAR ||| C4 ||| 0.199982801651
A4 F4 BAR E4 ||| E4 ||| 0.999765056386
A4 F4 BAR E4 ||| <UNK> ||| 4.99880028793e-06
G3 BAR F3 E3 ||| F3 ||| 0.999530225492
G3 BAR F3 E3 ||| <UNK> ||| 9.99520230289e-06
A4 BAR E4 A4 ||| A4 ||| 0.999530225492
A4 BAR E4 A4 ||| <UNK> ||| 9.99520230289e-06
BAR A4 BAR ||| G4 ||| 0.153841242785
BAR A4 BAR ||| B4 ||| 0.153841242785
BAR A4 BAR ||| A4 ||| 0.230761479576
BAR A4 BAR ||| E4 ||| 0.307681716367
BAR A4 BAR ||| C5 ||| 0.153841242785
BAR A4 BAR ||| <UNK> ||| 7.69202367913e-07
B3 A3 E4 BAR ||| E4 ||| 0.999882514098
B3 A3 E4 BAR ||| <UNK> ||| 2.499700036e-06
A4 E4 A3 BAR ||| E4 ||| 0.999530225492
A4 E4 A3 BAR ||| <UNK> ||| 9.99520230289e-06
F#4 BAR E4 D#4 ||| <UNK> ||| 2.499700036e-06
F#4 BAR E4 D#4 ||| G4 ||| 0.2499725033
F#4 BAR E4 D#4 ||| B3 ||| 0.749912510499
D4 BAR C4 F4 ||| E4 ||| 0.999843358396
D4 BAR C4 F4 ||| <UNK> ||| 3.33280008532e-06
BAR E4 R C4 BAR ||| D4 ||| 0.999530225492
BAR E4 R C4 BAR ||| <UNK> ||| 9.99520230289e-06
E4 E4 BAR F#4 ||| E4 ||| 0.999530225492
E4 E4 BAR F#4 ||| <UNK> ||| 9.99520230289e-06
BAR C4 BAR C4 C4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR C4 BAR C4 C4 BAR ||| B3 ||| 0.999530225492
C5 C5 B4 BAR ||| G4 ||| 0.499942506899
C5 C5 B4 BAR ||| A4 ||| 0.499942506899
C5 C5 B4 BAR ||| <UNK> ||| 2.499700036e-06
B3 G#3 BAR A3 ||| D4 ||| 0.499942506899
B3 G#3 BAR A3 ||| <UNK> ||| 2.499700036e-06
B3 G#3 BAR A3 ||| A4 ||| 0.2499725033
B3 G#3 BAR A3 ||| C4 ||| 0.2499725033
F#4 BAR G4 G4 ||| G4 ||| 0.499942506899
F#4 BAR G4 G4 ||| F#4 ||| 0.2499725033
F#4 BAR G4 G4 ||| A4 ||| 0.2499725033
F#4 BAR G4 G4 ||| <UNK> ||| 2.499700036e-06
E3 C4 B3 ||| END ||| 0.999530225492
E3 C4 B3 ||| <UNK> ||| 9.99520230289e-06
D4 E4 B3 ||| <UNK> ||| 3.33280008532e-06
D4 E4 B3 ||| C4 ||| 0.999843358396
D#4 BAR E4 A4 BAR ||| B4 ||| 0.999530225492
D#4 BAR E4 A4 BAR ||| <UNK> ||| 9.99520230289e-06
B4 A4 B4 BAR ||| B4 ||| 0.166655000933
B4 A4 B4 BAR ||| E4 ||| 0.499961669733
B4 A4 B4 BAR ||| C5 ||| 0.333308335333
B4 A4 B4 BAR ||| <UNK> ||| 1.666533344e-06
BAR D5 E5 F5 ||| B4 ||| 0.166655000933
BAR D5 E5 F5 ||| E5 ||| 0.499961669733
BAR D5 E5 F5 ||| F5 ||| 0.333308335333
BAR D5 E5 F5 ||| <UNK> ||| 1.666533344e-06
BAR E4 BAR A4 A4 ||| A4 ||| 0.999882514098
BAR E4 BAR A4 A4 ||| <UNK> ||| 2.499700036e-06
E4 BAR F4 F#4 ||| E4 ||| 0.999843358396
E4 BAR F4 F#4 ||| <UNK> ||| 3.33280008532e-06
A4 BAR A4 F4 ||| E4 ||| 0.2499725033
A4 BAR A4 F4 ||| D4 ||| 0.499942506899
A4 BAR A4 F4 ||| G4 ||| 0.2499725033
A4 BAR A4 F4 ||| <UNK> ||| 2.499700036e-06
BAR E4 R E4 BAR ||| E4 ||| 0.999530225492
BAR E4 R E4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR F4 E4 B3 ||| E4 ||| 0.999765056386
BAR F4 E4 B3 ||| <UNK> ||| 4.99880028793e-06
BAR C4 BAR E4 A4 ||| F#4 ||| 0.999530225492
BAR C4 BAR E4 A4 ||| <UNK> ||| 9.99520230289e-06
B4 B4 B4 BAR ||| A4 ||| 0.999765056386
B4 B4 B4 BAR ||| <UNK> ||| 4.99880028793e-06
G#4 G#4 A4 ||| F4 ||| 0.999530225492
G#4 G#4 A4 ||| <UNK> ||| 9.99520230289e-06
A4 F#4 B4 ||| A4 ||| 0.999530225492
A4 F#4 B4 ||| <UNK> ||| 9.99520230289e-06
BAR A4 B4 A4 ||| A4 ||| 0.999530225492
BAR A4 B4 A4 ||| <UNK> ||| 9.99520230289e-06
BAR C4 BAR E4 E4 BAR ||| F4 ||| 0.999530225492
BAR C4 BAR E4 E4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR G#3 A3 C4 ||| <UNK> ||| 9.99520230289e-06
BAR G#3 A3 C4 ||| B3 ||| 0.999530225492
A4 BAR B4 B4 ||| G4 ||| 0.2499725033
A4 BAR B4 B4 ||| A4 ||| 0.2499725033
A4 BAR B4 B4 ||| C5 ||| 0.499942506899
A4 BAR B4 B4 ||| <UNK> ||| 2.499700036e-06
BAR G#4 R E4 ||| A4 ||| 0.999530225492
BAR G#4 R E4 ||| <UNK> ||| 9.99520230289e-06
B-3 A3 G#3 ||| A3 ||| 0.999765056386
B-3 A3 G#3 ||| <UNK> ||| 4.99880028793e-06
B3 B3 E3 ||| A3 ||| 0.999530225492
B3 B3 E3 ||| <UNK> ||| 9.99520230289e-06
B3 BAR E4 C4 ||| D4 ||| 0.999530225492
B3 BAR E4 C4 ||| <UNK> ||| 9.99520230289e-06
A4 BAR A4 A4 ||| <UNK> ||| 2.499700036e-06
A4 BAR A4 A4 ||| G4 ||| 0.499942506899
A4 BAR A4 A4 ||| A4 ||| 0.2499725033
A4 BAR A4 A4 ||| G#4 ||| 0.2499725033
A4 B4 E4 BAR ||| E4 ||| 0.999530225492
A4 B4 E4 BAR ||| <UNK> ||| 9.99520230289e-06
A3 D3 BAR E3 ||| E4 ||| 0.999765056386
A3 D3 BAR E3 ||| <UNK> ||| 4.99880028793e-06
A3 G3 BAR D4 ||| D4 ||| 0.999765056386
A3 G3 BAR D4 ||| <UNK> ||| 4.99880028793e-06
BAR E4 D4 BAR C4 ||| G4 ||| 0.999530225492
BAR E4 D4 BAR C4 ||| <UNK> ||| 9.99520230289e-06
F4 BAR E4 BAR E4 ||| E4 ||| 0.999530225492
F4 BAR E4 BAR E4 ||| <UNK> ||| 9.99520230289e-06
C#4 BAR D4 C4 ||| <UNK> ||| 4.99880028793e-06
C#4 BAR D4 C4 ||| B3 ||| 0.999765056386
B3 E4 F4 BAR ||| E4 ||| 0.499885027593
B3 E4 F4 BAR ||| F#4 ||| 0.499885027593
B3 E4 F4 BAR ||| <UNK> ||| 4.99880028793e-06
G4 E5 D5 ||| C5 ||| 0.999530225492
G4 E5 D5 ||| <UNK> ||| 9.99520230289e-06
R G3 BAR G4 ||| F4 ||| 0.999530225492
R G3 BAR G4 ||| <UNK> ||| 9.99520230289e-06
D4 A4 BAR A4 ||| E4 ||| 0.399963603494
D4 A4 BAR A4 ||| D4 ||| 0.199982801651
D4 A4 BAR A4 ||| A4 ||| 0.399963603494
D4 A4 BAR A4 ||| <UNK> ||| 1.99980801843e-06
BAR C4 BAR E4 C4 ||| <UNK> ||| 9.99520230289e-06
BAR C4 BAR E4 C4 ||| B3 ||| 0.999530225492
A4 G#4 A4 BAR ||| B4 ||| 0.374989375319
A4 G#4 A4 BAR ||| E4 ||| 0.124996875094
A4 G#4 A4 BAR ||| <UNK> ||| 6.24981250562e-07
A4 G#4 A4 BAR ||| A4 ||| 0.312491250262
A4 G#4 A4 BAR ||| G#4 ||| 0.18749500015
A4 G4 G4 BAR ||| G4 ||| 0.181814669498
A4 G4 G4 BAR ||| F4 ||| 0.136361115757
A4 G4 G4 BAR ||| A4 ||| 0.590896653164
A4 G4 G4 BAR ||| C5 ||| 0.0909075620168
A4 G4 G4 BAR ||| <UNK> ||| 4.54535537406e-07
A3 D4 BAR E4 ||| D4 ||| 0.666563349864
A3 D4 BAR E4 ||| F4 ||| 0.333283341332
A3 D4 BAR E4 ||| <UNK> ||| 3.33280008532e-06
B3 D4 C#4 ||| END ||| 0.999843358396
B3 D4 C#4 ||| <UNK> ||| 3.33280008532e-06
G3 C4 BAR D4 ||| E4 ||| 0.999843358396
G3 C4 BAR D4 ||| <UNK> ||| 3.33280008532e-06
G#3 A3 BAR E4 ||| E4 ||| 0.999530225492
G#3 A3 BAR E4 ||| <UNK> ||| 9.99520230289e-06
A4 F#4 G#4 ||| END ||| 0.999530225492
A4 F#4 G#4 ||| <UNK> ||| 9.99520230289e-06
BAR F4 D4 B3 ||| E4 ||| 0.888865741358
BAR F4 D4 B3 ||| <UNK> ||| 5.55540741136e-07
BAR F4 D4 B3 ||| C4 ||| 0.111108703768
F#4 B4 B4 ||| B4 ||| 0.666563349864
F#4 B4 B4 ||| C5 ||| 0.333283341332
F#4 B4 B4 ||| <UNK> ||| 3.33280008532e-06
E4 C4 BAR D4 ||| E4 ||| 0.999921672933
E4 C4 BAR D4 ||| <UNK> ||| 1.666533344e-06
E4 BAR E4 B3 ||| E4 ||| 0.142848776084
E4 BAR E4 B3 ||| A3 ||| 0.142848776084
E4 BAR E4 B3 ||| <UNK> ||| 1.4284734761e-06
E4 BAR E4 B3 ||| C4 ||| 0.714238166526
F#4 BAR G4 E4 ||| C#4 ||| 0.499885027593
F#4 BAR G4 E4 ||| D4 ||| 0.499885027593
F#4 BAR G4 E4 ||| <UNK> ||| 4.99880028793e-06
B4 C#5 R BAR ||| R ||| 0.999530225492
B4 C#5 R BAR ||| <UNK> ||| 9.99520230289e-06
G4 B4 BAR B4 ||| <UNK> ||| 2.499700036e-06
G4 B4 BAR B4 ||| A4 ||| 0.749912510499
G4 B4 BAR B4 ||| G#4 ||| 0.2499725033
BAR E4 G4 C5 ||| B4 ||| 0.499885027593
BAR E4 G4 C5 ||| D5 ||| 0.499885027593
BAR E4 G4 C5 ||| <UNK> ||| 4.99880028793e-06
F4 BAR G4 A4 ||| B4 ||| 0.599944405337
F4 BAR G4 A4 ||| E4 ||| 0.199982801651
F4 BAR G4 A4 ||| G4 ||| 0.199982801651
F4 BAR G4 A4 ||| <UNK> ||| 1.99980801843e-06
B3 D4 C4 BAR ||| <UNK> ||| 4.99880028793e-06
B3 D4 C4 BAR ||| C4 ||| 0.999765056386
C4 B3 G4 BAR ||| G4 ||| 0.499885027593
C4 B3 G4 BAR ||| A4 ||| 0.499885027593
C4 B3 G4 BAR ||| <UNK> ||| 4.99880028793e-06
BAR C4 D4 B3 BAR ||| <UNK> ||| 9.99520230289e-06
BAR C4 D4 B3 BAR ||| C4 ||| 0.999530225492
F5 B4 BAR A4 ||| A4 ||| 0.999530225492
F5 B4 BAR A4 ||| <UNK> ||| 9.99520230289e-06
D4 BAR C4 BAR E4 ||| E4 ||| 0.2499725033
D4 BAR C4 BAR E4 ||| G4 ||| 0.499942506899
D4 BAR C4 BAR E4 ||| C5 ||| 0.2499725033
D4 BAR C4 BAR E4 ||| <UNK> ||| 2.499700036e-06
F#4 G4 A4 BAR ||| G4 ||| 0.999765056386
F#4 G4 A4 BAR ||| <UNK> ||| 4.99880028793e-06
C4 D4 D4 ||| C#4 ||| 0.166655000933
C4 D4 D4 ||| A3 ||| 0.166655000933
C4 D4 D4 ||| <UNK> ||| 1.666533344e-06
C4 D4 D4 ||| D4 ||| 0.166655000933
C4 D4 D4 ||| C4 ||| 0.499961669733
B3 BAR E4 G4 ||| G4 ||| 0.999530225492
B3 BAR E4 G4 ||| <UNK> ||| 9.99520230289e-06
A4 C5 B4 BAR ||| E5 ||| 0.499885027593
A4 C5 B4 BAR ||| C5 ||| 0.499885027593
A4 C5 B4 BAR ||| <UNK> ||| 4.99880028793e-06
G3 E4 A3 ||| D4 ||| 0.999530225492
G3 E4 A3 ||| <UNK> ||| 9.99520230289e-06
G4 A4 BAR B-4 ||| A4 ||| 0.999530225492
G4 A4 BAR B-4 ||| <UNK> ||| 9.99520230289e-06
B-3 BAR A3 G3 ||| F3 ||| 0.999765056386
B-3 BAR A3 G3 ||| <UNK> ||| 4.99880028793e-06
C4 BAR B3 B3 ||| <UNK> ||| 1.2499250045e-06
C4 BAR B3 B3 ||| A3 ||| 0.499971251725
